id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken,Marry,Car,Child,AgeGroup,TypeofContactNULL,Motivation,EconomicPower,Child01,TripEasier,SalesPerformance,LivingCost,EconomicStability,TripFreaqency,NumberOfTrips_log,TravelCost,EconomicSegment,PackageMatch
1891,47,Self Enquiry,2,6.734591659972948,Salaried,male,2,3,Super Deluxe,4,2,0,2,AVP,13.127949744558622,0,Divorced,No Car,0_child,40s,0,6,34.13266933585242,0,0,0.8909226131201102,10.098422880429709,20.21704260662028,0,1.0986122886681098,3.147918433002165,14,0.8
1892,41,Self Enquiry,2,6.293419278846481,Small Business,male,2,3,Deluxe,3,8,0,2,Manager,12.712968558085317,0,Married,No Car,1_child,40s,0,6,33.05371825102183,1,3,0.9533768106261845,8.149338819285457,13.730006042732143,1,2.1972245773362196,3.1972245773362196,21,0.8
1893,30,Company Invited,3,6.398594934535208,Small Business,female,2,3,Basic,3,2,0,2,Executive,12.50161499490616,0,Married,Has Car,1_child,30s,0,6,12.50161499490616,1,9,0.9377058653324237,10.001291995924925,12.376598844957098,0,1.0986122886681098,2.09861228866811,4,1.0
1894,31,Company Invited,2,6.803505257608338,Small Business,male,2,3,Basic,3,2,0,1,Executive,12.434207718447004,1,Single,Has Car,0_child,30s,0,6,32.328940067962215,0,36,0.4409491705242838,9.109309683843957,12.309865641262535,0,1.0986122886681098,2.09861228866811,5,1.0
1895,50,Self Enquiry,2,5.8888779583328805,Salaried,male,2,3,Standard,4,2,0,2,Senior Manager,12.7598313139812,1,Married,Has Car,0_child,50s,0,6,33.17556141635112,0,6,1.0188698156853258,8.535004223398793,18.24655877899312,0,1.0986122886681098,3.147918433002165,20,0.8
1896,58,Company Invited,2,7.390798521735676,Small Business,female,2,3,Deluxe,4,6,0,2,Manager,12.80302825797721,0,Single,Has Car,1_child,50s,0,6,25.60605651595442,1,6,0.8118202630412042,8.563898500319203,13.827270518615387,1,1.9459101490553132,4.41886522358297,21,1.0
1897,29,Self Enquiry,2,6.803505257608338,Salaried,male,2,3,Deluxe,3,2,0,2,AVP,12.853505676134429,0,Married,Has Car,0_child,20s,0,6,33.419114757949515,0,6,0.8818983410485676,8.59766265962169,19.79439874124702,0,1.0986122886681098,2.09861228866811,14,0.8
1898,59,Company Invited,2,6.803505257608338,Small Business,female,2,3,Deluxe,3,2,0,2,Manager,12.73366983698063,0,Divorced,No Car,1_child,50s,0,6,25.46733967396126,1,3,0.8818983410485676,8.904664221664776,13.75236342393908,0,1.0986122886681098,2.09861228866811,21,0.8
1899,26,Company Invited,3,6.734591659972948,Large Business,male,2,3,Standard,3,2,0,2,Senior Manager,12.840546736295735,1,Married,Has Car,0_child,20s,0,6,16.692710757184457,0,6,0.8909226131201102,11.165692814170203,20.031252908621347,0,1.0986122886681098,2.09861228866811,27,1.0
1900,56,Self Enquiry,2,7.273092595999522,Small Business,male,2,3,Deluxe,4,1,0,2,AVP,13.130452571475786,1,Single,No Car,0_child,50s,0,6,34.13917668583704,0,12,0.82495856072288,10.10034813190445,16.54437024005949,0,0.6931471805599453,2.539720770839918,10,1.0
1901,55,Company Invited,3,5.8888779583328805,Small Business,female,2,3,Standard,3,1,0,2,Manager,12.60998988964805,0,Married,No Car,1_child,50s,0,6,12.60998988964805,1,3,1.0188698156853258,10.50832490804004,13.618789080819894,0,0.6931471805599453,1.6931471805599454,35,1.0
1902,40,Company Invited,2,5.8888779583328805,Salaried,male,2,3,Standard,3,5,0,2,Senior Manager,12.72705451954054,0,Single,Has Car,0_child,40s,0,6,33.0903417508054,0,12,1.0188698156853258,9.323849464864862,18.199687962942974,1,1.791759469228055,2.791759469228055,20,1.0
1903,51,Company Invited,2,6.580639137284949,Salaried,female,2,3,Standard,3,2,0,2,Senior Manager,12.76991093471783,0,Divorced,Has Car,1_child,50s,0,6,25.53982186943566,1,3,0.9117655405239998,8.541746444627309,18.2609726366465,0,1.0986122886681098,2.09861228866811,20,1.0
1904,32,Self Enquiry,2,6.175867270105761,Salaried,male,2,3,Basic,3,8,0,2,Executive,12.510338936458012,0,Married,No Car,1_child,30s,0,6,32.526881234790835,1,9,0.9715234699170033,8.019448036191033,15.137510113114198,1,2.1972245773362196,3.1972245773362196,12,1.0
1905,34,Company Invited,2,6.928537818164665,Small Business,male,2,4,Standard,3,12,0,2,Senior Manager,12.847929163278051,1,Single,No Car,1_child,30s,0,8,33.404615824522935,1,6,1.1546447764240044,8.984565848446188,15.032077121035321,2,2.5649493574615367,3.5649493574615367,3,1.0
1906,38,Company Invited,2,6.293419278846481,Small Business,male,2,3,Basic,3,24,0,2,Executive,12.611541086966117,0,Married,Has Car,0_child,30s,0,6,32.790006826111906,0,18,0.9533768106261845,8.435813436097735,12.485425676096456,2,3.2188758248682006,4.218875824868201,5,1.0
1907,41,Company Invited,3,6.734591659972948,Salaried,male,2,3,Standard,3,2,0,1,Senior Manager,12.96928445637171,0,Divorced,Has Car,0_child,40s,0,6,16.860069793283223,0,6,0.4454613065600551,12.351699482258772,18.54607677261155,0,1.0986122886681098,2.09861228866811,19,1.0
1909,42,Self Enquiry,2,6.985641817639208,Small Business,male,2,3,Deluxe,4,5,0,1,Manager,12.665413377607656,0,Divorced,Has Car,0_child,40s,0,6,32.93007478177991,0,6,0.42945230779293625,9.278691119126487,13.678646447816268,1,1.791759469228055,4.187639203842083,21,1.0
1910,33,Self Enquiry,2,7.039660349862076,Salaried,male,2,3,Deluxe,3,3,0,1,Manager,12.668913180966191,0,Married,No Car,0_child,30s,0,6,32.9391742705121,0,6,0.42615692390028126,8.859379846829503,16.722965398875374,0,1.3862943611198906,2.386294361119891,15,0.8
1912,36,Company Invited,2,6.734591659972948,Salaried,male,2,3,Standard,3,3,0,2,Senior Manager,12.867770437816528,0,Married,No Car,1_child,30s,0,6,33.45620313832298,1,3,0.8909226131201102,8.248570793472132,18.400911726077638,0,1.3862943611198906,2.386294361119891,20,1.0
1913,38,Company Invited,2,6.803505257608338,Salaried,female,2,4,Basic,3,2,0,1,Executive,12.466515835145202,0,Divorced,Has Car,0_child,30s,0,8,24.933031670290404,0,18,0.5879322273657117,9.132978633806008,15.084484160525697,0,1.0986122886681098,2.09861228866811,12,1.0
1914,19,Self Enquiry,3,6.803505257608338,Salaried,female,2,3,Basic,3,2,0,1,Executive,12.480065192545888,0,Divorced,Has Car,0_child,10s,0,6,12.480065192545888,0,18,0.4409491705242838,11.885776373853226,15.100878882980528,0,1.0986122886681098,2.09861228866811,23,1.0
1915,34,Self Enquiry,2,6.803505257608338,Salaried,female,2,3,Standard,3,5,0,2,Senior Manager,12.899222326086994,0,Single,No Car,0_child,30s,0,6,25.798444652173988,0,12,0.8818983410485676,9.92247871237461,18.445887926304405,1,1.791759469228055,2.791759469228055,20,1.0
1916,39,Self Enquiry,2,6.803505257608338,Small Business,male,2,3,Deluxe,4,3,0,2,Manager,12.68311705520721,0,Single,No Car,0_child,30s,0,6,32.97610434353875,0,12,0.8818983410485676,9.756243888620931,13.697766419623786,0,1.3862943611198906,3.579441541679836,21,1.0
1917,40,Self Enquiry,2,6.293419278846481,Salaried,male,2,3,Standard,4,2,0,1,Senior Manager,12.926715822598442,0,Divorced,No Car,1_child,40s,0,6,33.609461138755954,1,3,0.47668840531309226,9.039661414404504,18.485203626315776,0,1.0986122886681098,3.147918433002165,20,0.8
1918,32,Self Enquiry,2,6.803505257608338,Small Business,female,2,4,Deluxe,3,3,0,1,Manager,12.82313759868406,0,Divorced,No Car,1_child,30s,0,8,25.64627519736812,1,3,0.5879322273657117,8.967229089988852,13.848988606578786,0,1.3862943611198906,2.386294361119891,21,0.8
1919,52,Self Enquiry,3,6.734591659972948,Small Business,male,2,3,Deluxe,3,12,0,2,AVP,13.075462527356454,0,Single,Has Car,0_child,50s,0,6,16.99810128556339,0,12,0.8909226131201102,12.452821454625193,16.475082784469134,2,2.5649493574615367,3.5649493574615367,6,0.8
1920,46,Self Enquiry,2,7.560601162768557,Salaried,male,2,3,Standard,3,5,0,2,Senior Manager,12.814277216815054,1,Single,No Car,0_child,40s,0,6,33.31712076371914,0,12,0.7935876884428734,9.857136320626964,18.32441642004553,1,1.791759469228055,2.791759469228055,20,1.0
1921,40,Company Invited,2,6.042632833682381,Large Business,female,2,3,Standard,4,2,0,1,Senior Manager,12.850517908026886,0,Married,Has Car,0_child,40s,0,6,25.70103581605377,0,6,0.4964723296238735,8.595664152526343,20.04680793652194,0,1.0986122886681098,3.147918433002165,33,0.8
1922,50,Company Invited,2,7.2305631534092925,Small Business,female,2,3,Deluxe,3,2,0,2,Manager,12.755381210362536,0,Divorced,Has Car,0_child,50s,0,6,25.510762420725072,0,6,0.8298108837028734,9.344601619313211,13.775811707191538,0,1.0986122886681098,2.09861228866811,21,0.8
1923,56,Self Enquiry,2,6.580639137284949,Salaried,male,2,3,King,4,1,0,2,VP,13.1667170482078,0,Divorced,No Car,0_child,50s,0,6,34.233464325340286,0,6,0.9117655405239998,10.128243883236768,21.725083129542874,0,0.6931471805599453,2.539720770839918,30,0.8
1926,26,Company Invited,3,6.398594934535208,Salaried,female,2,3,Standard,4,2,0,2,Senior Manager,12.773191642429596,0,Divorced,Has Car,0_child,20s,0,6,12.773191642429596,0,6,0.9377058653324237,12.16494442136152,18.265664048674324,0,1.0986122886681098,3.147918433002165,19,0.8
1927,22,Company Invited,3,5.8888779583328805,Large Business,female,2,3,Standard,3,2,0,2,Senior Manager,12.611541086966117,0,Divorced,Has Car,1_child,20s,0,6,12.611541086966117,1,3,1.0188698156853258,10.966557466927057,19.67400409566714,0,1.0986122886681098,2.09861228866811,27,1.0
1928,33,Self Enquiry,2,7.353081920515432,Salaried,male,2,4,Deluxe,3,2,0,1,Manager,12.78119894965186,0,Single,No Car,1_child,30s,0,8,33.23111726909484,1,6,0.543989587391896,8.937901363392907,16.871182613540455,0,1.0986122886681098,2.09861228866811,15,0.8
1929,21,Company Invited,2,6.8679744089702925,Large Business,male,2,3,Basic,3,3,0,2,Executive,12.48040728600916,0,Single,No Car,0_child,20s,0,6,32.44905894362382,0,36,0.8736200286598874,9.600313296930123,16.474137617532094,0,1.3862943611198906,2.386294361119891,0,1.0
1930,34,Company Invited,2,6.985641817639208,Large Business,female,2,4,Basic,3,7,0,2,Executive,12.520576769025157,1,Single,Has Car,0_child,30s,0,8,25.041153538050313,0,36,1.1452061541144967,9.172583713571543,16.527161335113206,1,2.0794415416798357,3.0794415416798357,0,1.0
1931,36,Self Enquiry,3,7.390798521735676,Salaried,male,2,3,Deluxe,3,2,0,1,Manager,12.683303222367242,0,Divorced,No Car,1_child,30s,0,6,16.488294189077415,1,3,0.4059101315206021,11.53027565669749,16.74196025352476,0,1.0986122886681098,2.09861228866811,26,0.8
1932,26,Company Invited,2,6.042632833682381,Small Business,female,2,3,Basic,3,3,0,1,Executive,12.42647644715539,0,Divorced,Has Car,0_child,20s,0,6,24.85295289431078,0,18,0.4964723296238735,9.103645748831786,12.302211682683836,0,1.3862943611198906,2.386294361119891,5,1.0
1933,30,Company Invited,2,6.493753839851686,Salaried,male,2,3,Deluxe,3,8,0,2,Manager,12.815827347526776,0,Single,No Car,0_child,30s,0,6,33.32115110356962,0,12,0.9239648049450913,9.85832872886675,16.916892098735346,1,2.1972245773362196,3.1972245773362196,15,0.8
1934,38,Company Invited,3,6.493753839851686,Salaried,male,2,3,Standard,3,5,0,1,Senior Manager,12.66066436913818,0,Single,Has Car,1_child,30s,0,6,16.458863679879634,1,6,0.46198240247254563,11.009273364467981,18.1047500478676,1,1.791759469228055,2.791759469228055,19,1.0
1935,30,Self Enquiry,2,6.985641817639208,Salaried,male,2,3,Deluxe,3,1,0,2,Manager,12.663516479730564,0,Divorced,Has Car,0_child,30s,0,6,32.92514284729947,0,6,0.8589046155858725,9.277301450352061,16.715841753244344,0,0.6931471805599453,1.6931471805599454,15,0.8
1936,45,Self Enquiry,2,6.580639137284949,Salaried,male,2,3,Deluxe,3,4,0,1,AVP,13.03599034208584,0,Divorced,Has Car,0_child,40s,0,6,33.893574889423185,0,6,0.4558827702619999,9.55017607478816,20.075425126812195,0,1.6094379124341003,2.6094379124341005,14,0.8
1937,34,Company Invited,2,6.042632833682381,Small Business,male,2,3,Deluxe,3,2,0,2,AVP,13.08082445928909,0,Single,Has Car,1_child,30s,0,6,34.010143594151636,1,6,0.992944659247747,8.749715357384005,16.481838818704254,0,1.0986122886681098,2.09861228866811,10,0.8
1938,54,Self Enquiry,2,6.042632833682381,Salaried,female,3,5,Basic,3,2,0,3,Executive,12.811661026564838,0,Divorced,Has Car,1_child,50s,0,15,25.623322053129677,1,6,2.4823616481193675,8.569672927468117,15.502109842143456,0,1.0986122886681098,2.09861228866811,12,1.0
1939,52,Self Enquiry,1,6.493753839851686,Small Business,male,3,6,Basic,3,12,0,2,Executive,12.710390137273134,0,Married,No Car,1_child,50s,0,18,49.570521535365216,1,6,1.8479296098901825,7.061327854040629,12.583286235900404,2,2.5649493574615367,3.5649493574615367,11,1.0
1940,43,Self Enquiry,1,6.293419278846481,Large Business,male,3,5,Deluxe,3,1,0,2,VP,13.191602085337692,0,Divorced,No Car,2_child,40s,0,15,51.447248132817,1,2,1.5889613510436407,7.328667825187607,23.744883753607844,0,0.6931471805599453,1.6931471805599454,34,0.8
1941,31,Company Invited,1,6.493753839851686,Small Business,male,4,4,Basic,3,3,0,2,Executive,12.693811816140869,0,Married,No Car,2_child,30s,0,16,49.505866082949396,1,3,1.2319530732601216,6.509647085200445,12.566873697979462,0,1.3862943611198906,2.386294361119891,11,1.0
1942,30,Self Enquiry,2,6.734591659972948,Small Business,male,4,5,Deluxe,3,3,0,2,Manager,12.768116910897264,0,Married,No Car,1_child,30s,0,20,33.19710396833289,1,1,1.4848710218668504,8.184690327498245,13.789566263769045,0,1.3862943611198906,2.386294361119891,21,0.8
1944,22,Company Invited,1,7.273092595999522,Small Business,male,1,3,Basic,3,8,0,4,Executive,12.444483062914385,0,Single,No Car,0_child,20s,0,3,48.5334839453661,0,48,1.64991712144576,8.296322041942924,12.320038232285242,1,2.1972245773362196,3.1972245773362196,11,1.0
1945,32,Company Invited,1,6.803505257608338,Small Business,female,2,2,Basic,3,2,0,4,Executive,12.730744959867394,0,Divorced,No Car,1_child,30s,0,4,38.19223487960218,1,9,1.1758644547314234,7.715603005980238,12.603437510268721,0,1.0986122886681098,2.09861228866811,11,1.0
1946,24,Self Enquiry,1,6.8679744089702925,Small Business,male,2,3,Basic,3,3,0,3,Executive,12.432833645978503,0,Married,Has Car,1_child,20s,0,6,48.48805121931616,1,9,1.310430042989831,6.630844611188533,12.308505309518718,0,1.3862943611198906,2.386294361119891,11,1.0
1947,39,Self Enquiry,1,6.398594934535208,Large Business,male,2,0,Deluxe,3,1,0,3,AVP,12.54454644910768,0,Married,Has Car,1_child,30s,0,0,48.92373115151995,1,3,0.0,6.690424772857427,21.0748380345009,0,0.6931471805599453,1.6931471805599454,31,0.8
1948,49,Self Enquiry,1,6.398594934535208,Salaried,female,2,3,Deluxe,3,4,0,4,Manager,12.684047544618693,0,Single,No Car,1_child,40s,0,6,38.05214263385608,1,6,1.8754117306648475,7.687301542193147,16.742942758896675,0,1.6094379124341003,2.6094379124341005,16,0.8
1949,30,Self Enquiry,2,6.293419278846481,Salaried,female,2,3,Deluxe,3,2,1,1,Manager,12.76935598548144,0,Single,Has Car,0_child,30s,0,16,25.53871197096288,0,12,0.47668840531309226,9.35483954980325,16.8555499008355,0,1.0986122886681098,2.09861228866811,15,0.8
1950,29,Company Invited,3,6.803505257608338,Salaried,female,2,3,Standard,3,2,1,2,Senior Manager,12.854055082135726,0,Single,Has Car,0_child,20s,0,16,12.854055082135726,0,12,0.8818983410485676,12.241957221081643,18.38129876745409,0,1.0986122886681098,2.09861228866811,19,1.0
1951,47,Company Invited,2,6.580639137284949,Salaried,male,2,4,Standard,3,5,1,1,Senior Manager,13.017005083966255,0,Divorced,Has Car,1_child,40s,0,18,33.84421321831226,1,3,0.6078436936826666,8.70702681201756,18.614317270071748,1,1.791759469228055,2.791759469228055,20,1.0
1952,52,Self Enquiry,2,6.042632833682381,Small Business,female,2,3,Standard,3,2,1,2,Senior Manager,12.808216856921767,0,Married,Has Car,0_child,50s,0,16,25.616433713843534,0,6,0.992944659247747,8.567369135064725,14.985613722598469,0,1.0986122886681098,2.09861228866811,3,1.0
1953,37,Self Enquiry,2,6.8679744089702925,Salaried,male,2,3,Standard,3,12,1,2,Senior Manager,12.75056319297765,0,Married,No Car,0_child,30s,0,16,33.15146430174189,0,6,0.8736200286598874,8.916477757327026,18.233305365958042,2,2.5649493574615367,3.5649493574615367,20,1.0
1954,30,Self Enquiry,2,6.175867270105761,Small Business,male,2,3,Deluxe,3,4,1,2,Manager,12.438972449459648,0,Married,No Car,0_child,30s,0,16,32.341328368595086,0,6,0.9715234699170033,8.698582132489264,13.434090245416419,0,1.6094379124341003,2.6094379124341005,21,0.8
1955,37,Self Enquiry,2,7.496097345175956,Small Business,male,3,2,Deluxe,3,4,0,4,Manager,12.715585407870622,0,Married,No Car,2_child,30s,0,6,33.06052206046362,1,2,1.0672219998781534,7.524015034242971,13.73283224050027,0,1.6094379124341003,2.6094379124341005,21,0.8
1956,20,Company Invited,3,6.803505257608338,Small Business,female,2,1,Basic,3,2,0,3,Executive,12.648595873661602,0,Married,Has Car,1_child,20s,0,2,12.648595873661602,1,9,0.4409491705242838,10.118876698929279,12.522109914924986,0,1.0986122886681098,2.09861228866811,4,1.0
1957,29,Company Invited,2,6.175867270105761,Small Business,male,2,2,Deluxe,3,5,0,4,Manager,13.050536493896242,0,Married,Has Car,1_child,20s,0,4,33.93139488413023,1,3,1.2953646265560044,8.031099380859224,14.094579413407942,1,1.791759469228055,2.791759469228055,21,0.8
1958,20,Self Enquiry,2,6.803505257608338,Small Business,female,2,2,Basic,4,8,0,3,Executive,12.659664205536007,0,Divorced,Has Car,1_child,20s,0,4,25.319328411072014,1,9,0.8818983410485676,8.468002813067562,12.53306756348065,1,2.1972245773362196,4.795836866004329,5,0.8
1959,34,Self Enquiry,1,6.928537818164665,Large Business,male,3,5,Deluxe,3,3,0,4,Manager,12.790732203905028,0,Married,No Car,1_child,30s,0,15,49.88385559522961,1,2,2.886611941060011,7.1059623355027925,18.41865437362324,0,1.3862943611198906,2.386294361119891,40,0.8
1960,33,Company Invited,2,6.803505257608338,Small Business,female,2,3,Deluxe,3,2,0,2,Executive,12.521780792798658,1,Divorced,No Car,0_child,30s,0,6,25.043561585597317,0,6,0.8818983410485676,9.632139071383584,12.396562984870673,0,1.0986122886681098,2.09861228866811,5,0.8
1961,38,Self Enquiry,1,6.734591659972948,Salaried,female,4,5,Deluxe,3,12,0,2,Manager,12.845109409442491,0,Single,No Car,2_child,30s,0,20,38.53532822832747,1,2,1.4848710218668504,7.136171894134718,16.95554442046409,2,2.5649493574615367,3.5649493574615367,16,0.8
1962,36,Company Invited,1,7.390798521735676,Salaried,male,2,3,Standard,3,2,0,2,Senior Manager,12.787089222796151,0,Married,Has Car,0_child,30s,0,6,49.869647968904985,0,6,0.8118202630412042,7.412805346548493,18.285537588598498,0,1.0986122886681098,2.09861228866811,1,1.0
1964,36,Company Invited,1,6.293419278846481,Salaried,male,2,3,Deluxe,3,4,0,1,Manager,12.69794783877714,0,Divorced,No Car,0_child,30s,0,6,49.521996571230844,0,6,0.47668840531309226,8.46529855918476,16.761291147185826,0,1.6094379124341003,2.6094379124341005,16,0.8
1965,36,Company Invited,1,6.398594934535208,Salaried,male,2,4,Deluxe,3,3,0,1,Manager,12.611541086966117,0,Married,No Car,1_child,30s,0,8,49.18501023916786,1,3,0.6251372435549492,7.006411714981175,16.647234234795274,0,1.3862943611198906,2.386294361119891,16,0.8
1966,35,Self Enquiry,1,6.293419278846481,Salaried,female,2,3,Basic,3,4,0,1,Executive,12.48490063602833,0,Divorced,No Car,0_child,30s,0,6,37.45470190808499,0,18,0.47668840531309226,8.323267090685553,15.106729769594281,0,1.6094379124341003,2.6094379124341005,13,1.0
1968,35,Self Enquiry,1,6.493753839851686,Salaried,male,2,3,Deluxe,3,1,0,2,Manager,12.647872897281076,0,Single,No Car,1_child,30s,0,6,49.3267042993962,1,6,0.9239648049450913,7.665377513503682,16.69519222441102,0,0.6931471805599453,1.6931471805599454,16,0.8
1969,40,Self Enquiry,1,6.398594934535208,Large Business,male,2,3,Basic,3,2,0,2,Executive,12.465011820299742,1,Married,No Car,0_child,40s,0,6,48.61354609916899,0,18,0.9377058653324237,7.554552618363479,16.453815602795657,0,1.0986122886681098,2.09861228866811,2,1.0
1970,30,Company Invited,1,6.493753839851686,Large Business,male,2,3,Standard,3,4,0,2,Senior Manager,12.881147500957372,0,Single,No Car,1_child,30s,0,6,50.23647525373376,1,6,0.9239648049450913,7.806756061186285,20.0945901014935,0,1.6094379124341003,2.6094379124341005,7,1.0
1971,23,Self Enquiry,1,6.734591659972948,Small Business,female,2,3,Basic,3,2,0,2,Executive,12.468440756144114,1,Married,No Car,1_child,20s,0,6,37.40532226843234,1,9,0.8909226131201102,6.926911531191173,12.343756348582673,0,1.0986122886681098,2.09861228866811,11,1.0
1972,40,Self Enquiry,1,6.175867270105761,Salaried,male,2,3,Standard,3,4,0,2,Senior Manager,12.66327911429587,1,Single,No Car,0_child,40s,0,6,49.386788545753895,0,12,0.9715234699170033,8.442186076197247,18.108489133443097,0,1.6094379124341003,2.6094379124341005,1,1.0
1973,30,Self Enquiry,1,7.039660349862076,Small Business,male,2,4,Basic,3,2,0,1,Executive,12.471532114904967,0,Single,Has Car,1_child,30s,0,8,48.63897524812938,1,18,0.5682092318670416,7.22987368979998,12.346816793755918,0,1.0986122886681098,2.09861228866811,11,1.0
1974,38,Company Invited,1,6.985641817639208,Small Business,male,2,3,Basic,3,1,0,2,Executive,12.45002224211695,1,Divorced,Has Car,0_child,30s,0,6,48.5550867442561,0,18,0.8589046155858725,7.90477602674092,12.325522019695782,0,0.6931471805599453,1.6931471805599454,11,1.0
1975,34,Company Invited,1,7.186144304522325,Small Business,male,2,3,Standard,4,8,0,2,Senior Manager,12.65947358471519,0,Married,Has Car,0_child,30s,0,6,49.37194698038925,0,6,0.8349400938447797,7.338825266501559,14.811584094116775,1,2.1972245773362196,4.795836866004329,8,0.8
1977,41,Company Invited,1,6.175867270105761,Small Business,female,2,3,Deluxe,3,5,0,1,AVP,12.869162599655873,0,Single,No Car,0_child,40s,0,6,38.60748779896762,0,12,0.48576173495850167,8.579441733103915,16.2151448755664,1,1.791759469228055,2.791759469228055,9,0.8
1978,54,Company Invited,1,7.2305631534092925,Salaried,male,2,3,Deluxe,3,4,0,1,Manager,12.751259115479971,0,Divorced,Has Car,0_child,50s,0,6,49.7299105503719,0,6,0.4149054418514367,8.096037533638077,16.831662032433563,0,1.6094379124341003,2.6094379124341005,16,0.8
1979,42,Company Invited,1,6.175867270105761,Small Business,male,2,4,Standard,3,2,0,2,Senior Manager,12.795069688739954,0,Single,No Car,1_child,40s,0,8,49.90077178608582,1,6,1.2953646265560044,7.754587690145426,14.970231535825747,0,1.0986122886681098,2.09861228866811,8,1.0
1980,37,Self Enquiry,1,6.398594934535208,Large Business,male,2,4,Basic,3,2,0,1,Executive,12.611541086966117,0,Single,No Car,1_child,30s,0,8,49.18501023916786,1,18,0.6251372435549492,7.643358234524919,16.647234234795274,0,1.0986122886681098,2.09861228866811,2,1.0
1982,51,Self Enquiry,1,6.042632833682381,Salaried,male,2,3,Deluxe,3,28,0,2,Manager,12.78566191451278,0,Married,No Car,1_child,50s,0,6,49.86408146659984,1,3,0.992944659247747,7.103145508062654,16.87707372715687,2,3.367295829986474,4.367295829986475,16,0.8
1983,39,Self Enquiry,1,7.390798521735676,Salaried,male,2,3,Standard,3,8,0,1,Senior Manager,12.815419651303737,0,Married,No Car,0_child,30s,0,6,49.980136640084574,0,6,0.4059101315206021,7.766921000790143,18.326050101364345,1,2.1972245773362196,3.1972245773362196,1,1.0
1984,18,Self Enquiry,1,6.734591659972948,Salaried,female,3,5,Deluxe,3,12,0,4,Manager,12.666691752572833,0,Single,No Car,1_child,10s,0,15,38.0000752577185,1,4,2.9697420437337008,7.6767828803471705,16.72003311339614,2,2.5649493574615367,3.5649493574615367,16,0.8
1985,37,Company Invited,1,6.293419278846481,Salaried,male,3,6,Basic,3,5,1,1,Executive,12.687343807045202,1,Divorced,No Car,1_child,30s,0,28,49.480640847476295,1,6,0.9533768106261845,7.689299276997092,15.351686006524696,1,1.791759469228055,2.791759469228055,13,1.0
1986,32,Self Enquiry,2,6.985641817639208,Salaried,female,2,1,Deluxe,3,2,0,4,Manager,12.473141212012507,0,Divorced,No Car,1_child,30s,0,2,24.946282424025014,1,3,0.5726030770572483,8.722476372036716,16.46454639985651,0,1.0986122886681098,2.09861228866811,15,0.8
1987,29,Self Enquiry,2,7.273092595999522,Salaried,male,2,3,Deluxe,3,1,0,3,Manager,12.700467012538368,0,Single,Has Car,1_child,20s,0,6,33.02121423259976,1,6,1.2374378410843199,8.49529566056078,16.764616456550648,0,0.6931471805599453,1.6931471805599454,15,0.8
1988,42,Company Invited,2,6.928537818164665,Salaried,male,3,1,Deluxe,4,7,0,3,AVP,12.971542813248435,0,Single,Has Car,2_child,40s,0,3,33.726011314445934,1,4,0.4329917911590017,7.98248788507596,19.97617593240259,1,2.0794415416798357,4.619162312519753,14,1.0
1989,30,Self Enquiry,2,6.8679744089702925,Small Business,male,3,5,Basic,3,6,0,4,Executive,13.226130424164664,0,Single,No Car,2_child,30s,0,15,34.38793910282813,1,12,2.9120667621996246,8.478288733438887,13.093869119923019,1,1.9459101490553132,2.9459101490553135,5,1.0
1991,31,Self Enquiry,1,6.734591659972948,Small Business,female,2,3,Basic,3,2,0,3,Executive,12.456173560023196,0,Married,Has Car,1_child,30s,0,6,37.36852068006959,1,9,1.3363839196801655,6.6432925653457024,12.331611824422966,0,1.0986122886681098,2.09861228866811,11,1.0
1992,40,Self Enquiry,1,7.273092595999522,Small Business,male,2,2,Basic,3,2,0,4,Executive,12.78347502432305,0,Divorced,No Car,1_child,40s,0,4,49.85555259485989,1,9,1.0999447476305066,7.747560620801847,12.655640274079822,0,1.0986122886681098,2.09861228866811,11,1.0
1993,33,Self Enquiry,1,6.042632833682381,Small Business,male,2,3,Basic,3,4,0,4,Executive,12.47863854209762,0,Married,No Car,1_child,30s,0,6,48.66669031418072,1,9,1.985889318495494,6.93257696783201,12.353852156676647,0,1.6094379124341003,2.6094379124341005,11,1.0
1995,32,Company Invited,1,6.398594934535208,Small Business,male,2,3,Deluxe,3,3,0,4,Manager,12.658710737861016,0,Married,No Car,1_child,30s,0,6,49.36897187765797,1,3,1.8754117306648475,7.032617076589452,13.671407596889898,0,1.3862943611198906,2.386294361119891,37,0.8
1997,34,Company Invited,1,6.928537818164665,Small Business,female,2,3,Basic,3,4,0,5,Executive,12.48580822809777,0,Divorced,Has Car,1_child,30s,0,6,37.457424684293315,1,9,2.1649589557950084,7.238149697447983,12.360950145816794,0,1.6094379124341003,2.6094379124341005,11,1.0
1998,52,Company Invited,2,6.803505257608338,Small Business,male,2,3,Deluxe,3,6,0,1,AVP,13.066969053700817,0,Divorced,Has Car,1_child,50s,0,6,33.97411953962212,1,3,0.4409491705242838,8.740447527559073,16.46438100766303,1,1.9459101490553132,2.9459101490553135,10,0.8
