id,Age_int,TypeofContact_int,CityTier,Duration_int,Occupation_int,Gender_int,NumberOfPersonVisiting,NumberOfFollowups_normalized,ProductPitched_int,PreferredPropertyStar,NumberOfTrips_int,Passport,PitchSatisfactionScore,Designation_int,MonthlyIncome_int,customer_info_kekkon_int,customer_info_car_int,customer_info_child_int,ProdTaken
1769,43,1,2,960,0,1,3.0,5.0,2,3.0,1,0,2,1,400000.0,1,1,2,0
1770,20,0,2,840,2,0,3.0,5.0,2,3.0,3,0,2,1,319470.0,0,1,1,0
1771,35,1,3,1080,0,0,3.0,5.0,2,3.0,3,0,1,1,336015.0,0,0,1,0
1772,50,0,2,1320,1,1,3.0,5.0,0,3.0,2,0,2,0,337800.0,0,1,1,0
1773,31,0,2,960,2,0,3.0,5.0,0,3.0,7,0,2,0,315615.0,0,0,2,0
1775,49,0,1,480,1,0,3.0,5.0,1,3.0,6,0,1,4,566205.0,1,0,1,0
1776,37,1,1,1200,1,0,3.0,5.0,2,3.0,3,0,2,1,324735.0,2,1,1,0
1777,55,0,1,720,1,0,3.0,5.0,1,3.0,3,0,2,2,450000.0,1,1,1,0
1778,36,0,1,1020,0,0,4.0,4.0,2,3.0,3,0,2,1,383820.0,0,1,1,0
1780,32,0,1,840,0,0,3.0,5.0,1,3.0,2,0,1,2,457395.0,1,1,2,0
1781,25,1,2,840,0,0,3.0,4.0,0,3.0,7,0,4,0,266625.0,0,0,1,1
1782,44,0,2,540,0,0,3.0,4.0,2,3.0,2,0,4,2,365220.0,1,0,1,0
1783,53,0,1,900,0,1,4.0,4.0,2,3.0,7,0,1,1,364200.0,1,0,1,0
1784,33,1,2,1020,1,0,3.0,4.0,1,3.0,3,1,3,2,375270.0,1,1,0,0
1785,32,0,1,480,0,0,3.0,4.0,1,3.0,6,0,4,4,554625.0,1,1,2,0
1786,33,0,1,480,1,0,4.0,4.0,0,3.0,3,0,4,0,328470.0,0,1,3,0
1787,23,1,2,540,1,0,3.0,6.0,2,3.0,2,0,2,1,324885.0,1,0,1,0
1788,55,0,1,480,2,1,3.0,4.0,1,4.0,2,0,1,2,461805.0,1,1,0,0
1789,27,1,2,600,2,0,3.0,4.0,1,4.0,7,0,2,2,393060.0,1,0,0,1
1790,55,1,1,300,0,1,3.0,4.0,1,4.0,2,0,1,2,366960.0,0,1,0,0
1791,52,0,2,720,1,0,3.0,4.0,2,3.0,6,0,4,1,400000.0,1,1,2,0
1792,32,1,2,780,1,0,3.0,4.0,0,3.0,5,0,3,0,441060.0,1,1,2,0
1793,42,0,2,1920,1,0,4.0,4.0,2,3.0,3,0,3,1,332820.0,0,0,3,0
1794,45,0,2,1860,1,0,3.0,4.0,2,3.0,1,0,3,1,453165.0,2,1,2,0
1795,35,0,3,900,1,0,3.0,4.0,2,3.0,2,0,3,1,315855.0,1,1,2,0
1796,45,1,2,420,1,1,3.0,4.0,2,3.0,5,0,3,1,300000.0,0,0,2,0
1797,51,0,2,360,0,0,2.0,3.0,1,4.0,2,0,1,2,387990.0,2,0,0,0
1798,34,0,3,1080,0,0,2.0,3.0,1,4.0,5,0,1,2,400000.0,2,0,0,0
1799,44,0,1,360,0,0,2.0,3.0,1,4.0,2,0,1,2,369075.0,1,1,0,0
1800,48,1,2,360,0,0,2.0,4.0,1,4.0,2,0,2,2,379050.0,0,0,0,0
1801,54,1,1,540,0,1,2.0,3.0,1,4.0,2,0,1,2,364305.0,0,1,0,0
1802,51,0,2,780,0,1,2.0,3.0,1,4.0,1,0,2,2,383685.0,0,1,0,0
1803,35,1,1,1020,0,1,2.0,3.0,1,4.0,5,0,2,2,367800.0,2,1,0,0
1804,55,1,2,420,0,0,2.0,3.0,3,4.0,2,0,2,3,480000.0,2,1,0,1
1805,36,1,2,540,1,0,2.0,4.0,1,4.0,2,0,1,2,424365.0,0,0,0,0
1806,37,1,2,900,1,0,2.0,3.0,2,4.0,7,0,2,1,310995.0,2,0,0,0
1808,51,0,1,720,0,1,2.0,3.0,1,4.0,1,0,1,2,360225.0,0,1,0,0
1809,40,1,2,600,0,0,2.0,4.0,0,4.0,2,0,2,0,263700.0,0,0,0,1
1810,52,0,2,1740,1,1,2.0,4.0,1,5.0,5,0,2,2,377760.0,0,0,0,0
1811,42,0,2,600,0,0,2.0,3.0,2,4.0,1,0,2,1,276255.0,2,1,0,0
1812,46,0,3,540,0,1,2.0,3.0,2,5.0,2,0,2,1,438435.0,2,1,0,0
1813,40,1,2,540,1,0,2.0,3.0,3,4.0,2,0,1,3,373005.0,2,0,0,0
1814,44,0,1,600,1,1,2.0,3.0,0,4.0,1,0,2,0,264555.0,2,1,0,0
1815,50,1,1,420,0,1,2.0,3.0,1,4.0,1,0,1,2,336270.0,0,1,0,0
1816,22,0,3,480,0,1,2.0,3.0,0,5.0,1,0,2,0,256425.0,0,1,0,0
1817,33,0,2,360,2,1,2.0,3.0,2,4.0,2,0,1,1,313920.0,2,0,0,0
1818,56,0,1,1020,0,1,2.0,3.0,3,4.0,4,0,2,3,470400.0,1,1,0,0
1819,46,1,2,1080,1,0,2.0,3.0,3,4.0,2,0,2,3,420000.0,2,0,0,0
1820,25,1,3,540,0,1,2.0,3.0,1,4.0,2,0,2,2,376350.0,0,1,0,0
1821,53,0,1,1680,1,0,3.0,5.0,3,3.0,7,0,2,3,483405.0,1,1,2,0
1822,29,0,2,900,0,0,4.0,4.0,1,4.0,3,0,3,2,417735.0,0,1,3,0
1823,23,0,2,720,0,1,3.0,4.0,0,3.0,5,0,3,0,309450.0,2,1,2,0
1824,25,0,2,2100,0,0,3.0,4.0,2,3.0,3,0,4,1,345480.0,0,1,2,0
1825,55,0,2,540,0,0,3.0,4.0,0,3.0,5,0,4,3,485325.0,2,1,2,0
1826,23,0,2,600,1,0,3.0,5.0,0,4.0,3,0,2,0,310425.0,0,0,2,1
1827,49,0,2,900,0,1,3.0,5.0,2,3.0,5,0,2,1,426540.0,2,1,1,0
1828,34,0,2,420,0,0,3.0,5.0,1,3.0,2,0,1,2,335730.0,1,1,1,0
1829,39,1,2,1860,1,1,3.0,5.0,2,3.0,7,0,2,1,359385.0,2,0,1,0
1830,26,1,3,660,1,1,2.0,3.0,0,4.0,2,1,2,0,257745.0,0,1,0,1
1831,35,1,3,1080,0,1,2.0,3.0,2,4.0,1,1,2,1,344640.0,1,0,0,0
1832,55,1,1,960,0,1,2.0,3.0,1,4.0,5,1,1,2,376815.0,0,1,0,0
1833,57,0,1,480,0,1,2.0,3.0,1,4.0,5,1,2,2,379545.0,0,1,0,0
1834,39,0,2,1680,1,0,4.0,4.0,2,3.0,7,0,2,1,350565.0,1,1,3,0
1835,43,0,2,1980,0,0,3.0,5.0,2,3.0,3,1,2,1,326775.0,1,1,1,0
1836,49,0,1,900,0,1,3.0,5.0,2,3.0,2,0,2,1,378000.0,2,1,1,0
1837,40,0,1,1860,0,1,3.0,5.0,2,3.0,3,0,1,1,344805.0,0,0,1,0
1838,35,1,1,1080,0,1,3.0,5.0,2,3.0,3,0,2,1,316740.0,1,0,1,0
1839,42,1,1,1260,0,0,3.0,5.0,1,3.0,2,0,2,2,347685.0,2,1,1,0
1840,39,0,1,420,0,1,3.0,5.0,0,3.0,3,0,1,0,317370.0,0,1,2,0
1841,39,0,1,600,0,0,3.0,5.0,0,4.0,3,0,1,0,300000.0,1,0,2,0
1842,50,0,1,840,0,0,3.0,5.0,1,3.0,2,0,1,2,431370.0,0,0,2,0
1843,37,0,1,1980,1,1,3.0,5.0,2,3.0,7,0,2,1,350000.0,0,0,1,0
1844,21,1,2,660,1,1,3.0,5.0,0,3.0,3,0,3,0,310545.0,1,0,2,0
1845,45,0,2,1980,1,1,3.0,5.0,2,3.0,3,0,3,1,347445.0,2,0,2,0
1846,31,0,1,1380,0,0,3.0,5.0,0,3.0,3,0,2,0,536850.0,0,0,2,0
1847,20,0,1,600,1,0,3.0,4.0,0,3.0,3,0,4,0,324960.0,2,1,2,1
1848,32,0,1,660,1,0,3.0,4.0,0,3.0,6,0,4,0,318795.0,1,1,2,0
1849,31,1,2,900,1,1,2.0,2.0,2,3.0,3,0,3,1,381195.0,1,1,1,0
1850,31,1,3,1440,1,0,4.0,5.0,0,3.0,7,0,1,0,324885.0,0,1,2,1
1851,37,0,2,1020,1,1,4.0,4.0,2,3.0,3,0,1,1,325485.0,2,0,1,0
1852,36,0,1,420,2,0,3.0,5.0,0,3.0,2,0,2,0,407940.0,0,0,1,1
1853,29,0,1,480,0,1,3.0,5.0,0,3.0,3,0,2,0,297435.0,0,1,2,0
1854,53,0,1,480,0,0,4.0,5.0,2,3.0,5,0,4,1,382575.0,2,1,3,0
1855,36,0,1,720,0,0,3.0,4.0,0,3.0,5,0,3,0,272685.0,1,0,2,0
1856,25,0,2,540,0,1,3.0,1.0,0,3.0,3,0,4,0,309435.0,1,1,2,0
1857,57,0,1,900,1,0,3.0,5.0,3,3.0,3,0,1,3,417180.0,1,0,2,0
1858,26,0,1,900,1,0,4.0,4.0,0,3.0,7,0,2,0,310455.0,1,0,2,0
1859,38,0,2,1020,1,0,4.0,4.0,2,3.0,2,0,1,1,465885.0,2,0,2,0
1860,45,1,2,780,1,1,2.0,3.0,2,3.0,1,0,1,1,354165.0,2,1,0,0
1861,52,0,2,780,2,0,2.0,3.0,1,3.0,5,0,2,2,371505.0,1,0,1,0
1862,53,0,2,540,0,1,2.0,3.0,1,3.0,7,0,1,1,375840.0,0,0,1,1
1863,38,0,2,480,2,0,2.0,3.0,2,3.0,7,0,2,1,300000.0,0,1,0,0
1864,22,0,2,720,1,1,2.0,3.0,0,3.0,3,0,2,0,255525.0,0,0,1,1
1865,31,0,2,480,1,1,2.0,3.0,0,3.0,1,0,2,0,251415.0,1,1,0,0
1866,25,0,2,1020,1,1,2.0,3.0,1,3.0,3,0,2,2,256995.0,1,1,0,0
1869,29,1,1,480,1,1,4.0,4.0,0,3.0,3,0,1,0,322395.0,0,1,1,0
1870,51,0,1,1200,0,0,2.0,3.0,1,3.0,2,0,4,2,370000.0,1,1,1,0
1871,32,0,1,1500,0,1,2.0,3.0,2,3.0,3,0,4,1,320640.0,1,1,1,0
1872,33,0,1,720,1,1,4.0,4.0,0,3.0,3,0,1,0,309510.0,2,0,2,0
1873,31,0,1,480,1,1,4.0,4.0,0,3.0,3,0,2,0,331575.0,2,1,1,1
1874,31,1,1,960,0,0,3.0,5.0,0,3.0,3,0,3,0,311805.0,2,1,2,0
1875,43,1,1,1920,0,0,3.0,5.0,2,3.0,3,0,4,1,300000.0,1,0,2,0
1876,24,0,2,420,0,0,2.0,3.0,0,3.0,3,1,2,0,257550.0,0,0,0,1
1877,25,0,2,2040,0,0,4.0,4.0,0,3.0,3,0,2,0,400000.0,1,1,3,0
1878,37,0,1,480,1,0,2.0,3.0,2,3.0,1,0,1,1,295005.0,0,0,1,0
1879,29,1,1,960,0,0,2.0,3.0,0,3.0,5,0,1,0,400000.0,2,1,0,0
1880,36,0,1,780,2,0,3.0,6.0,0,3.0,3,0,4,0,320000.0,0,1,2,0
1881,37,0,3,1320,1,0,3.0,6.0,0,3.0,6,0,4,0,439905.0,1,0,2,1
1882,29,0,2,780,1,0,4.0,4.0,0,3.0,2,0,4,0,310650.0,1,1,3,0
1883,31,0,2,1200,1,0,4.0,4.0,1,3.0,3,0,3,2,372705.0,1,0,3,0
1884,29,0,2,780,0,0,3.0,6.0,0,3.0,3,0,1,0,312630.0,0,0,2,1
1885,27,0,1,960,1,0,3.0,6.0,0,3.0,3,0,2,0,262035.0,0,0,1,1
1886,55,0,1,420,0,0,2.0,3.0,1,3.0,3,1,2,2,365655.0,2,0,0,1
1888,28,0,2,1500,1,0,2.0,3.0,2,3.0,2,0,4,1,323025.0,1,0,1,0
1889,50,0,2,480,0,0,4.0,5.0,2,3.0,7,0,1,1,340800.0,1,0,1,0
1890,37,1,2,900,0,1,1.0,3.0,0,3.0,2,0,4,2,273465.0,1,0,0,0
1891,47,0,2,840,0,0,2.0,3.0,3,4.0,2,0,2,3,502800.0,2,0,0,0
1892,41,0,2,540,1,0,2.0,3.0,2,3.0,2,0,2,1,332025.0,1,0,1,0
1893,35,1,3,600,1,1,2.0,3.0,0,3.0,2,0,2,0,268770.0,1,1,1,0
1894,31,1,2,900,1,0,2.0,3.0,0,3.0,2,0,1,0,251250.0,0,1,0,1
1895,50,0,2,360,0,0,2.0,3.0,1,4.0,2,0,2,2,347955.0,1,1,0,1
1896,58,1,2,1620,1,1,2.0,3.0,2,4.0,6,0,2,1,363315.0,0,1,1,0
1897,29,0,2,900,0,0,2.0,3.0,2,3.0,2,0,2,4,382125.0,1,1,0,0
1898,59,1,2,900,1,1,2.0,3.0,2,3.0,2,0,2,1,338970.0,2,0,1,0
1899,26,1,3,840,2,0,2.0,3.0,1,3.0,2,0,2,2,377205.0,1,1,0,1
1900,56,0,2,1440,1,0,2.0,3.0,3,4.0,1,0,2,3,504060.0,0,0,0,1
1901,55,1,3,360,1,1,2.0,3.0,1,3.0,1,0,2,1,299535.0,1,0,1,0
1902,45,1,2,360,0,0,2.0,3.0,1,3.0,5,0,2,2,336735.0,0,1,0,0
1903,51,1,2,720,0,1,2.0,3.0,1,3.0,2,0,2,2,351480.0,2,1,1,0
1904,32,0,2,480,0,0,2.0,3.0,0,3.0,2,0,2,0,271125.0,1,0,1,0
1905,34,1,2,1020,1,0,2.0,4.0,1,3.0,3,0,2,2,380000.0,0,0,1,1
1906,38,1,2,540,1,0,2.0,3.0,0,3.0,6,0,2,0,300000.0,1,1,0,0
1907,41,1,3,840,0,1,2.0,3.0,1,3.0,2,0,1,2,429030.0,2,1,0,0
1909,42,0,2,1080,1,0,2.0,3.0,2,4.0,5,0,1,1,316605.0,2,1,0,0
1910,33,0,2,1140,0,0,2.0,3.0,2,3.0,3,0,1,1,317715.0,1,0,0,0
1912,36,1,2,840,0,0,2.0,3.0,1,3.0,3,0,2,2,387615.0,1,0,1,0
1913,38,1,2,900,0,1,2.0,4.0,0,3.0,2,0,1,0,259500.0,2,1,0,0
1914,19,0,3,900,0,1,2.0,3.0,0,3.0,2,0,1,0,263040.0,2,1,0,0
1915,34,0,2,900,0,1,2.0,3.0,1,3.0,5,0,2,2,400000.0,0,0,0,0
1916,39,0,2,900,1,0,2.0,3.0,2,4.0,3,0,2,1,322260.0,0,0,0,0
1917,40,0,2,540,0,0,2.0,3.0,1,4.0,2,0,1,2,411150.0,2,0,1,0
1918,32,0,2,900,1,1,2.0,4.0,2,3.0,3,0,1,1,370695.0,2,0,1,0
1919,52,0,3,840,1,1,2.0,3.0,3,3.0,3,0,2,3,477090.0,0,1,0,0
1920,46,0,2,1920,0,0,2.0,3.0,1,3.0,5,0,2,2,367425.0,0,0,0,1
1921,45,1,2,420,2,1,2.0,3.0,1,4.0,2,0,1,2,380985.0,1,1,0,0
1922,55,1,2,1380,1,1,2.0,3.0,2,3.0,2,0,2,1,346410.0,2,1,0,0
1923,56,0,2,720,0,0,2.0,3.0,1,4.0,1,0,2,4,522675.0,2,0,0,0
1926,26,1,3,600,0,1,2.0,3.0,1,4.0,2,0,2,2,352635.0,2,1,0,0
1927,22,1,3,360,2,1,2.0,3.0,1,3.0,2,0,2,2,300000.0,2,1,1,0
1928,33,0,2,1560,0,0,2.0,4.0,2,3.0,2,0,1,1,355470.0,0,0,1,0
1929,21,1,2,960,2,0,2.0,3.0,0,3.0,3,0,2,0,263130.0,0,0,0,0
1930,34,1,2,1080,2,1,2.0,4.0,0,3.0,7,0,2,0,273915.0,0,1,0,1
1931,36,0,3,1620,0,0,2.0,3.0,2,3.0,2,0,1,1,322320.0,2,0,1,0
1932,26,1,2,420,1,1,2.0,3.0,0,3.0,3,0,1,0,249315.0,2,1,0,0
1933,35,1,2,660,0,0,2.0,3.0,2,3.0,2,0,2,1,367995.0,0,0,0,0
1934,38,1,3,660,0,0,2.0,3.0,1,3.0,5,0,1,2,315105.0,0,1,1,0
1935,35,0,2,1080,0,0,2.0,3.0,2,3.0,1,0,2,1,316005.0,2,1,0,0
1936,45,0,2,720,0,0,2.0,3.0,3,3.0,4,0,1,3,458625.0,2,1,0,0
1937,34,1,2,420,1,0,2.0,3.0,3,3.0,2,0,2,3,479655.0,0,1,1,0
1938,54,0,2,420,0,1,3.0,5.0,0,3.0,2,0,3,0,366465.0,2,1,1,0
1939,52,0,1,660,1,0,3.0,6.0,0,3.0,3,0,2,0,331170.0,1,0,1,0
1940,43,0,1,540,2,0,3.0,5.0,3,3.0,1,0,2,4,535845.0,2,0,2,0
1941,31,1,1,660,1,0,4.0,4.0,0,3.0,3,0,2,0,325725.0,1,0,2,0
1942,30,0,2,840,1,0,4.0,5.0,2,3.0,3,0,2,1,350850.0,1,0,1,0
1944,22,1,1,1440,1,0,1.0,3.0,0,3.0,2,0,4,0,253845.0,0,0,0,0
1945,32,1,1,900,1,1,2.0,2.0,0,3.0,2,0,4,0,337980.0,2,0,1,0
1946,24,0,1,960,1,0,2.0,3.0,0,3.0,3,0,3,0,250905.0,1,1,1,0
1948,49,0,1,600,0,1,2.0,3.0,2,3.0,4,0,4,1,322560.0,0,0,1,0
1949,30,0,2,540,0,1,2.0,3.0,2,3.0,2,1,1,1,351285.0,0,1,0,0
1950,29,1,3,900,0,1,2.0,3.0,1,3.0,2,1,2,2,382335.0,0,1,0,0
1951,47,1,2,720,0,1,2.0,4.0,1,3.0,5,1,1,2,450000.0,2,1,1,0
1952,52,0,2,420,1,1,2.0,3.0,1,3.0,2,1,2,2,365205.0,1,1,0,0
1953,37,0,2,960,0,0,2.0,3.0,1,3.0,3,1,2,2,344745.0,1,0,0,0
1954,30,0,2,480,1,0,2.0,3.0,2,3.0,1,1,2,1,252450.0,1,0,0,0
1955,37,0,2,1800,1,0,3.0,2.0,2,3.0,1,0,4,1,332895.0,1,0,2,0
1956,20,1,3,900,1,1,2.0,1.0,0,3.0,2,0,3,0,311325.0,1,1,1,0
1957,29,1,2,480,1,0,2.0,2.0,2,3.0,5,0,4,1,465345.0,1,1,1,0
1958,20,0,2,900,1,1,2.0,2.0,0,4.0,2,0,3,0,314790.0,2,1,1,0
1959,34,0,1,1020,2,0,3.0,5.0,2,3.0,3,0,4,1,358875.0,1,0,1,0
1960,33,1,2,900,1,1,2.0,3.0,3,3.0,2,0,2,0,274245.0,2,0,0,1
1961,38,0,1,840,0,1,4.0,5.0,2,3.0,3,0,2,1,378930.0,0,0,2,0
1962,36,1,1,1620,0,0,2.0,3.0,1,3.0,2,0,2,2,357570.0,1,1,0,0
1964,36,1,1,540,0,0,2.0,3.0,2,3.0,4,0,1,1,327075.0,2,0,0,0
1965,36,1,1,600,0,0,2.0,4.0,2,3.0,3,0,1,1,300000.0,1,0,1,0
1966,35,0,1,540,0,1,2.0,3.0,0,3.0,4,0,1,0,264315.0,2,0,0,0
1968,35,0,1,660,0,0,2.0,3.0,2,3.0,1,0,2,1,311100.0,0,0,1,0
1969,40,0,1,600,2,0,2.0,3.0,0,3.0,2,0,2,0,259110.0,1,0,0,1
1970,35,1,1,660,2,0,2.0,3.0,1,3.0,4,0,2,2,392835.0,0,0,1,0
1971,23,0,1,840,1,1,2.0,3.0,0,3.0,2,0,2,0,260000.0,1,0,1,1
1972,40,0,1,480,0,0,2.0,3.0,1,3.0,4,0,2,2,315930.0,0,0,0,1
1973,35,0,1,1140,1,0,2.0,4.0,0,3.0,2,0,1,0,260805.0,0,1,1,0
1974,38,1,1,1080,1,0,2.0,3.0,0,3.0,1,0,2,0,255255.0,2,1,0,1
1975,34,1,1,1320,1,0,2.0,3.0,1,4.0,2,0,2,2,314730.0,1,1,0,0
1977,41,1,1,480,1,1,2.0,3.0,3,3.0,5,0,1,3,388155.0,0,0,0,0
1978,54,1,1,1380,0,1,2.0,3.0,2,3.0,4,0,1,1,344985.0,2,1,0,0
1979,42,1,1,480,1,1,2.0,4.0,1,3.0,2,0,2,2,360435.0,0,0,1,0
1980,37,0,1,600,2,0,2.0,4.0,0,3.0,2,0,1,0,300000.0,0,0,1,0
1982,51,0,1,420,0,0,2.0,3.0,2,3.0,7,0,2,1,357060.0,1,0,1,0
1983,39,0,1,1620,0,0,2.0,3.0,1,3.0,2,0,1,2,367845.0,1,0,0,0
1984,18,0,1,840,0,1,3.0,5.0,2,3.0,3,0,4,1,317010.0,0,0,1,0
1985,37,1,1,540,0,0,3.0,6.0,0,3.0,5,1,1,0,323625.0,2,0,1,1
1986,32,0,2,1080,0,1,2.0,1.0,2,3.0,2,0,4,1,261225.0,2,0,1,0
1987,29,0,2,1440,0,1,2.0,3.0,2,3.0,1,0,3,1,327900.0,0,1,1,0
1988,42,1,2,1020,0,0,3.0,1.0,3,4.0,7,0,3,3,430000.0,0,1,2,0
1989,35,0,2,960,1,0,3.0,5.0,0,3.0,6,0,4,0,554670.0,0,0,2,0
1991,31,0,1,840,1,1,2.0,3.0,0,3.0,2,0,3,0,256830.0,1,1,1,0
1992,45,0,1,1440,1,0,2.0,2.0,0,3.0,2,0,4,0,356280.0,2,0,1,0
1993,33,0,1,420,1,0,2.0,3.0,0,3.0,4,0,4,0,262665.0,1,0,1,0
1995,32,1,1,600,1,0,2.0,3.0,2,3.0,3,0,4,1,314490.0,1,0,1,0
1997,34,1,1,1020,1,1,2.0,3.0,0,3.0,4,0,5,0,264555.0,2,1,1,0
1998,52,1,2,900,1,0,2.0,3.0,3,3.0,6,0,1,3,473055.0,2,1,1,0
1999,47,0,2,780,0,1,2.0,3.0,1,3.0,2,0,2,2,474180.0,0,1,1,0
2000,34,1,1,1800,2,1,2.0,3.0,2,3.0,3,1,2,1,341220.0,1,0,0,0
2001,34,1,1,420,1,0,2.0,3.0,0,3.0,1,1,2,0,300000.0,1,0,1,1
2002,45,1,1,480,0,0,2.0,3.0,0,4.0,4,1,2,0,278370.0,1,0,1,1
2004,49,0,1,540,0,0,2.0,3.0,1,4.0,6,1,1,4,532755.0,1,1,1,0
2005,49,0,1,600,1,0,2.0,4.0,2,3.0,3,1,1,1,323250.0,1,0,1,0
2006,48,0,1,1260,0,0,2.0,3.0,2,3.0,1,1,1,1,330315.0,2,0,1,0
2008,21,0,1,960,0,0,2.0,1.0,0,3.0,2,0,4,0,260000.0,0,0,1,0
2009,41,0,1,540,0,1,2.0,2.0,2,3.0,5,0,3,1,318705.0,2,1,1,0
2010,44,0,1,1920,0,0,2.0,3.0,2,3.0,3,0,4,1,300000.0,1,0,1,0
2011,41,0,3,900,1,0,2.0,4.0,3,3.0,3,0,2,3,500000.0,0,1,1,0
2012,46,0,1,1920,1,0,4.0,5.0,2,3.0,3,0,1,1,378015.0,2,0,2,0
2013,40,0,1,720,1,0,4.0,5.0,2,3.0,2,0,2,1,373755.0,0,1,2,0
2014,51,0,2,420,2,0,2.0,4.0,3,3.0,1,0,3,3,509865.0,2,1,1,1
2015,51,0,2,480,2,0,3.0,5.0,1,3.0,5,0,3,4,513105.0,1,1,2,0
2016,27,0,2,1800,1,0,3.0,5.0,0,3.0,3,0,4,0,369420.0,2,1,2,0
2017,22,0,2,960,2,1,3.0,5.0,0,3.0,3,0,3,0,308550.0,1,0,2,0
2018,35,0,3,1500,1,1,3.0,4.0,0,3.0,2,0,3,0,323910.0,2,1,1,0
2019,29,1,3,900,1,1,3.0,4.0,0,3.0,3,0,3,0,422685.0,1,1,1,0
2020,42,0,2,480,0,0,3.0,4.0,0,4.0,7,0,3,0,315540.0,1,1,1,0
2021,40,0,2,420,0,0,3.0,4.0,0,3.0,2,0,3,0,259905.0,2,1,1,0
2022,36,1,3,420,0,0,4.0,4.0,1,3.0,2,0,1,2,331260.0,1,0,1,0
2023,39,0,3,420,0,1,4.0,4.0,2,3.0,3,0,1,1,360000.0,2,0,2,0
2024,35,0,2,1920,2,1,4.0,4.0,2,3.0,5,0,2,1,300000.0,2,1,2,0
2025,21,1,2,900,0,1,3.0,5.0,2,3.0,3,0,3,1,327300.0,0,1,2,0
2026,31,1,2,1020,1,1,3.0,4.0,0,4.0,3,1,3,0,270000.0,2,1,0,1
2027,56,0,2,660,0,0,3.0,6.0,1,3.0,3,0,4,4,509250.0,1,1,1,0
2028,58,0,1,540,1,1,3.0,5.0,2,3.0,4,0,3,1,364965.0,1,0,1,0
2029,32,0,1,360,1,0,3.0,4.0,0,3.0,3,0,3,0,426225.0,1,0,0,0
2030,57,0,1,420,1,0,3.0,4.0,1,3.0,5,0,4,2,391305.0,1,0,1,0
2031,26,0,1,840,1,1,3.0,4.0,1,3.0,2,0,3,2,351735.0,1,0,1,0
2032,24,0,1,480,2,0,3.0,4.0,0,3.0,2,0,3,0,326625.0,1,0,1,0
2033,37,1,1,480,1,1,3.0,5.0,0,3.0,3,0,4,0,370350.0,0,0,1,0
2034,54,0,2,720,1,0,2.0,3.0,3,5.0,1,0,3,3,461220.0,1,0,0,0
2035,33,0,2,420,2,1,2.0,3.0,1,4.0,5,0,3,2,355905.0,2,0,0,0
2036,52,1,2,540,1,1,2.0,3.0,1,4.0,1,0,3,2,400000.0,0,0,0,0
2037,26,0,3,960,1,0,2.0,3.0,0,5.0,2,0,3,0,270000.0,1,1,0,0
2039,52,1,2,720,2,0,2.0,3.0,1,4.0,1,0,3,2,400000.0,0,1,0,0
2040,29,1,2,900,1,0,2.0,3.0,0,4.0,2,0,3,0,267660.0,0,0,0,0
2041,34,0,3,660,1,1,2.0,3.0,1,4.0,1,0,3,2,359070.0,1,0,0,0
2042,37,1,2,960,1,1,2.0,3.0,0,4.0,2,0,3,0,262095.0,2,0,0,0
2044,31,1,3,1080,1,0,2.0,3.0,2,4.0,1,0,3,1,274185.0,2,0,0,1
2045,4,0,1,960,1,0,2.0,3.0,0,4.0,2,0,3,0,260925.0,2,1,0,1
2046,31,0,2,420,1,1,2.0,3.0,1,5.0,1,0,3,2,408900.0,1,1,0,1
2047,28,1,2,960,1,1,2.0,3.0,0,4.0,2,0,3,0,253215.0,2,0,0,0
2048,41,0,1,900,1,1,2.0,3.0,0,4.0,2,0,4,0,268560.0,2,1,0,0
2049,26,1,1,420,2,0,2.0,3.0,1,4.0,1,0,3,2,350775.0,0,1,0,1
2050,45,0,1,480,0,0,3.0,4.0,0,3.0,3,0,3,0,350385.0,2,1,1,1
2051,50,1,1,720,0,1,3.0,4.0,1,4.0,2,0,4,2,400000.0,1,1,0,0
2052,35,0,1,540,0,0,3.0,4.0,0,3.0,7,0,4,0,352605.0,2,0,0,0
2053,48,0,1,420,0,0,3.0,4.0,1,3.0,5,0,3,2,371505.0,1,1,0,0
2054,47,1,1,1080,0,1,3.0,4.0,1,4.0,2,0,3,2,389820.0,0,1,0,0
2055,32,0,1,1140,0,0,3.0,4.0,2,3.0,3,0,3,1,338700.0,2,0,0,0
2056,49,0,1,780,0,0,3.0,4.0,0,3.0,3,0,4,0,300000.0,0,0,1,1
2057,60,0,1,660,0,1,2.0,3.0,3,3.0,3,1,1,3,483255.0,2,0,0,0
2058,54,1,1,600,0,0,2.0,3.0,1,3.0,2,1,1,4,479070.0,1,1,1,0
2059,46,1,1,480,0,0,2.0,4.0,1,4.0,4,0,3,2,433890.0,1,0,0,0
2060,8,1,2,480,0,0,2.0,3.0,0,5.0,3,0,4,0,264705.0,0,1,0,1
2061,35,1,1,960,0,1,2.0,3.0,1,4.0,1,0,4,2,362640.0,0,1,0,0
2062,31,0,3,420,0,0,2.0,3.0,1,4.0,2,0,3,2,357420.0,1,1,0,0
2063,34,1,1,480,0,1,2.0,4.0,1,4.0,2,0,4,2,372165.0,2,1,0,0
2064,38,0,1,900,0,1,2.0,3.0,0,4.0,4,0,3,0,265920.0,0,0,0,0
2065,52,0,1,1020,0,0,2.0,3.0,3,4.0,1,0,5,3,412140.0,2,1,0,0
2066,48,1,1,480,0,1,2.0,3.0,1,4.0,4,0,3,2,391035.0,0,0,0,0
