id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,customer_info,ProdTaken,Age_int
1680,三十九歳,Company Invited,2,7分,Salaried,male,2.0,5.0,Deluxe,3.0,3,0,3,Manager,353835.0,"結婚済み,車所持,こども1人",0,39
1681,56歳,Self Enquiry,1,8分,Small Business,Male,3.0,5.0,Deluxe,3.0,7,1,2,Manager,407550.0,未婚 車所持 子供1人,0,56
1682,52歳,Self Enquiry,2,600秒,Small Business,ｍａｌｅ,3.0,4.0,Super Deluxe,3.0,7,0,2,AVP,462330.0,離婚済み 車未所持 子供2人,0,52
1683,32才,Company Invited,2,10分,Small Business,Female,2.0,6.0,basic,3.0,3,0,3,Executive,300165.0,"独身、車なし,子供1人",1,32
1684,40歳,Self Enquiry,1,9分,Small Business,female,4.0,4.0,King,4.0,年に3回,0,1,VP,540555.0,結婚済み、車所持、子供1人,0,40
1685,30代,Self Enquiry,1,14分,Small Business,Male,4.0,5.0,Basic,3.0,3,0,2,Executive,月収30.0万円,結婚済み、自家用車あり、こども1人,0,35
1686,39歳,Self Enquiry,1,9分,Small Business,Ｆｅｍａｌｅ,4.0,5.0,Basic,3.0,2,0,1,Executive,312285.0,離婚済み/自動車未所有/子供1人,0,39
1687,４０歳,Company Invited,1,30分,Small Business,female,4.0,5.0,Deluxe,3.0,3,0,1,Manager,月収35.0万円,結婚済み、自動車未所有、子供1人,0,4
1688,38歳,Self Enquiry,1,12分,Salaried,Male,2.0,6.0,Basi𝘤,3.0,4,0,4,Executive,378660.0,未婚、自動車未所有、子供1人,0,38
1689,35歳,Self Enquiry,1,9分,Small Business,Female,2.0,5.0,Basic,3.0,3,0,4,Executive,321390.0,"結婚済み、車所持,子供1人",0,35
1690,30代,Self Enquiry,2,22分,Salaried,male,3.0,4.0,Deluxe,3.0,5,1,2,Manager,333270.0,離婚済み、車未所持、子供1人,0,35
1692,26歳,Self Enquiry,2,660秒,Large Business,Male,3.0,4.0,Deluxe,3.0,5,0,4,Senior Manager,391980.0,未婚、乗用車なし、こども2人,0,26
1693,51歳,Self Enquiry,2,7分,Small Business,Male,3.0,4.0,Basic,3.0,7,0,4,Executive,306510.0,"結婚済み,乗用車なし,こども2人",0,51
1694,32歳,Self Enquiry,2,9分,Large Business,Male,3.0,4.0,Deluxe,3.0,3,0,4,Manager,354900.0,未婚 自動車未所有　子供2人,0,32
1695,10代,Company Invited,1,900秒,Small Business,Male,3.0,4.0,Basic,3.0,年に2回,0,2,Executive,325050.0,独身　車保有なし　1児,1,15
1696,51際,Company Invited,1,14分,Salaried,Ｍａｌｅ,3.0,4.0,DELUXE,3.0,5,0,2,Manager,355980.0,結婚済み 車未所持 子供2人,0,51
1697,39歳,Company Invited,1,31分,Small Business,Female,3.0,5.0,Deluxe,3.0,年に3回,0,2,Manager,月収31.0万円,離婚済み 自動車未所有 子供有り(1人),0,39
1698,38歳,Self Enquiry,1,600秒,Small Business,Female,3.0,4.0,Standard,3.0,7,0,2,Senior Manager,353280.0,未婚　自動車所有　2児,0,38
1699,45才,Self Enquiry,1,8分,Small Business,male,3.0,4.0,basic,3.0,5,0,2,Executive,317940.0,結婚済み、乗用車なし、子供1人,0,45
1700,50歳,Self Enquiry,1,7分,Salaried,Female,3.0,4.0,Standard,3.0,2,0,1,Senior Manager,418455.0,未婚、自動車未所有、こども2人,0,50
1701,34歳,Company Invited,1,840秒,Salaried,Female,3.0,4.0,Basic,3.0,2,0,2,Executive,月収33.0万円,離婚済み	自家用車あり	こども1人,0,34
1702,30代,Self Enquiry,1,12分,Salaried,male,3.0,4.0,BASIC,3.0,5,0,2,Exеcutiѵе,月収30.0万円,"結婚済み,車未所持,子供1人",0,35
1703,55歳,Company Invited,1,7分,Small Business,Female,3.0,4.0,Deluxe,3.0,2,0,1,Manager,330615.0,"未婚,車保有なし,子供1人",0,55
1704,20代,Self Enquiry,1,13分,Salaried,male,3.0,4.0,Basic,3.0,3,0,2,Executive,257025.0,独身、車所持、子供1人,1,25
1705,45歳,Company Invited,1,16分,Small Business,Male,3.0,4.0,Deluxe,3.0,5,0,1,Μanager,月収40.0万円,"離婚済み
車保有なし
子供有り 1人",0,45
1706,40代,Company Invited,1,24分,Small Business,Ｍａｌｅ,3.0,4.0,Standard,3.0,年に2回,0,2,Senior Manager,384000.0,独身、車保有、子供1人,0,45
1707,36歳,Self Enquiry,1,7分,Small Business,ｍａｌｅ,3.0,4.0,BASIC,3.0,2,0,2,Executive,月収31.0万円,未婚、車所持、子供1人,0,36
1709,54歳,Company Invited,1,15分,Salaried,MALE,3.0,4.0,standard,3.0,2,0,1,Senior Manager,434160.0,結婚済み、車所持、こども1人,0,54
1710,45歳,Self Enquiry,1,1680秒,Salaried,Male,3.0,4.0,Standard,3.0,4,0,2,Manager,393780.0,未婚	自動車未所有	こども1人,0,45
1711,47歳,Company Invited,1,7分,Small Business,Male,3.0,4.0,Super Deluxe,3.0,半年に1回,0,2,AVP,395295.0,結婚済み 車保有 子供有り 1人,0,47
1712,44歳,Self Enquiry,1,7分,Large Business,MALE,3.0,4.0,basic,3.0,年に7回,0,2,Executive,328200.0,"独身,車未所持、2児",0,44
1713,45歳,Self Enquiry,1,840秒,Salaried,Male,3.0,4.0,STANDARD,4.0,2,0,1,Senior Manager,371025.0,離婚済み、車所持、子供有り(1人),0,45
1714,３５歳,Company Invited,1,11分,Small Business,Female,3.0,4.0,BASIC,3.0,5,0,2,Executive,315570.0,結婚済み 車保有なし 子供有り(1人),0,35
1715,四十七歳,Company Invited,1,8分,Salaried,male,3.0,4.0,deluxe,3.0,8,0,1,Manager,月収43.0万円,結婚済み 車未所持 こども1人,0,47
1716,28歳,Self Enquiry,1,14分,Small Business,female,3.0,5.0,Basic,3.0,年に3回,0,2,Executive,323280.0,結婚済み 車未所持 子供2人,0,28
1717,33際,Self Enquiry,1,20分,Salaried,Male,3.0,4.0,basic,3.0,年に3回,0,2,Executive,305220.0,離婚済み、自動車所有、子供1人,0,33
1718,26歳,Self Enquiry,1,480秒,Small Business,Male,3.0,4.0,BASIC,3.0,3,0,2,Executive,314025.0,結婚済み、車未所持、子供1人,0,26
1719,37歳,Self Enquiry,1,10分,Large Business,Female,3.0,4.0,Basic,3.0,年に1回,0,1,Executive,269850.0,離婚済み 自動車所有 子供2人,0,37
1720,55才,Self Enquiry,1,9分,Small Business,Female,3.0,5.0,King,4.0,6,0,2,VP,月収50.0万円,独身、車なし、こども1人,0,55
1721,30際,Self Enquiry,1,540秒,Salaried,Ｍａｌｅ,3.0,4.0,Basic,3.0,2,0,2,Executive,326655.0,独身、自動車未所有、子供1人,0,30
1722,26際,Self Enquiry,1,540秒,Small Business,male,3.0,400.0,De|uxe,3.0,2,0,1,Manager,317895.0,離婚済み 乗用車なし 子供1人,0,26
1723,52歳,Self Enquiry,2,1980秒,Small Business,Female,3.0,4.0,ꓢuper Deluxe,3.0,年に5回,0,1,AVP,月収50.0万円,結婚済み、自家用車なし、子供2人,0,52
1724,40代,Self Enquiry,2,960秒,Salaried,Male,3.0,4.0,Deluxe,3.0,年に3回,0,4,Manager,月収30.0万円,結婚済み 自家用車あり 子供有り(2人),0,45
1725,31歳,Self Enquiry,2,720秒,Small Business,Male,3.0,4.0,ᗞeluxe,3.0,年に3回,0,2,Manager,264975.0,結婚済み 車所持 子供有り(1人),0,31
1727,54歳,Company Invited,1,12分,Salaried,male,3.0,4.0,Standard,3.0,5,1,2,Senior Manager,月収40.0万円,結婚済み 車未所持 子供2人,0,54
1728,35歳,Self Enquiry,2,480秒,Salaried,Female,3.0,6.0,Deluxe,3.0,年に5回,0,1,Manager,362010.0,離婚済み 自家用車あり 子供有り(1人),0,35
1729,51歳,Self Enquiry,2,15分,Small Business,male,3.0,6.0,KING,4.0,6,0,2,VP,月収55.0万円,離婚済み 車未所持 1児,0,51
1730,50代,Self Enquiry,1,23分,Salaried,Male,3.0,4.0,Super Deluxe,3.0,5,0,1,AVP,510330.0,結婚済み、車所持、こども1人,0,55
1731,40歳,Self Enquiry,1,14分,Large Business,Female,3.0,4.0,Standard,3.0,2,0,2,Senior Manager,月収51.0万円,結婚済み 車所持 子供1人,0,40
1732,27歳,Self Enquiry,3,16分,Small Business,male,2.0,4.0,Basic,4.0,7,1,2,Executive,266295.0,独身 車未所持 子供なし,1,27
1733,35歳,Self Enquiry,2,10分,Salaried,Ｍａｌｅ,3.0,2.0,Deluxe,3.0,3,1,2,Manager,313800.0,結婚済み、車未所持、子供2人,0,35
1734,46歳,Self Enquiry,1,11分,Small Business,male,3.0,5.0,Basic,3.0,3,0,4,Executive,327870.0,結婚済み／車未所持／こども2人,0,46
1735,36歳,Self Enquiry,1,6分,Small Business,Female,3.0,4.0,King,3.0,2,0,4,VP,326430.0,結婚済み、自動車所有、子供2人,0,36
1736,30代,Self Enquiry,1,780秒,Small Business,ｆｅｍａｌｅ,4.0,4.0,BASΙC,3.0,3,0,4,Senior Manager,397860.0,"離婚済み,車所持,子供3人",0,35
1737,38歳,Self Enquiry,1,720秒,Salaried,female,3.0,4.0,Deluxe,3.0,5,0,3,Manager,310785.0,離婚済み 車未所持　子供有り 2人,0,38
1738,59歳,Company Invited,1,8分,Salaried,Male,3.0,4.0,Standard,3.0,2,0,5,Senior Manager,447435.0,結婚済み／自動車所有／こども2人,0,59
1739,21歳,Company Invited,3,15分,Small Business,Male,1.0,3.0,Basic,3.0,1,0,2,Manager,260940.0,独身 自家用車なし 子供なし,1,21
1740,30代,Self Enquiry,2,23分,Small Business,Female,1.0,1.0,Βasic,3.0,2,0,1,Executive,261510.0,独身、自動車未所有、子供ゼロ,0,35
1741,21才,Self Enquiry,2,900秒,Small Business,Female,1.0,3.0,Basic,3.0,2,0,2,Executive,260310.0,"独身,車保有なし,子供なし",0,21
1742,37歳,Company Invited,2,14分,Salaried,male,2.0,2.0,standard,3.0,年に2回,0,1,Senior Manager,374730.0,離婚済み、車所持、子供1人,0,37
1744,40代,Self Enquiry,1,360秒,Large Business,Male,3.0,6.0,Basic,3.0,3,0,2,Executive,309930.0,結婚済み 自動車所有 こども1人,0,45
1745,45歳,Self Enquiry,2,14分,Small Business,Male,4.0,4.0,King,3.0,8,0,3,VP,529875.0,離婚済み、自動車所有、子供3人,0,45
1747,３６歳,Company Invited,1,14分,Small Business,female,2.0,1.0,Standard,3.0,2,0,1,Senior Manager,409425.0,未婚、乗用車所持、子供1人,0,36
1748,32際,Company Invited,1,8分,Small Business,Female,1.0,1.0,Basic,3.0,2,0,2,Executive,258975.0,離婚済み　車保有　子供ゼロ,0,32
1749,30歳,Self Enquiry,1,17分,Salaried,Ｆｅｍａｌｅ,2.0,1.0,DELUXE,3.0,3,0,1,Manager,月収30.0万円,"未婚,自動車未所有,子供1人",0,30
1752,34歳,Company Invited,1,18分,Small Business,female,1.0,1.0,Basic,4.0,2,0,2,Executive,月収27.0万円,独身、車所持、子供なし,0,34
1753,二十九歳,Company Invited,2,960秒,Small Business,female,1.0,3.0,Basic,4.0,1,0,2,Executive,255075.0,独身、車未所持、子供なし,0,29
1754,52歳,Self Enquiry,3,960秒,Small Business,ｍａｌｅ,1.0,1.0,Super Deluxe,5.0,3,0,2,АVP,月収45.0万円,離婚済み 車未所持 子供なし,0,52
1755,53歳,Self Enquiry,1,12分,Small Business,Female,1.0,3.0,ꓢtandard,4.0,2,0,2,Senior Manager,317010.0,結婚済み 車所持 子供なし,0,53
1756,32歳,Company Invited,2,8分,Small Business,Female,2.0,5.0,Basic,4.0,2,0,4,Executive,317805.0,独身、車保有、子供ゼロ,1,32
1757,42歳,Self Enquiry,2,360秒,Salaried,Male,2.0,5.0,basic,5.0,7,0,4,Executive,313710.0,"結婚済み,車なし,不明",0,42
1758,58歳,Self Enquiry,1,1860秒,Salaried,Female,2.0,5.0,Super Deluxe,4.0,4,0,4,AVP,413955.0,離婚済み	自動車所有	子供無し,0,58
1759,４２歳,Self Enquiry,2,12分,Salaried,Male,2.0,5.0,Basic,5.0,5,0,4,Executive,331995.0,結婚済み 自家用車あり 子供無し,1,42
1760,25歳,Company Invited,2,22分,Small Business,Male,1.0,3.0,Basic,3.0,2,1,2,Executive,月収26.0万円,結婚済み/車なし/子供なし,1,25
1761,40歳,Self Enquiry,2,8分,Salaried,Male,1.0,2.0,Deluxe,5.0,5,1,1,Senior Manager,322050.0,"離婚済み,車あり,子供なし",0,40
1762,50歳,Self Enquiry,1,540秒,Salaried,Male,2.0,3.0,Super Deluxe,3.0,4,0,5,AVP,月収50.0万円,離婚済み 車所持 子供の数不明,0,50
1763,49歳,Self Enquiry,1,11分,Small Business,Male,3.0,4.0,Super De|uxe,3.0,6,0,2,AVP,524565.0,結婚済み 車未所持 非育児家庭,0,49
1764,45歳,Company Invited,2,900秒,Large Business,male,1.0,3.0,В𝖺sic,4.0,2,0,2,Executive,256950.0,独身／車所持／子供なし,1,45
1765,58歳,Self Enquiry,2,15分,Small Business,MALE,2.0,3.0,Deluxe,3.0,年に3回,0,5,Manager,月収34.0万円,結婚済み	車未所持	子供1人,0,58
1766,28歳,Company Invited,3,17分,Small Business,ｆｅｍａｌｅ,2.0,5.0,Basic,4.0,4,0,3,Executive,250170.0,独身、車所持、子供なし,1,28
1767,41歳,Self Enquiry,2,2160秒,Salaried,Female,3.0,5.0,Deluxe,3.0,7,0,2,Manager,363720.0,結婚済み、車保有、1児,0,41
1768,34才,Company Invited,2,18分,Small Business,Female,3.0,5.0,Deluxe,3.0,3,0,1,Manager,344775.0,"結婚済み,車あり,こども1人",0,34
1769,43歳,Company Invited,2,16分,Salaried,Female,3.0,5.0,Deluxe,3.0,1,0,2,Manager,月収40.0万円,結婚済み、車所持、こども2人,0,43
1770,20歳,Self Enquiry,2,14分,Large Business,Male,3.0,5.0,Deluxe,3.0,3,0,2,Manager,319470.0,独身 自動車所有 子供1人,0,20
1771,35歳,Company Invited,3,18分,Salaried,Male,3.0,5.0,deluxe,3.0,3,0,1,Manager,336015.0,未婚、乗用車なし、子供有り 1人,0,35
1772,50際,Self Enquiry,2,22分,Small Business,female,3.0,5.0,Basic,3.0,2,0,2,Executive,337800.0,未婚 車所持 子供有り(1人),0,50
1773,31歳,Self Enquiry,2,16分,Large Business,male,3.0,5.0,Basic,3.0,7,0,2,Executive,315615.0,独身、車未所持、こども2人,0,31
1775,49歳,Self Enquiry,1,8分,Small Business,Male,3.0,5.0,King,3.0,6,0,1,VP,566205.0,結婚済み/車保有なし／子供1人,0,49
1776,37歳,Company Invited,1,20分,Small Business,Male,3.0,5.0,Deluxe,3.0,3,0,2,Manager,324735.0,離婚済み、自動車所有、子供有り 1人,0,37
1777,50代,Self Enquiry,1,720秒,Small Business,male,3.0,5.0,standard,3.0,3,0,2,Senior Manager,月収45.0万円,結婚済み、車所持、子供1人,0,55
1778,三十六歳,Self Enquiry,1,17分,Salaried,Male,4.0,4.0,Deluxe,3.0,3,0,2,Manager,383820.0,独身、自動車所有、こども1人,0,36
1780,32歳,Self Enquiry,1,14分,Salaried,male,3.0,5.0,Standa𝘳d,3.0,年に2回,0,1,Senior Manager,457395.0,結婚済み 車所持 2児,0,32
1781,25歳,Company Invited,2,14分,Salaried,MALE,3.0,4.0,basic,3.0,7,0,4,Executive,266625.0,独身 車未所持 こども1人,1,25
1782,44歳,Self Enquiry,2,540秒,Salaried,Male,3.0,4.0,Deluxe,3.0,2,0,4,Senior Manager,365220.0,"結婚済み,自動車未所有,こども1人",0,44
1783,五十三歳,Self Enquiry,1,900秒,Salaried,Female,4.0,4.0,Deluxe,3.0,7,0,1,Manager,364200.0,結婚済み/車未所持/子供1人,0,53
1784,33歳,Company Invited,2,17分,Small Business,Male,3.0,4.0,Standard,3.0,3,1,3,Senior Manager,375270.0,"結婚済み
自動車所有
子供なし",0,33
1785,32才,Self Enquiry,1,480秒,Salaried,Ｍａｌｅ,3.0,4.0,King,3.0,年に6回,0,4,VP,554625.0,結婚済み 車保有 子供2人,0,32
1786,３３歳,Self Enquiry,1,8分,Small Business,Male,4.0,4.0,BASIC,3.0,3,0,4,Executive,328470.0,独身、自家用車あり、こども3人,0,33
1787,23歳,Company Invited,2,9分,Small Business,male,3.0,6.0,Deluxe,3.0,2,0,2,Manager,324885.0,結婚済み、車未所持、子供1人,0,23
1788,55歳,Self Enquiry,1,8分,Large Business,Female,3.0,4.0,Standard,4.0,2,0,1,Senior Manager,461805.0,結婚済み、自動車所有、子供無し,0,55
1789,27歳,Company Invited,2,10分,Large Business,MALE,3.0,4.0,Standard,4.0,7,0,2,Senior Manager,393060.0,結婚済み／車未所持／非育児家庭,1,27
1790,55歳,Company Invited,1,5分,Salaried,Female,3.0,4.0,Standard,4.0,2,0,1,Senior Manager,366960.0,"未婚,自家用車あり,子供なし",0,55
1791,52歳,Self Enquiry,2,720秒,Small Business,Male,3.0,4.0,Deluxe,3.0,6,0,4,Manager,月収40.0万円,"結婚済み,車所持,子供有り 2人",0,52
1792,32歳,Company Invited,2,13分,Small Business,MALE,3.0,4.0,Basic,3.0,5,0,3,Exеcutive,441060.0,結婚済み、車所持、こども2人,0,32
1793,42歳,Self Enquiry,2,32分,Small Business,Male,4.0,4.0,Deluxe,3.0,3,0,3,Manager,332820.0,未婚/乗用車なし/子供3人,0,42
1794,45歳,Self Enquiry,2,31分,Small Business,male,3.0,4.0,deluxe,3.0,1,0,3,Manager,453165.0,離婚済み/車所持/こども2人,0,45
1795,35歳,Self Enquiry,3,15分,Small Business,MALE,3.0,4.0,deluxe,3.0,2,0,3,Manager,315855.0,結婚済み　車所持　子供有り 2人,0,35
1796,40代,Company Invited,2,7分,Small Business,Female,3.0,4.0,DELUXE,3.0,5,0,3,Manager,月収30.0万円,独身、車なし、こども2人,0,45
1797,51歳,Self Enquiry,2,6分,Salaried,Male,2.0,3.0,Standard,4.0,2,0,1,Senior Manager,387990.0,離婚済み、車なし、子供無し,0,51
1798,34歳,Self Enquiry,3,18分,Salaried,Male,2.0,3.0,Standard,4.0,年に5回,0,1,Senior Manager,月収40.0万円,離婚済み、乗用車なし、無子,0,34
1799,44歳,Self Enquiry,1,6分,Salaried,Male,2.0,3.0,Standard,4.0,2,0,1,Senior Manager,369075.0,結婚済み 自家用車あり 無子,0,44
1800,48歳,Company Invited,2,6分,Salaried,Male,2.0,4.0,Standard,4.0,2,0,2,Senior Manager,379050.0,未婚 自動車未所有 子供なし,0,48
1801,54際,Company Invited,1,9分,Salaried,Fe Male,2.0,3.0,Standard,4.0,2,0,1,Senior Manager,364305.0,未婚　車保有　非育児家庭,0,54
1802,51歳,Self Enquiry,2,780秒,Salaried,Fe Male,2.0,3.0,Standard,4.0,1,0,2,Senior Manager,383685.0,未婚、車所持、子供なし,0,51
1803,３５歳,Company Invited,1,17分,Salaried,Female,2.0,3.0,Standard,4.0,5,0,2,Senior Manager,367800.0,離婚済み 車保有 子供ゼロ,0,35
1804,55歳,Company Invited,2,7分,Salaried,ｍａｌｅ,2.0,3.0,SUPER DELUXE,4.0,2,0,2,AVP,月収48.0万円,離婚済み、車所持、子供なし,1,55
1805,36歳,Company Invited,2,9分,Small Business,Male,2.0,4.0,Standard,4.0,2,0,1,Senior Manager,424365.0,"未婚、自家用車なし,子供なし",0,36
1806,37歳,Company Invited,2,15分,Small Business,male,2.0,3.0,Deluxe,4.0,7,0,2,Manager,310995.0,離婚済み/車未所持/子供なし,0,37
1808,51歳,Self Enquiry,1,12分,Salaried,Ｆｅ　Ｍａｌｅ,2.0,3.0,Standard,4.0,年に1回,0,1,Senior Manager,360225.0,未婚、車あり、子供なし,0,51
1809,40歳,Company Invited,2,10分,Salaried,Male,2.0,4.0,Basic,4.0,2,0,2,Executive,263700.0,独身、車保有なし、子供なし,1,40
1810,52歳,Self Enquiry,2,29分,Small Business,Female,2.0,4.0,Standard,5.0,5,0,2,Senior Manager,377760.0,独身、車なし、子供なし,0,52
1811,42歳,Self Enquiry,2,10分,Salaried,Male,2.0,3.0,Deluxe,4.0,1,0,2,Manager,276255.0,離婚済み、自動車所有、子供なし,0,42
1812,46歳,Self Enquiry,3,540秒,Salaried,Female,2.0,3.0,Deluxe,5.0,2,0,2,Manager,438435.0,"離婚済み、自家用車あり,子供なし",0,46
1813,40歳,Company Invited,2,9分,Small Business,Male,2.0,3.0,Super Deluxe,4.0,2,0,1,AVP,373005.0,離婚済み、自動車未所有、子供無し,0,40
1814,44歳,Self Enquiry,1,600秒,Small Business,FEMALE,2.0,3.0,Basic,4.0,1,0,2,Executive,264555.0,離婚済み、車所持、非育児家庭,0,44
1815,50歳,Company Invited,1,7分,Salaried,Fe Male,2.0,3.0,Standard,4.0,年に1回,0,1,Senior Manager,336270.0,未婚、自動車所有、子供無し,0,50
1816,22歳,Self Enquiry,3,480秒,Salaried,female,2.0,3.0,Basic,5.0,1,0,2,Executive,256425.0,独身/車所持/子供なし,0,22
1817,３３歳,Self Enquiry,2,6分,Large Business,FEMALE,2.0,3.0,Deluxe,4.0,2,0,1,Manager,313920.0,離婚済み、車未所持、子供なし,0,33
1818,56際,Self Enquiry,1,17分,Salaried,Ｆｅｍａｌｅ,2.0,3.0,Super Deluxe,4.0,4,0,2,AVP,470400.0,"結婚済み、自動車所有,子供なし",0,56
1819,４６歳,Company Invited,2,18分,Small Business,male,2.0,3.0,Super Deluxe,4.0,半年に1回,0,2,AVP,420000.0,離婚済み、車未所持、子供ゼロ,0,46
1820,20代,Company Invited,3,9分,Salaried,Female,2.0,3.0,STANDARD,4.0,年に2回,0,2,Senior Manager,376350.0,未婚　自動車所有　子供無し,0,25
1821,53歳,Self Enquiry,1,28分,Small Business,Male,3.0,5.0,ꓢuper Deluxe,3.0,7,0,2,AVP,483405.0,結婚済み、自動車所有、子供有り 2人,0,53
1822,29際,Self Enquiry,2,900秒,Salaried,Male,4.0,4.0,Standard,4.0,3,0,3,Senior Manager,417735.0,独身、車所持、子供有り 3人,0,29
1823,23歳,Self Enquiry,2,12分,Salaried,Female,3.0,4.0,Basic,3.0,5,0,3,Executive,309450.0,離婚済み 自動車所有 子供2人,0,23
1824,20代,Self Enquiry,2,35分,Salaried,Male,3.0,400.0,DELUXE,3.0,3,0,4,Manager,345480.0,"未婚,車あり,こども2人",0,25
1825,55歳,Self Enquiry,2,9分,Salaried,Male,3.0,4.0,Basic,3.0,5,0,4,AVP,485325.0,離婚済み、車所持、こども2人,0,55
1826,23歳,Self Enquiry,2,10分,Small Business,Male,3.0,5.0,basic,4.0,3,0,2,Executive,310425.0,独身 車未所持 子供有り 2人,1,23
1827,49歳,Self Enquiry,2,15分,Salaried,Female,3.0,5.0,Deluxe,3.0,5,0,2,Manager,426540.0,離婚済み/自家用車あり/子供1人,0,49
1828,34歳,Self Enquiry,2,7分,Salaried,MALE,3.0,5.0,Standard,3.0,2,0,1,Senior Manager,335730.0,結婚済み、車所持、子供1人,0,34
1829,39歳,Company Invited,2,31分,Small Business,female,3.0,5.0,Deluxe,3.0,7,0,2,Manager,359385.0,離婚済み、自動車未所有、子供1人,0,39
1830,26歳,Company Invited,3,660秒,Small Business,Female,2.0,3.0,Basic,4.0,2,1,2,Executive,257745.0,独身、車あり、子供なし,1,26
1831,30代,Company Invited,3,1080秒,Salaried,Female,2.0,3.0,Deluxe,4.0,1,1,2,Manager,344640.0,結婚済み 自家用車なし 子供なし,0,35
1832,50代,Company Invited,1,16分,Salaried,Fe Male,2.0,3.0,Standard,4.0,5,1,1,Senior Manager,376815.0,未婚 車保有 子供なし,0,55
1833,５７歳,Self Enquiry,1,8分,Salaried,Fe Male,2.0,3.0,STANDARD,4.0,年に5回,1,2,Senior Manager,379545.0,未婚 車所持 子供なし,0,57
1834,39才,Self Enquiry,2,28分,Small Business,male,4.0,4.0,Deluxe,3.0,7,0,2,Manager,350565.0,結婚済み/車所持/子供3人,0,39
1835,43歳,Self Enquiry,2,33分,Salaried,Male,3.0,5.0,Deluxe,3.0,3,1,2,Manager,326775.0,結婚済み　自動車所有　子供1人,0,43
1836,49歳,Self Enquiry,1,900秒,Salaried,female,3.0,5.0,Deluxe,3.0,2,0,2,Manager,378000.0,離婚済み、車所持、子供有り(1人),0,49
1837,40歳,Self Enquiry,1,1860秒,Salaried,Female,3.0,5.0,deluxe,3.0,年に3回,0,1,Manager,344805.0,未婚、自家用車なし、子供有り 1人,0,40
1838,30代,Company Invited,1,1080秒,Salaried,female,3.0,5.0,DELUXE,3.0,3,0,2,Manager,316740.0,結婚済み、車未所持、こども1人,0,35
1839,42歳,Company Invited,1,21分,Salaried,Male,3.0,5.0,Standard,3.0,年に2回,0,2,Senior Manager,347685.0,離婚済み 自家用車あり　こども1人,0,42
1840,39歳,Self Enquiry,1,420秒,Salaried,Female,3.0,5.0,Basic,3.0,3,0,1,Executive,317370.0,未婚／車所持／子供2人,0,39
1841,39歳,Self Enquiry,1,10分,Salaried,Male,3.0,5.0,BASIC,4.0,3,0,1,Executive,月収30.0万円,結婚済み、車なし、子供有り 2人,0,39
1842,50歳,Self Enquiry,1,14分,Salaried,Male,3.0,5.0,STANDARD,3.0,2,0,1,Senior Manager,431370.0,独身／乗用車なし/こども2人,0,50
1843,37歳,Self Enquiry,1,1980秒,Small Business,ｆｅｍａｌｅ,3.0,5.0,Deluxe,3.0,7,0,2,Manager,月収35.0万円,"未婚、車未所持,子供1人",0,37
1844,21歳,Company Invited,2,11分,Small Business,female,3.0,5.0,Basic,3.0,3,0,3,Executive,310545.0,"結婚済み,車未所持,子供2人",0,21
1845,45歳,Self Enquiry,2,33分,Small Business,Female,3.0,5.0,Deluxe,3.0,3,0,3,Manager,347445.0,"離婚済み,自動車未所有,2児",0,45
1846,31歳,Self Enquiry,1,23分,Salaried,Male,3.0,5.0,Basic,3.0,3,0,2,Executive,536850.0,独身、自動車未所有、子供2人,0,31
1847,20歳,Self Enquiry,1,10分,Small Business,Male,3.0,4.0,Basic,3.0,3,0,4,Executive,324960.0,離婚済み/自動車所有/子供2人,1,20
1848,32歳,Self Enquiry,1,11分,Small Business,Male,3.0,4.0,Basic,3.0,6,0,4,Executive,318795.0,結婚済み 自家用車あり　子供有り(2人),0,32
1849,31歳,Company Invited,2,900秒,Small Business,female,2.0,2.0,Deluxe,3.0,3,0,3,Manager,381195.0,結婚済み 車所持 子供1人,0,31
1850,31才,Company Invited,3,24分,Small Business,Male,4.0,5.0,Basic,3.0,年に7回,0,1,Executive,324885.0,独身 自動車所有 子供有り(2人),1,31
1851,37歳,Self Enquiry,2,17分,Small Business,Female,4.0,4.0,Deluxe,3.0,3,0,1,Manager,325485.0,離婚済み、自家用車なし、こども1人,0,37
1852,三十六歳,Self Enquiry,1,420秒,Large Business,Male,3.0,5.0,basiϲ,3.0,2,0,2,Executive,407940.0,独身／自家用車なし／こども1人,1,36
1853,29歳,Self Enquiry,1,480秒,Salaried,Female,3.0,5.0,Basic,3.0,3,0,2,Executive,297435.0,独身、自動車所有、2児,0,29
1854,53歳,Self Enquiry,1,8分,Salaried,Male,4.0,500.0,Deluxe,3.0,5,0,4,Manager,382575.0,離婚済み、車所持、子供有り(3人),0,53
1855,36歳,Self Enquiry,1,720秒,Salaried,ｍａｌｅ,3.0,4.0,Basic,3.0,年に5回,0,3,Executive,272685.0,結婚済み、車未所持、子供2人,0,36
1856,二十五歳,Self Enquiry,2,9分,Salaried,Female,3.0,1.0,Basic,3.0,3,0,4,Executive,309435.0,結婚済み、乗用車所持、2児,0,25
1857,57歳,Self Enquiry,1,15分,Small Business,male,3.0,5.0,Super Deluxe,3.0,3,0,1,AVP,417180.0,結婚済み　自家用車なし　子供2人,0,57
