id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken,Marry,Car,Child,AgeGroup
1929,21,Company Invited,2,960.0,Large Business,male,2.0,3.0,Basic,3.0,3.0,0,2,Executive,12.48040728600916,0,Single,No Car,0_child,20s
1930,34,Company Invited,2,1080.0,Large Business,female,2.0,4.0,Basic,3.0,7.0,0,2,Executive,12.520576769025157,1,Single,Has Car,0_child,30s
1931,36,Self Enquiry,3,1620.0,Salaried,male,2.0,3.0,Deluxe,3.0,2.0,0,1,Manager,12.683303222367242,0,Divorced,No Car,1_child,30s
1932,26,Company Invited,2,420.0,Small Business,female,2.0,3.0,Basic,3.0,3.0,0,1,Executive,12.42647644715539,0,Divorced,Has Car,0_child,20s
1933,30,Company Invited,2,660.0,Salaried,male,2.0,3.0,Deluxe,3.0,8.0,0,2,Manager,12.815827347526776,0,Single,No Car,0_child,30s
1934,38,Company Invited,3,660.0,Salaried,male,2.0,3.0,Standard,3.0,5.0,0,1,Senior Manager,12.66066436913818,0,Single,Has Car,1_child,30s
1935,30,Self Enquiry,2,1080.0,Salaried,male,2.0,3.0,Deluxe,3.0,1.0,0,2,Manager,12.663516479730564,0,Divorced,Has Car,0_child,30s
1936,45,Self Enquiry,2,720.0,Salaried,male,2.0,3.0,Deluxe,3.0,4.0,0,1,AVP,13.03599034208584,0,Divorced,Has Car,0_child,40s
1937,34,Company Invited,2,420.0,Small Business,male,2.0,3.0,Deluxe,3.0,2.0,0,2,AVP,13.08082445928909,0,Single,Has Car,1_child,30s
1938,54,Self Enquiry,2,420.0,Salaried,female,3.0,5.0,Basic,3.0,2.0,0,3,Executive,12.811661026564838,0,Divorced,Has Car,1_child,50s
1939,52,Self Enquiry,1,660.0,Small Business,male,3.0,6.0,Basic,3.0,12.0,0,2,Executive,12.710390137273134,0,Married,No Car,1_child,50s
1940,43,Self Enquiry,1,540.0,Large Business,male,3.0,5.0,Deluxe,3.0,1.0,0,2,VP,13.191602085337692,0,Divorced,No Car,2_child,40s
1941,31,Company Invited,1,660.0,Small Business,male,4.0,4.0,Basic,3.0,3.0,0,2,Executive,12.693811816140869,0,Married,No Car,2_child,30s
1942,30,Self Enquiry,2,840.0,Small Business,male,4.0,5.0,Deluxe,3.0,3.0,0,2,Manager,12.768116910897264,0,Married,No Car,1_child,30s
1943,40,Self Enquiry,1,480.0,Large Business,female,2.0,3.0,Basic,3.0,1.0,0,4,Executive,12.517118599208302,0,Single,No Car,1_child,40s
1944,22,Company Invited,1,1440.0,Small Business,male,1.0,3.0,Basic,3.0,8.0,0,4,Executive,12.444483062914385,0,Single,No Car,0_child,20s
1945,32,Company Invited,1,900.0,Small Business,female,2.0,2.0,Basic,3.0,2.0,0,4,Executive,12.730744959867394,0,Divorced,No Car,1_child,30s
1946,24,Self Enquiry,1,960.0,Small Business,male,2.0,3.0,Basic,3.0,3.0,0,3,Executive,12.432833645978503,0,Married,Has Car,1_child,20s
1947,39,Self Enquiry,1,600.0,Large Business,male,2.0,0.0,Deluxe,3.0,1.0,0,3,AVP,12.54454644910768,0,Married,Has Car,1_child,30s
1948,49,Self Enquiry,1,600.0,Salaried,female,2.0,3.0,Deluxe,3.0,4.0,0,4,Manager,12.684047544618693,0,Single,No Car,1_child,40s
1949,30,Self Enquiry,2,540.0,Salaried,female,2.0,3.0,Deluxe,3.0,2.0,1,1,Manager,12.76935598548144,0,Single,Has Car,0_child,30s
1950,29,Company Invited,3,900.0,Salaried,female,2.0,3.0,Standard,3.0,2.0,1,2,Senior Manager,12.854055082135726,0,Single,Has Car,0_child,20s
1951,47,Company Invited,2,720.0,Salaried,male,2.0,4.0,Standard,3.0,5.0,1,1,Senior Manager,13.017005083966255,0,Divorced,Has Car,1_child,40s
1952,52,Self Enquiry,2,420.0,Small Business,female,2.0,3.0,Standard,3.0,2.0,1,2,Senior Manager,12.808216856921767,0,Married,Has Car,0_child,50s
1953,37,Self Enquiry,2,960.0,Salaried,male,2.0,3.0,Standard,3.0,12.0,1,2,Senior Manager,12.75056319297765,0,Married,No Car,0_child,30s
1954,30,Self Enquiry,2,480.0,Small Business,male,2.0,3.0,Deluxe,3.0,4.0,1,2,Manager,12.438972449459648,0,Married,No Car,0_child,30s
1955,37,Self Enquiry,2,1800.0,Small Business,male,3.0,2.0,Deluxe,3.0,4.0,0,4,Manager,12.715585407870622,0,Married,No Car,2_child,30s
1956,20,Company Invited,3,900.0,Small Business,female,2.0,1.0,Basic,3.0,2.0,0,3,Executive,12.648595873661602,0,Married,Has Car,1_child,20s
1957,29,Company Invited,2,480.0,Small Business,male,2.0,2.0,Deluxe,3.0,5.0,0,4,Manager,13.050536493896242,0,Married,Has Car,1_child,20s
1958,20,Self Enquiry,2,900.0,Small Business,female,2.0,2.0,Basic,4.0,8.0,0,3,Executive,12.659664205536007,0,Divorced,Has Car,1_child,20s
1959,34,Self Enquiry,1,1020.0,Large Business,male,3.0,5.0,Deluxe,3.0,3.0,0,4,Manager,12.790732203905028,0,Married,No Car,1_child,30s
1960,33,Company Invited,2,900.0,Small Business,female,2.0,3.0,Deluxe,3.0,2.0,0,2,Executive,12.521780792798658,1,Divorced,No Car,0_child,30s
1961,38,Self Enquiry,1,840.0,Salaried,female,4.0,5.0,Deluxe,3.0,12.0,0,2,Manager,12.845109409442491,0,Single,No Car,2_child,30s
1962,36,Company Invited,1,1620.0,Salaried,male,2.0,3.0,Standard,3.0,2.0,0,2,Senior Manager,12.787089222796151,0,Married,Has Car,0_child,30s
1963,41,Self Enquiry,1,840.0,Small Business,male,2.0,3.0,Deluxe,3.0,6.0,0,1,Manager,12.51194207083626,0,Married,No Car,0_child,40s
1964,36,Company Invited,1,540.0,Salaried,male,2.0,3.0,Deluxe,3.0,4.0,0,1,Manager,12.69794783877714,0,Divorced,No Car,0_child,30s
1965,36,Company Invited,1,600.0,Salaried,male,2.0,4.0,Deluxe,3.0,3.0,0,1,Manager,12.611541086966117,0,Married,No Car,1_child,30s
1966,35,Self Enquiry,1,540.0,Salaried,female,2.0,3.0,Basic,3.0,4.0,0,1,Executive,12.48490063602833,0,Divorced,No Car,0_child,30s
1967,30,Company Invited,1,,Small Business,male,2.0,3.0,Deluxe,3.0,1.0,0,2,Manager,12.583501724722092,0,Married,No Car,1_child,30s
1968,35,Self Enquiry,1,660.0,Salaried,male,2.0,3.0,Deluxe,3.0,1.0,0,2,Manager,12.647872897281076,0,Single,No Car,1_child,30s
1969,40,Self Enquiry,1,600.0,Large Business,male,2.0,3.0,Basic,3.0,2.0,0,2,Executive,12.465011820299742,1,Married,No Car,0_child,40s
1970,30,Company Invited,1,660.0,Large Business,male,2.0,3.0,Standard,3.0,4.0,0,2,Senior Manager,12.881147500957372,0,Single,No Car,1_child,30s
1971,23,Self Enquiry,1,840.0,Small Business,female,2.0,3.0,Basic,3.0,2.0,0,2,Executive,12.468440756144114,1,Married,No Car,1_child,20s
1972,40,Self Enquiry,1,480.0,Salaried,male,2.0,3.0,Standard,3.0,4.0,0,2,Senior Manager,12.66327911429587,1,Single,No Car,0_child,40s
1973,30,Self Enquiry,1,1140.0,Small Business,male,2.0,4.0,Basic,3.0,2.0,0,1,Executive,12.471532114904967,0,Single,Has Car,1_child,30s
1974,38,Company Invited,1,1080.0,Small Business,male,2.0,3.0,Basic,3.0,1.0,0,2,Executive,12.45002224211695,1,Divorced,Has Car,0_child,30s
1975,34,Company Invited,1,1320.0,Small Business,male,2.0,3.0,Standard,4.0,8.0,0,2,Senior Manager,12.65947358471519,0,Married,Has Car,0_child,30s
1976,40,Company Invited,1,1440.0,Small Business,male,2.0,3.0,Deluxe,4.0,1.0,0,2,Manager,12.611541086966117,0,Married,Has Car,0_child,40s
1977,41,Company Invited,1,480.0,Small Business,female,2.0,3.0,Deluxe,3.0,5.0,0,1,AVP,12.869162599655873,0,Single,No Car,0_child,40s
1978,54,Company Invited,1,1380.0,Salaried,male,2.0,3.0,Deluxe,3.0,4.0,0,1,Manager,12.751259115479971,0,Divorced,Has Car,0_child,50s
1979,42,Company Invited,1,480.0,Small Business,male,2.0,4.0,Standard,3.0,2.0,0,2,Senior Manager,12.795069688739954,0,Single,No Car,1_child,40s
1980,37,Self Enquiry,1,600.0,Large Business,male,2.0,4.0,Basic,3.0,2.0,0,1,Executive,12.611541086966117,0,Single,No Car,1_child,30s
1981,34,Self Enquiry,1,480.0,Small Business,female,2.0,3.0,Basic,3.0,1.0,0,1,Executive,12.51354263928765,0,Divorced,Has Car,1_child,30s
1982,51,Self Enquiry,1,420.0,Salaried,male,2.0,3.0,Deluxe,3.0,28.0,0,2,Manager,12.78566191451278,0,Married,No Car,1_child,50s
1983,39,Self Enquiry,1,1620.0,Salaried,male,2.0,3.0,Standard,3.0,8.0,0,1,Senior Manager,12.815419651303737,0,Married,No Car,0_child,30s
1984,18,Self Enquiry,1,840.0,Salaried,female,3.0,5.0,Deluxe,3.0,12.0,0,4,Manager,12.666691752572833,0,Single,No Car,1_child,10s
1985,37,Company Invited,1,540.0,Salaried,male,3.0,6.0,Basic,3.0,5.0,1,1,Executive,12.687343807045202,1,Divorced,No Car,1_child,30s
1986,32,Self Enquiry,2,1080.0,Salaried,female,2.0,1.0,Deluxe,3.0,2.0,0,4,Manager,12.473141212012507,0,Divorced,No Car,1_child,30s
1987,29,Self Enquiry,2,1440.0,Salaried,male,2.0,3.0,Deluxe,3.0,1.0,0,3,Manager,12.700467012538368,0,Single,Has Car,1_child,20s
1988,42,Company Invited,2,1020.0,Salaried,male,3.0,1.0,Deluxe,4.0,7.0,0,3,AVP,12.971542813248435,0,Single,Has Car,2_child,40s
1989,30,Self Enquiry,2,960.0,Small Business,male,3.0,5.0,Basic,3.0,6.0,0,4,Executive,13.226130424164664,0,Single,No Car,2_child,30s
1990,57,Self Enquiry,1,1260.0,Small Business,male,2.0,3.0,Deluxe,3.0,2.0,0,4,Manager,12.737882641543706,0,Single,Has Car,1_child,50s
1991,31,Self Enquiry,1,840.0,Small Business,female,2.0,3.0,Basic,3.0,2.0,0,3,Executive,12.456173560023196,0,Married,Has Car,1_child,30s
1992,40,Self Enquiry,1,1440.0,Small Business,male,2.0,2.0,Basic,3.0,2.0,0,4,Executive,12.78347502432305,0,Divorced,No Car,1_child,40s
1993,33,Self Enquiry,1,420.0,Small Business,male,2.0,3.0,Basic,3.0,4.0,0,4,Executive,12.47863854209762,0,Married,No Car,1_child,30s
1994,43,Self Enquiry,1,,Small Business,female,2.0,0.0,Deluxe,3.0,1.0,0,4,Manager,12.63349818192552,0,Single,Has Car,1_child,40s
1995,32,Company Invited,1,600.0,Small Business,male,2.0,3.0,Deluxe,3.0,3.0,0,4,Manager,12.658710737861016,0,Married,No Car,1_child,30s
1996,34,Self Enquiry,1,1080.0,Large Business,male,2.0,1.0,Basic,3.0,1.0,0,3,Executive,12.491969375205564,0,Married,No Car,1_child,30s
1997,34,Company Invited,1,1020.0,Small Business,female,2.0,3.0,Basic,3.0,4.0,0,5,Executive,12.48580822809777,0,Divorced,Has Car,1_child,30s
1998,52,Company Invited,2,900.0,Small Business,male,2.0,3.0,Deluxe,3.0,6.0,0,1,AVP,13.066969053700817,0,Divorced,Has Car,1_child,50s
1999,47,Self Enquiry,2,780.0,Salaried,male,2.0,3.0,Standard,3.0,2.0,0,2,Senior Manager,13.069344384328645,0,Single,Has Car,1_child,40s
2000,34,Company Invited,1,1800.0,Large Business,female,2.0,3.0,Deluxe,3.0,3.0,1,2,Manager,12.740285640185176,0,Married,No Car,0_child,30s
2001,34,Company Invited,1,420.0,Small Business,male,2.0,3.0,Basic,3.0,1.0,1,2,Executive,12.611541086966117,1,Married,No Car,1_child,30s
2002,45,Company Invited,1,480.0,Salaried,male,2.0,3.0,Basic,4.0,16.0,1,2,Executive,12.53671003535001,1,Married,No Car,1_child,40s
2003,31,Self Enquiry,1,420.0,Large Business,male,2.0,3.0,Basic,3.0,7.0,1,2,Executive,12.532444039971956,1,Single,Has Car,0_child,30s
2004,49,Self Enquiry,1,540.0,Salaried,male,2.0,3.0,King,4.0,6.0,1,1,VP,13.185818812215604,0,Married,Has Car,1_child,40s
2005,49,Self Enquiry,1,600.0,Small Business,male,2.0,4.0,Deluxe,3.0,3.0,1,1,Manager,12.68618439021014,0,Married,No Car,1_child,40s
2006,48,Self Enquiry,1,1260.0,Salaried,male,2.0,3.0,Deluxe,3.0,4.0,1,1,Manager,12.707805051017049,0,Divorced,No Car,1_child,40s
2007,34,Self Enquiry,1,600.0,Small Business,male,2.0,3.0,Basic,3.0,2.0,0,2,Executive,12.51799966941141,0,Divorced,No Car,0_child,30s
2008,21,Self Enquiry,1,960.0,Salaried,male,2.0,1.0,Basic,3.0,2.0,0,4,Executive,12.468440756144114,0,Single,No Car,1_child,20s
2009,41,Self Enquiry,1,540.0,Salaried,female,2.0,2.0,Deluxe,3.0,5.0,0,3,Manager,12.672024326710796,0,Divorced,Has Car,1_child,40s
2010,44,Self Enquiry,1,1920.0,Salaried,male,2.0,3.0,Deluxe,3.0,3.0,0,4,Manager,12.611541086966117,0,Married,No Car,1_child,40s
2011,41,Self Enquiry,3,900.0,Small Business,male,2.0,4.0,Deluxe,3.0,3.0,0,2,AVP,13.122365377402328,0,Single,Has Car,1_child,40s
2012,46,Self Enquiry,1,1920.0,Small Business,male,4.0,5.0,Deluxe,3.0,3.0,0,1,Manager,12.842691801748249,0,Divorced,No Car,2_child,40s
2013,40,Self Enquiry,1,720.0,Small Business,male,4.0,5.0,Deluxe,3.0,2.0,0,2,Manager,12.831358457069882,0,Single,Has Car,1_child,40s
2014,51,Self Enquiry,2,420.0,Large Business,male,2.0,4.0,Deluxe,3.0,1.0,0,3,AVP,13.141903225078927,1,Divorced,Has Car,1_child,50s
2015,51,Self Enquiry,2,480.0,Large Business,male,3.0,5.0,King,3.0,20.0,0,3,VP,13.14823773048866,0,Married,Has Car,2_child,50s
2016,27,Self Enquiry,2,1800.0,Small Business,male,3.0,5.0,Basic,3.0,3.0,0,4,Executive,12.819692194075673,0,Divorced,Has Car,2_child,20s
2017,22,Self Enquiry,2,960.0,Large Business,female,3.0,5.0,Basic,3.0,3.0,0,3,Executive,12.639642424709768,0,Married,No Car,2_child,20s
2018,30,Self Enquiry,3,1500.0,Small Business,female,3.0,4.0,Basic,3.0,2.0,0,3,Executive,12.68822406568186,0,Divorced,Has Car,1_child,30s
2019,29,Company Invited,3,900.0,Small Business,female,3.0,4.0,Basic,3.0,3.0,0,3,Executive,12.954384865590017,0,Married,Has Car,1_child,20s
2020,42,Self Enquiry,2,480.0,Salaried,male,3.0,4.0,Basic,4.0,7.0,0,3,Executive,12.662043904976734,0,Married,Has Car,1_child,40s
2021,40,Self Enquiry,2,420.0,Salaried,male,3.0,4.0,Basic,3.0,2.0,0,3,Executive,12.46807530616534,0,Divorced,Has Car,1_child,40s
2022,36,Company Invited,3,420.0,Salaried,male,4.0,4.0,Standard,3.0,2.0,0,1,Senior Manager,12.71066186327838,0,Married,No Car,1_child,30s
2023,39,Self Enquiry,3,420.0,Salaried,female,4.0,4.0,Deluxe,3.0,3.0,0,1,Manager,12.793862088206213,0,Divorced,No Car,2_child,30s
2024,35,Self Enquiry,2,1920.0,Large Business,female,4.0,4.0,Deluxe,3.0,5.0,0,2,Manager,12.611541086966117,0,Divorced,Has Car,2_child,30s
2025,21,Company Invited,2,900.0,Salaried,female,3.0,5.0,Deluxe,3.0,3.0,0,3,Manager,12.698635515785552,0,Single,Has Car,2_child,20s
2026,31,Company Invited,2,1020.0,Small Business,female,3.0,4.0,Basic,4.0,12.0,1,3,Executive,12.506180941677355,1,Divorced,Has Car,0_child,30s
2027,56,Self Enquiry,2,660.0,Salaried,male,3.0,6.0,King,3.0,3.0,0,4,VP,13.140696297759192,0,Married,Has Car,1_child,50s
2028,58,Self Enquiry,1,540.0,Small Business,female,3.0,5.0,Deluxe,3.0,4.0,0,3,Manager,12.807559477540902,0,Married,No Car,1_child,50s
2029,32,Self Enquiry,1,360.0,Small Business,male,3.0,4.0,Basic,3.0,3.0,0,3,Executive,12.96272500100934,0,Married,No Car,0_child,30s
2030,57,Self Enquiry,1,420.0,Small Business,male,3.0,4.0,Standard,3.0,5.0,0,4,Senior Manager,12.877245141584652,0,Married,No Car,1_child,50s
2031,26,Self Enquiry,1,840.0,Small Business,male,3.0,4.0,Standard,3.0,2.0,0,3,Senior Manager,12.77063617318953,0,Married,No Car,1_child,20s
2032,24,Self Enquiry,1,480.0,Large Business,male,3.0,4.0,Basic,3.0,2.0,0,3,Executive,12.696571064433227,0,Married,No Car,1_child,20s
2033,37,Company Invited,1,480.0,Small Business,female,3.0,5.0,Basic,3.0,3.0,0,4,Executive,12.822206483586298,0,Single,No Car,1_child,30s
2034,54,Self Enquiry,2,720.0,Small Business,male,2.0,3.0,Super Deluxe,5.0,4.0,0,3,AVP,13.041632599731582,0,Married,No Car,0_child,50s
2035,33,Self Enquiry,2,420.0,Large Business,female,2.0,3.0,Standard,4.0,5.0,0,3,Senior Manager,12.782421930024343,0,Divorced,No Car,0_child,30s
2036,52,Company Invited,2,540.0,Small Business,female,2.0,3.0,Standard,4.0,1.0,0,3,Senior Manager,12.899222326086994,0,Single,No Car,0_child,50s
2037,26,Self Enquiry,3,960.0,Small Business,male,2.0,3.0,Basic,5.0,2.0,0,3,Executive,12.506180941677355,0,Married,Has Car,0_child,20s
2038,31,Self Enquiry,3,540.0,Small Business,female,2.0,3.0,Basic,4.0,2.0,0,4,Executive,12.467362556599983,0,Married,Has Car,0_child,30s
2039,52,Company Invited,2,720.0,Large Business,male,2.0,3.0,Standard,4.0,1.0,0,3,Senior Manager,12.899222326086994,0,Single,Has Car,0_child,50s
2040,29,Company Invited,2,900.0,Small Business,male,2.0,3.0,Basic,4.0,8.0,0,3,Executive,12.497476533426475,0,Single,No Car,0_child,20s
2041,34,Self Enquiry,3,660.0,Small Business,female,2.0,3.0,Standard,4.0,1.0,0,3,Senior Manager,12.791275419503938,0,Married,No Car,0_child,30s
2042,37,Company Invited,2,960.0,Small Business,female,2.0,3.0,Basic,4.0,2.0,0,3,Executive,12.476466127844413,0,Divorced,No Car,0_child,30s
2043,35,Company Invited,1,600.0,Small Business,male,2.0,3.0,Basic,4.0,1.0,0,4,Executive,12.490051619970073,1,Married,Has Car,0_child,30s
2044,31,Company Invited,3,1080.0,Small Business,male,2.0,3.0,Deluxe,4.0,4.0,0,3,Manager,12.521561987184691,1,Divorced,No Car,0_child,30s
2045,40,Self Enquiry,1,960.0,Small Business,male,2.0,3.0,Basic,4.0,2.0,0,3,Executive,12.47199212119983,1,Divorced,Has Car,0_child,40s
2046,31,Self Enquiry,2,420.0,Small Business,male,2.0,3.0,Standard,5.0,1.0,0,3,Senior Manager,12.92122835193546,1,Married,Has Car,0_child,30s
2047,28,Company Invited,2,960.0,Small Business,female,2.0,3.0,Basic,4.0,2.0,0,3,Executive,12.44199815840892,0,Divorced,No Car,0_child,20s
2048,41,Self Enquiry,1,900.0,Small Business,female,2.0,3.0,Basic,4.0,2.0,0,4,Executive,12.50083335520969,0,Divorced,Has Car,0_child,40s
2049,26,Company Invited,1,420.0,Large Business,male,2.0,3.0,Standard,4.0,1.0,0,3,Senior Manager,12.767903122088438,1,Single,Has Car,0_child,20s
2050,40,Self Enquiry,1,480.0,Salaried,male,3.0,4.0,Basic,3.0,3.0,0,3,Executive,12.766790682908278,1,Divorced,Has Car,1_child,40s
2051,50,Company Invited,1,720.0,Salaried,female,3.0,4.0,Standard,4.0,8.0,0,4,Senior Manager,12.899222326086994,0,Married,Has Car,0_child,50s
2052,35,Self Enquiry,1,540.0,Salaried,male,3.0,4.0,Basic,3.0,7.0,0,4,Executive,12.773106565250362,0,Divorced,No Car,0_child,30s
2053,48,Self Enquiry,1,420.0,Salaried,male,3.0,4.0,Standard,3.0,5.0,0,3,Senior Manager,12.82532029374977,0,Married,Has Car,0_child,40s
2054,47,Company Invited,1,1080.0,Salaried,female,3.0,4.0,Standard,4.0,2.0,0,3,Senior Manager,12.873442938385883,0,Single,Has Car,0_child,40s
2055,32,Self Enquiry,1,1140.0,Salaried,male,3.0,4.0,Deluxe,3.0,3.0,0,3,Manager,12.732872991266811,0,Divorced,No Car,0_child,30s
2056,49,Self Enquiry,1,780.0,Salaried,male,3.0,4.0,Basic,3.0,3.0,0,4,Executive,12.611541086966117,1,Single,No Car,1_child,40s
2057,60,Self Enquiry,1,660.0,Salaried,female,2.0,3.0,Deluxe,3.0,3.0,1,1,AVP,13.088301812927282,0,Divorced,No Car,0_child,60s
2058,54,Company Invited,1,600.0,Salaried,male,2.0,3.0,King,3.0,2.0,1,1,VP,13.07960409087847,0,Married,Has Car,1_child,50s
2059,46,Company Invited,1,480.0,Salaried,male,2.0,4.0,Standard,4.0,4.0,0,3,Senior Manager,12.980548629464844,0,Married,No Car,0_child,40s
2060,30,Company Invited,2,480.0,Salaried,male,2.0,3.0,Basic,5.0,3.0,0,4,Executive,12.486375055128676,1,Single,Has Car,0_child,30s
2061,30,Company Invited,1,960.0,Salaried,male,2.0,3.0,Standard,4.0,1.0,0,4,Senior Manager,12.801168643166632,0,Single,Has Car,0_child,30s
2062,31,Self Enquiry,3,420.0,Salaried,male,2.0,3.0,Standard,4.0,2.0,0,3,Senior Manager,12.78666963767576,0,Married,Has Car,0_child,30s
2063,34,Company Invited,1,480.0,Salaried,female,2.0,4.0,Standard,4.0,2.0,0,4,Senior Manager,12.8270952702805,0,Divorced,Has Car,0_child,30s
2064,38,Self Enquiry,1,900.0,Salaried,female,2.0,3.0,Basic,4.0,4.0,0,3,Executive,12.490954551171631,0,Single,No Car,0_child,30s
2065,52,Self Enquiry,1,1020.0,Salaried,male,2.0,3.0,Deluxe,4.0,1.0,0,5,AVP,12.929120802793014,0,Divorced,Has Car,0_child,50s
2066,48,Company Invited,1,480.0,Salaried,female,2.0,3.0,Standard,4.0,4.0,0,3,Senior Manager,12.876554906340424,0,Single,No Car,0_child,40s
2067,60,Company Invited,1,900.0,Salaried,male,2.0,3.0,Deluxe,4.0,5.0,0,4,AVP,12.832080592696933,0,Divorced,Has Car,0_child,60s
2068,22,Self Enquiry,1,600.0,Salaried,female,4.0,5.0,Basic,4.0,8.0,0,4,Executive,12.68803881245561,1,Divorced,No Car,3_child,20s
2069,46,Company Invited,3,420.0,Small Business,female,3.0,4.0,Basic,4.0,4.0,0,4,Executive,12.480920206876716,0,Single,No Car,0_child,40s
2070,33,Company Invited,3,840.0,Small Business,female,3.0,4.0,Basic,4.0,1.0,0,3,Executive,12.4462542218331,0,Divorced,No Car,0_child,30s
2071,36,Self Enquiry,2,480.0,Salaried,female,2.0,3.0,Standard,4.0,5.0,1,3,Senior Manager,12.845663446540213,0,Single,No Car,0_child,30s
2072,52,Company Invited,1,,Salaried,male,2.0,3.0,Deluxe,4.0,1.0,1,4,Manager,12.67207139092365,0,Divorced,No Car,0_child,50s
2073,47,Company Invited,3,660.0,Salaried,male,2.0,3.0,Standard,4.0,1.0,1,3,Senior Manager,12.782548359911411,1,Single,Has Car,0_child,40s
2074,55,Company Invited,1,420.0,Salaried,male,2.0,3.0,Standard,4.0,4.0,1,3,Senior Manager,12.821260987319455,0,Divorced,Has Car,0_child,50s
2075,43,Company Invited,1,1620.0,Salaried,male,3.0,4.0,Basic,3.0,5.0,1,4,Executive,12.650184584203783,1,Divorced,No Car,1_child,40s
2076,28,Self Enquiry,1,900.0,Small Business,male,2.0,4.0,Basic,4.0,7.0,0,3,Executive,12.644330802262578,0,Single,No Car,1_child,20s
2077,44,Company Invited,1,480.0,Small Business,female,2.0,4.0,Basic,4.0,5.0,0,4,Executive,12.679900204229568,0,Married,Has Car,0_child,40s
2078,20,Self Enquiry,2,1860.0,Salaried,male,4.0,4.0,Deluxe,4.0,3.0,0,2,Manager,12.802821804800748,0,Married,No Car,1_child,20s
2079,22,Self Enquiry,2,660.0,Small Business,female,4.0,5.0,Basic,3.0,2.0,0,2,Executive,13.113011787270157,0,Single,No Car,1_child,20s
2080,28,Self Enquiry,2,1080.0,Small Business,female,4.0,5.0,Deluxe,3.0,2.0,0,2,Senior Manager,13.01279624856488,0,Married,Has Car,1_child,20s
2081,32,Self Enquiry,2,720.0,Small Business,male,3.0,4.0,Basic,3.0,6.0,0,4,Executive,12.622431533692756,0,Single,No Car,2_child,30s
2082,30,Self Enquiry,2,1500.0,Small Business,male,3.0,5.0,Deluxe,3.0,3.0,0,3,Manager,12.899222326086994,0,Married,No Car,1_child,30s
2083,33,Self Enquiry,2,1680.0,Small Business,female,3.0,5.0,Deluxe,3.0,12.0,0,3,Manager,12.824714467296475,0,Single,No Car,1_child,30s
2084,40,Self Enquiry,2,1860.0,Small Business,male,3.0,4.0,Standard,3.0,2.0,0,4,Senior Manager,12.691275799522568,0,Divorced,No Car,1_child,40s
2085,30,Self Enquiry,3,2100.0,Small Business,male,3.0,4.0,Basic,3.0,2.0,0,4,Executive,12.657356035276166,0,Single,No Car,1_child,30s
2086,25,Self Enquiry,1,960.0,Large Business,male,4.0,5.0,Basic,3.0,3.0,0,1,Executive,12.65947358471519,0,Married,Has Car,2_child,20s
2087,31,Self Enquiry,3,,Salaried,male,3.0,4.0,Deluxe,3.0,3.0,0,3,Manager,12.821260987319455,0,Divorced,Has Car,1_child,30s
2088,50,Self Enquiry,2,420.0,Salaried,female,3.0,4.0,Basic,3.0,5.0,0,5,Executive,12.711377583394231,0,Single,No Car,2_child,50s
2089,20,Company Invited,3,960.0,Small Business,female,3.0,4.0,Basic,3.0,3.0,1,3,Executive,12.696571064433227,1,Single,No Car,1_child,20s
2090,23,Company Invited,2,1380.0,Small Business,male,1.0,3.0,Basic,3.0,2.0,0,4,Executive,12.388398368982116,1,Single,Has Car,0_child,20s
2091,32,Company Invited,2,1860.0,Salaried,male,1.0,1.0,Basic,3.0,8.0,0,4,Executive,12.444483062914385,1,Married,Has Car,0_child,30s
2092,34,Self Enquiry,2,1260.0,Salaried,female,1.0,1.0,Standard,3.0,5.0,0,3,Senior Manager,12.701747067328816,0,Married,Has Car,0_child,30s
2093,27,Company Invited,2,1080.0,Small Business,male,1.0,1.0,Basic,3.0,2.0,1,3,Executive,12.460311681861604,1,Married,Has Car,0_child,20s
2094,52,Company Invited,2,480.0,Salaried,female,1.0,4.0,Deluxe,5.0,2.0,1,4,AVP,13.231067098318409,0,Married,Has Car,0_child,50s
2095,37,Self Enquiry,1,480.0,Large Business,male,4.0,4.0,Basic,3.0,7.0,0,2,Executive,12.679292970657984,0,Married,Has Car,3_child,30s
2096,37,Self Enquiry,1,480.0,Small Business,male,3.0,4.0,Basic,3.0,3.0,1,3,Executive,12.73229709643587,0,Married,Has Car,2_child,30s
2097,51,Self Enquiry,1,540.0,Salaried,male,3.0,3.0,King,3.0,6.0,0,5,VP,13.25790948911867,0,Married,Has Car,0_child,50s
2098,25,Company Invited,2,900.0,Small Business,female,4.0,5.0,Basic,3.0,12.0,0,2,Executive,12.765691290604371,0,Married,Has Car,2_child,20s
2099,53,Self Enquiry,1,420.0,Salaried,male,4.0,4.0,King,3.0,5.0,0,2,VP,13.199104023884969,0,Single,Has Car,3_child,50s
2100,40,Self Enquiry,1,420.0,Salaried,male,3.0,6.0,Standard,3.0,7.0,0,4,Senior Manager,13.141697267409366,0,Married,No Car,2_child,40s
2101,36,Company Invited,1,480.0,Salaried,female,4.0,5.0,Basic,3.0,4.0,0,2,Executive,12.696019823514746,0,Married,No Car,3_child,30s
2102,36,Self Enquiry,2,960.0,Salaried,female,1.0,3.0,Deluxe,3.0,2.0,0,4,Manager,12.206077645517674,0,Single,Has Car,0_child,30s
