Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken,Marry,Car,Child
31,Self Enquiry,3,480.0,Small Business,male,3.0,5.0,Basic,3.0,3,0,2,Executive,347715.0,0,Single,No Car,2_child
40,Self Enquiry,2,480.0,Salaried,male,3.0,5.0,Deluxe,3.0,2,0,2,Manager,348075.0,0,Married,No Car,1_child
56,Self Enquiry,2,780.0,Salaried,female,3.0,4.0,Basic,3.0,5,0,1,Executive,300000.0,0,Divorced,No Car,2_child
38,Self Enquiry,2,420.0,Small Business,male,3.0,4.0,Standard,3.0,5,0,1,Senior Manager,400000.0,0,Married,No Car,1_child
42,Company Invited,2,600.0,Salaried,female,3.0,4.0,Deluxe,3.0,2,0,1,Manager,379440.0,0,Divorced,No Car,1_child
37,Self Enquiry,2,660.0,Small Business,female,3.0,4.0,Basic,3.0,3,0,2,AVP,394080.0,0,Married,Has Car,1_child
50,Self Enquiry,3,480.0,Large Business,female,3.0,4.0,Standard,4.0,8,0,1,Senior Manager,429960.0,0,Married,Has Car,0_child
37,Self Enquiry,2,840.0,Small Business,male,3.0,5.0,Basic,3.0,2,0,2,Executive,313485.0,1,Divorced,No Car,1_child
40,Company Invited,2,600.0,Large Business,male,3.0,4.0,Basic,3.0,7,0,2,Executive,359565.0,1,Single,No Car,1_child
36,Self Enquiry,2,480.0,Small Business,female,3.0,4.0,Basic,3.0,2,0,2,Executive,306840.0,0,Divorced,Has Car,1_child
36,Self Enquiry,3,480.0,Large Business,male,3.0,5.0,Deluxe,3.0,2,0,1,Manager,343905.0,0,Single,No Car,1_child
56,Self Enquiry,2,600.0,Salaried,male,3.0,4.0,Standard,3.0,7,0,2,Senior Manager,443880.0,0,Married,No Car,1_child
47,Self Enquiry,2,600.0,Large Business,female,3.0,4.0,Deluxe,3.0,2,0,1,Manager,328155.0,0,Married,Has Car,0_child
40,Self Enquiry,2,480.0,Salaried,male,3.0,5.0,Standard,3.0,4,0,1,Senior Manager,485175.0,0,Married,No Car,1_child
20,Company Invited,1,540.0,Small Business,male,2.0,4.0,Basic,3.0,3,0,1,Executive,349755.0,0,Single,No Car,1_child
26,Self Enquiry,2,540.0,Salaried,female,4.0,5.0,Standard,3.0,3,0,1,Senior Manager,381300.0,0,Married,Has Car,3_child
59,Self Enquiry,2,1680.0,Small Business,female,3.0,5.0,Deluxe,3.0,5,0,1,Manager,436185.0,0,Single,No Car,2_child
26,Company Invited,3,480.0,Salaried,male,3.0,5.0,Deluxe,3.0,3,0,2,Manager,336075.0,0,Married,Has Car,2_child
47,Self Enquiry,1,420.0,Small Business,female,3.0,4.0,Standard,3.0,6,0,2,Senior Manager,501330.0,0,Married,Has Car,1_child
60,Self Enquiry,1,480.0,Salaried,male,3.0,4.0,Deluxe,3.0,5,0,1,AVP,512760.0,0,Married,Has Car,1_child
54,Self Enquiry,2,780.0,Small Business,female,2.0,0.0,Deluxe,3.0,5,0,2,Manager,315105.0,0,Married,Has Car,1_child
36,Company Invited,2,1200.0,Salaried,female,2.0,3.0,Basic,3.0,2,0,2,Executive,300000.0,0,Divorced,No Car,1_child
47,Self Enquiry,3,660.0,Small Business,male,3.0,4.0,Standard,3.0,8,1,1,Senior Manager,500000.0,1,Married,Has Car,1_child
40,Self Enquiry,1,480.0,Large Business,male,2.0,4.0,Basic,3.0,2,0,3,Executive,300000.0,1,Divorced,No Car,0_child
35,Self Enquiry,2,300.0,Salaried,male,3.0,5.0,Deluxe,4.0,6,0,2,Manager,360000.0,0,Married,No Car,2_child
37,Self Enquiry,1,2100.0,Small Business,male,3.0,5.0,Basic,4.0,3,0,2,Executive,323580.0,0,Married,No Car,2_child
31,Company Invited,1,540.0,Small Business,male,4.0,5.0,Basic,3.0,2,0,1,Executive,323355.0,0,Divorced,Has Car,3_child
49,Company Invited,1,540.0,Small Business,male,4.0,5.0,Basic,3.0,7,0,2,Executive,321465.0,1,Married,Has Car,1_child
49,Self Enquiry,1,1740.0,Small Business,female,3.0,5.0,Deluxe,3.0,3,0,2,Manager,340275.0,0,Divorced,Has Car,2_child
38,Company Invited,1,900.0,Salaried,female,4.0,5.0,Basic,3.0,3,0,2,Executive,321720.0,0,Married,No Car,3_child
43,Self Enquiry,1,300.0,Salaried,male,3.0,5.0,Deluxe,3.0,3,0,1,Manager,395955.0,0,Single,No Car,2_child
45,Self Enquiry,1,2040.0,Small Business,female,3.0,5.0,Deluxe,4.0,3,0,2,Manager,373155.0,0,Divorced,No Car,2_child
43,Company Invited,2,840.0,Salaried,male,2.0,0.0,Deluxe,3.0,3,0,2,Manager,320880.0,0,Single,No Car,1_child
34,Self Enquiry,3,900.0,Small Business,female,2.0,2.0,Basic,3.0,12,0,1,Executive,274395.0,0,Divorced,No Car,1_child
45,Self Enquiry,1,720.0,Salaried,female,3.0,4.0,Standard,4.0,5,0,2,Senior Manager,500000.0,0,Divorced,No Car,0_child
51,Self Enquiry,1,840.0,Salaried,male,3.0,4.0,Deluxe,3.0,5,0,2,AVP,426135.0,0,Divorced,Has Car,0_child
30,Company Invited,1,480.0,Small Business,female,3.0,4.0,Basic,4.0,7,0,2,Executive,,0,Divorced,Has Car,1_child
50,Self Enquiry,1,1800.0,Small Business,female,3.0,4.0,Deluxe,4.0,6,0,1,VP,534690.0,1,Divorced,Has Car,1_child
30,Self Enquiry,1,540.0,Small Business,male,3.0,4.0,Basic,3.0,28,0,1,Executive,320685.0,0,Single,Has Car,1_child
48,Self Enquiry,1,360.0,Salaried,female,3.0,4.0,Standard,3.0,8,0,1,Senior Manager,400000.0,0,Married,Has Car,0_child
42,Company Invited,1,2100.0,Salaried,male,3.0,4.0,Deluxe,3.0,5,0,2,Manager,317295.0,0,Divorced,No Car,1_child
39,Self Enquiry,1,720.0,Salaried,female,3.0,4.0,Standard,3.0,2,0,2,Senior Manager,444555.0,0,Married,Has Car,1_child
43,Company Invited,1,2100.0,Salaried,female,3.0,5.0,Deluxe,3.0,3,0,2,Manager,379860.0,0,Divorced,No Car,1_child
33,Company Invited,1,840.0,Small Business,male,3.0,4.0,Basic,4.0,2,0,2,Executive,307890.0,0,Single,No Car,0_child
53,Company Invited,1,1680.0,Small Business,male,3.0,4.0,Deluxe,3.0,2,0,1,Manager,414135.0,0,Single,No Car,1_child
33,Self Enquiry,1,1200.0,Salaried,male,2.0,5.0,Deluxe,3.0,3,0,3,Manager,300000.0,0,Married,No Car,0_child
37,Company Invited,2,,Small Business,female,2.0,5.0,Deluxe,3.0,12,0,4,Manager,320000.0,0,Married,No Car,1_child
36,Self Enquiry,2,900.0,Small Business,female,2.0,5.0,Basic,3.0,2,0,3,Executive,322620.0,0,Single,Has Car,1_child
35,Company Invited,2,600.0,Small Business,male,2.0,4.0,Basic,3.0,2,0,3,Executive,314625.0,0,Single,Has Car,1_child
28,Self Enquiry,3,960.0,Small Business,female,2.0,4.0,Basic,3.0,2,0,3,Executive,258330.0,0,Married,No Car,0_child
25,Self Enquiry,2,1020.0,Small Business,female,2.0,4.0,Basic,3.0,2,0,4,Executive,308100.0,1,Single,No Car,0_child
37,Company Invited,3,1320.0,Small Business,male,2.0,4.0,Deluxe,3.0,2,0,3,Manager,258045.0,1,Married,No Car,1_child
22,Self Enquiry,2,540.0,Small Business,female,2.0,4.0,Standard,4.0,2,0,3,Senior Manager,500000.0,1,Divorced,Has Car,0_child
30,Company Invited,2,840.0,Small Business,male,2.0,5.0,Standard,3.0,2,0,3,Senior Manager,484680.0,0,Single,Has Car,1_child
20,Self Enquiry,2,1740.0,Small Business,male,2.0,4.0,Basic,3.0,2,0,5,Executive,399375.0,0,Single,Has Car,1_child
27,Self Enquiry,2,960.0,Small Business,male,3.0,2.0,Basic,3.0,2,1,1,Executive,364725.0,0,Single,No Car,2_child
26,Company Invited,2,960.0,Salaried,female,2.0,4.0,Deluxe,3.0,3,0,5,Manager,303705.0,0,Single,Has Car,1_child
38,Company Invited,2,420.0,Salaried,female,2.0,4.0,Standard,3.0,8,0,4,Senior Manager,320010.0,0,Single,Has Car,1_child
26,Self Enquiry,2,900.0,Salaried,male,2.0,4.0,Basic,4.0,7,0,3,Executive,300000.0,1,Single,No Car,0_child
46,Company Invited,2,900.0,Salaried,male,2.0,4.0,Standard,4.0,1,0,4,Senior Manager,375015.0,0,Divorced,Has Car,0_child
33,Self Enquiry,2,480.0,Salaried,male,2.0,4.0,Standard,3.0,20,0,3,Senior Manager,342420.0,0,Single,Has Car,1_child
20,Self Enquiry,2,600.0,Salaried,female,2.0,4.0,Basic,3.0,8,0,3,Executive,301695.0,0,Single,No Car,1_child
58,Company Invited,3,1020.0,Salaried,male,2.0,4.0,Deluxe,3.0,20,0,4,Manager,300000.0,0,Divorced,Has Car,1_child
60,Self Enquiry,2,540.0,Salaried,male,2.0,4.0,Standard,3.0,5,0,3,Senior Manager,384090.0,0,Divorced,No Car,1_child
36,Self Enquiry,1,540.0,Salaried,female,3.0,5.0,King,3.0,3,0,2,VP,520000.0,0,Single,Has Car,2_child
21,Company Invited,2,600.0,Small Business,female,2.0,4.0,Standard,3.0,3,1,4,Senior Manager,320000.0,1,Single,No Car,1_child
20,Self Enquiry,2,720.0,Small Business,female,2.0,4.0,Basic,4.0,2,1,3,Executive,393210.0,0,Single,Has Car,0_child
41,Company Invited,2,720.0,Small Business,male,2.0,4.0,Deluxe,4.0,3,1,3,Manager,347145.0,0,Divorced,No Car,0_child
47,Company Invited,1,2100.0,Small Business,female,2.0,3.0,Deluxe,3.0,5,0,2,Manager,305565.0,0,Married,No Car,1_child
35,Self Enquiry,2,900.0,Salaried,female,3.0,3.0,Basic,3.0,12,0,4,Executive,329505.0,0,Divorced,No Car,2_child
31,Company Invited,1,480.0,Salaried,female,2.0,3.0,Basic,3.0,20,0,1,Executive,268560.0,0,Married,No Car,1_child
51,Company Invited,1,1320.0,Small Business,male,3.0,2.0,Deluxe,3.0,7,0,2,Manager,373575.0,0,Married,Has Car,2_child
48,Self Enquiry,1,1440.0,Small Business,male,2.0,3.0,Deluxe,3.0,7,0,2,Manager,345375.0,0,Single,No Car,1_child
31,Self Enquiry,1,2160.0,Salaried,male,2.0,2.0,Deluxe,3.0,12,0,1,Manager,345585.0,0,Single,No Car,1_child
36,Company Invited,2,840.0,Salaried,female,2.0,4.0,Basic,3.0,1,1,3,Executive,270600.0,0,Divorced,No Car,0_child
40,Company Invited,2,480.0,Salaried,male,2.0,4.0,Deluxe,3.0,3,1,3,AVP,444315.0,0,Divorced,No Car,0_child
39,Self Enquiry,2,1920.0,Salaried,female,2.0,4.0,Deluxe,3.0,3,1,4,Manager,407175.0,0,Married,Has Car,0_child
44,Self Enquiry,1,420.0,Large Business,male,3.0,4.0,Standard,3.0,2,1,2,Senior Manager,450000.0,0,Single,No Car,1_child
55,Company Invited,1,600.0,Small Business,female,3.0,4.0,Basic,3.0,2,1,2,Executive,398370.0,0,Divorced,Has Car,1_child
43,Company Invited,1,1980.0,Salaried,female,3.0,4.0,Deluxe,3.0,28,1,1,Manager,349320.0,0,Divorced,No Car,1_child
46,Self Enquiry,1,480.0,Salaried,male,3.0,4.0,Deluxe,3.0,16,1,1,AVP,411165.0,0,Single,No Car,1_child
0,Self Enquiry,1,480.0,Large Business,male,2.0,4.0,Basic,3.0,2,0,4,Executive,273690.0,0,Single,No Car,1_child
27,Company Invited,1,900.0,Small Business,male,2.0,4.0,Basic,4.0,7,0,3,Executive,250000.0,1,Single,No Car,0_child
50,Self Enquiry,1,360.0,Large Business,female,2.0,4.0,Deluxe,4.0,7,0,3,AVP,400000.0,1,Single,Has Car,1_child
40,Self Enquiry,1,540.0,Small Business,female,2.0,5.0,Deluxe,3.0,7,0,3,Manager,380000.0,0,Married,No Car,1_child
47,Self Enquiry,1,540.0,Large Business,female,2.0,4.0,Standard,3.0,2,0,4,Senior Manager,354210.0,0,Married,Has Car,1_child
48,Company Invited,1,480.0,Large Business,male,2.0,5.0,Deluxe,3.0,3,0,4,Manager,353070.0,0,Single,No Car,1_child
20,Self Enquiry,1,840.0,Salaried,female,2.0,4.0,Basic,3.0,5,0,4,Executive,258930.0,0,Married,Has Car,1_child
41,Company Invited,1,360.0,Salaried,male,2.0,4.0,Deluxe,3.0,3,0,3,Manager,340000.0,0,Single,Has Car,1_child
28,Self Enquiry,1,480.0,Salaried,female,2.0,4.0,Deluxe,3.0,12,0,3,Manager,343920.0,0,Single,No Car,0_child
0,Self Enquiry,1,600.0,Salaried,male,2.0,4.0,Deluxe,3.0,1,0,4,Manager,,0,Single,No Car,1_child
44,Self Enquiry,3,540.0,Small Business,male,2.0,5.0,Deluxe,3.0,3,0,4,Manager,437535.0,0,Single,Has Car,1_child
49,Self Enquiry,2,540.0,Large Business,male,2.0,5.0,Deluxe,3.0,1,0,3,AVP,428580.0,1,Single,No Car,1_child
19,Self Enquiry,1,960.0,Small Business,male,2.0,4.0,Basic,4.0,1,1,3,Executive,273990.0,0,Divorced,No Car,0_child
20,Self Enquiry,2,840.0,Salaried,male,2.0,5.0,Deluxe,3.0,3,1,3,Manager,316380.0,0,Single,Has Car,1_child
50,Self Enquiry,1,420.0,Small Business,male,2.0,5.0,Standard,3.0,12,1,4,Senior Manager,400455.0,0,Married,No Car,1_child
37,Self Enquiry,3,960.0,Small Business,male,3.0,5.0,Deluxe,3.0,3,0,1,Manager,314415.0,0,Divorced,No Car,1_child
42,Self Enquiry,1,540.0,Small Business,male,2.0,4.0,King,3.0,8,0,4,VP,530000.0,0,Married,Has Car,1_child
40,Self Enquiry,1,540.0,Small Business,male,4.0,4.0,Standard,3.0,2,0,2,Senior Manager,433635.0,0,Married,Has Car,3_child
40,Self Enquiry,2,1380.0,Small Business,female,2.0,3.0,Deluxe,3.0,7,0,2,Manager,344205.0,0,Divorced,No Car,1_child
43,Company Invited,3,2100.0,Salaried,male,2.0,2.0,Deluxe,3.0,5,0,2,Manager,324945.0,0,Divorced,No Car,1_child
56,Company Invited,2,780.0,Salaried,female,2.0,2.0,Deluxe,3.0,5,0,1,Manager,334350.0,0,Divorced,No Car,1_child
38,Self Enquiry,3,1500.0,Salaried,female,2.0,3.0,Deluxe,3.0,20,0,1,Manager,343935.0,0,Single,No Car,1_child
28,Self Enquiry,2,1560.0,Small Business,male,2.0,3.0,Deluxe,3.0,2,0,2,Manager,360120.0,0,Single,No Car,1_child
23,Self Enquiry,2,900.0,Small Business,male,2.0,3.0,Basic,3.0,3,0,2,Executive,260610.0,1,Single,No Car,1_child
54,Company Invited,2,840.0,Small Business,male,3.0,2.0,Deluxe,4.0,5,0,1,Manager,358500.0,0,Single,No Car,2_child
32,Company Invited,2,1920.0,Small Business,female,2.0,3.0,Deluxe,3.0,3,0,1,Manager,354585.0,0,Married,No Car,1_child
43,Self Enquiry,2,900.0,Small Business,female,2.0,3.0,Basic,3.0,3,0,1,Executive,268635.0,0,Divorced,Has Car,1_child
46,Company Invited,2,540.0,Small Business,male,2.0,0.0,Deluxe,3.0,3,0,2,Manager,350145.0,0,Single,No Car,1_child
57,Self Enquiry,2,480.0,Small Business,male,2.0,4.0,Deluxe,4.0,7,0,2,AVP,499605.0,0,Divorced,Has Car,0_child
52,Company Invited,1,900.0,Small Business,female,2.0,5.0,Standard,4.0,4,0,1,Senior Manager,340935.0,0,Married,Has Car,0_child
47,Self Enquiry,1,420.0,Small Business,male,2.0,5.0,Deluxe,4.0,2,0,2,AVP,500000.0,0,Single,Has Car,0_child
30,Company Invited,1,1020.0,Salaried,male,3.0,2.0,Deluxe,3.0,5,0,1,Manager,345435.0,0,Single,No Car,2_child
30,Company Invited,1,1860.0,Small Business,female,2.0,0.0,Deluxe,3.0,3,0,2,Manager,325095.0,0,Married,No Car,1_child
44,Company Invited,1,2160.0,Salaried,female,2.0,3.0,Deluxe,3.0,3,0,2,Manager,300000.0,0,Single,No Car,1_child
40,Company Invited,1,,Salaried,male,2.0,1.0,Deluxe,3.0,1,0,2,Manager,300000.0,0,Married,Has Car,1_child
43,Company Invited,1,2040.0,Small Business,male,2.0,3.0,Deluxe,3.0,2,0,2,Manager,355980.0,0,Single,No Car,1_child
33,Self Enquiry,1,840.0,Salaried,male,2.0,0.0,Deluxe,3.0,1,0,1,Manager,320175.0,0,Married,No Car,1_child
40,Self Enquiry,1,540.0,Salaried,male,2.0,0.0,Deluxe,3.0,3,0,1,AVP,446565.0,0,Single,Has Car,1_child
51,Self Enquiry,1,1800.0,Salaried,male,2.0,0.0,Deluxe,3.0,1,0,2,Manager,315390.0,0,Single,No Car,1_child
44,Self Enquiry,1,780.0,Large Business,male,2.0,2.0,Basic,3.0,5,0,2,Executive,267360.0,0,Married,No Car,1_child
44,Self Enquiry,1,720.0,Small Business,male,3.0,1.0,Basic,3.0,6,0,2,Executive,323820.0,0,Married,No Car,2_child
43,Self Enquiry,2,600.0,Small Business,male,2.0,3.0,Standard,4.0,6,0,2,Senior Manager,336030.0,0,Married,Has Car,1_child
34,Self Enquiry,2,1980.0,Small Business,female,3.0,2.0,Deluxe,3.0,3,0,4,Manager,340000.0,0,Single,No Car,2_child
43,Self Enquiry,2,1020.0,Small Business,male,3.0,1.0,Deluxe,3.0,1,0,4,Manager,322275.0,0,Married,No Car,2_child
0,Company Invited,1,900.0,Small Business,male,2.0,3.0,Basic,3.0,2,1,2,Executive,276990.0,1,Single,No Car,1_child
32,Self Enquiry,1,1020.0,Small Business,male,3.0,3.0,Basic,3.0,7,0,3,Executive,273915.0,1,Divorced,No Car,2_child
40,Self Enquiry,3,480.0,Small Business,male,2.0,4.0,Standard,4.0,2,0,4,Senior Manager,366000.0,0,Single,Has Car,0_child
50,Company Invited,1,2100.0,Small Business,female,2.0,4.0,Deluxe,4.0,5,0,3,AVP,449115.0,0,Single,No Car,0_child
53,Company Invited,1,540.0,Large Business,male,2.0,4.0,Basic,4.0,2,0,4,Executive,277305.0,1,Single,Has Car,0_child
45,Company Invited,1,660.0,Small Business,male,2.0,4.0,Standard,4.0,7,0,3,Senior Manager,317970.0,0,Married,Has Car,0_child
57,Company Invited,1,840.0,Small Business,female,2.0,4.0,Standard,4.0,1,0,3,Senior Manager,470415.0,1,Married,No Car,0_child
50,Self Enquiry,3,480.0,Small Business,female,2.0,4.0,Standard,4.0,2,0,3,Senior Manager,417390.0,0,Single,Has Car,0_child
48,Self Enquiry,1,780.0,Large Business,male,2.0,4.0,Standard,4.0,2,0,4,Senior Manager,402540.0,0,Married,Has Car,0_child
35,Self Enquiry,3,540.0,Small Business,female,2.0,4.0,Standard,4.0,6,1,3,Senior Manager,350775.0,1,Single,Has Car,0_child
33,Self Enquiry,2,840.0,Salaried,female,2.0,4.0,Standard,4.0,2,0,4,Senior Manager,354210.0,0,Married,No Car,0_child
38,Company Invited,3,720.0,Salaried,male,2.0,4.0,Standard,4.0,1,0,3,Senior Manager,400000.0,0,Single,Has Car,0_child
46,Self Enquiry,3,1680.0,Small Business,male,2.0,4.0,Deluxe,3.0,7,0,2,AVP,374445.0,1,Married,No Car,1_child
26,Self Enquiry,2,720.0,Salaried,male,2.0,4.0,Standard,3.0,2,0,1,Senior Manager,356400.0,0,Married,Has Car,0_child
33,Self Enquiry,2,1320.0,Small Business,male,2.0,4.0,Basic,3.0,7,1,2,Executive,253515.0,1,Single,No Car,1_child
45,Company Invited,2,600.0,Small Business,male,3.0,5.0,Deluxe,3.0,12,0,1,Manager,345045.0,0,Single,No Car,1_child
52,Company Invited,2,480.0,Small Business,female,3.0,4.0,Basic,3.0,3,0,1,Executive,325620.0,0,Divorced,Has Car,2_child
40,Self Enquiry,2,1920.0,Small Business,male,3.0,5.0,Deluxe,3.0,5,0,1,Manager,429990.0,0,Divorced,Has Car,1_child
35,Self Enquiry,3,600.0,Small Business,male,3.0,4.0,Basic,3.0,nan,0,1,Executive,408180.0,0,Divorced,No Car,1_child
20,Self Enquiry,2,480.0,Small Business,male,3.0,4.0,Basic,3.0,7,0,2,Executive,300000.0,1,Single,No Car,1_child
40,Self Enquiry,2,1980.0,Small Business,female,3.0,5.0,Deluxe,3.0,3,0,2,Manager,340000.0,0,Married,No Car,1_child
36,Self Enquiry,2,1740.0,Small Business,male,3.0,5.0,Deluxe,3.0,8,0,2,Manager,400000.0,0,Married,No Car,1_child
32,Self Enquiry,2,840.0,Small Business,male,3.0,4.0,Deluxe,3.0,2,0,2,Manager,366045.0,0,Married,Has Car,1_child
49,Self Enquiry,2,660.0,Small Business,male,3.0,4.0,Standard,3.0,2,0,2,Senior Manager,386355.0,0,Divorced,No Car,1_child
38,Self Enquiry,3,900.0,Small Business,female,3.0,4.0,Deluxe,3.0,2,0,2,Executive,323880.0,0,Married,Has Car,1_child
42,Self Enquiry,1,900.0,Salaried,male,4.0,4.0,Basic,3.0,7,0,2,Executive,362415.0,0,Divorced,Has Car,1_child
50,Company Invited,2,720.0,Salaried,male,4.0,4.0,King,3.0,nan,0,1,VP,500000.0,0,Divorced,No Car,1_child
43,Company Invited,1,2100.0,Salaried,male,3.0,4.0,Deluxe,3.0,3,0,2,Manager,328755.0,0,Married,No Car,1_child
50,Self Enquiry,1,660.0,Small Business,male,3.0,4.0,Deluxe,3.0,5,0,2,Manager,376485.0,0,Single,Has Car,1_child
52,Self Enquiry,1,660.0,Salaried,female,3.0,4.0,Deluxe,3.0,5,0,2,Manager,346455.0,0,Single,No Car,1_child
49,Self Enquiry,1,540.0,Salaried,male,3.0,4.0,Deluxe,3.0,20,0,1,Manager,400000.0,0,Single,No Car,1_child
28,Company Invited,2,900.0,Salaried,male,3.0,5.0,Standard,3.0,2,1,2,Senior Manager,400000.0,0,Married,No Car,1_child
51,Self Enquiry,2,720.0,Small Business,male,3.0,5.0,Deluxe,3.0,3,0,1,Manager,363330.0,0,Single,No Car,1_child
35,Self Enquiry,2,1920.0,Small Business,male,3.0,4.0,Deluxe,3.0,3,0,2,Manager,355440.0,0,Single,No Car,1_child
38,Self Enquiry,2,720.0,Salaried,male,3.0,4.0,Standard,3.0,12,0,2,Senior Manager,419880.0,1,Single,Has Car,1_child
53,Self Enquiry,2,720.0,Small Business,male,3.0,4.0,Deluxe,3.0,3,0,2,Manager,370950.0,0,Divorced,No Car,1_child
39,Self Enquiry,3,840.0,Large Business,male,2.0,5.0,Standard,4.0,7,0,3,Executive,349320.0,0,Single,Has Car,1_child
37,Company Invited,2,600.0,Small Business,male,2.0,5.0,Deluxe,3.0,2,0,3,Manager,352755.0,0,Single,No Car,1_child
30,Self Enquiry,3,480.0,Small Business,male,2.0,5.0,Basic,3.0,2,0,3,Executive,312795.0,0,Single,Has Car,1_child
35,Self Enquiry,2,540.0,Small Business,female,2.0,5.0,Deluxe,3.0,3,0,4,Manager,329925.0,0,Married,No Car,1_child
41,Self Enquiry,2,840.0,Small Business,male,3.0,4.0,Deluxe,4.0,8,0,2,Manager,366450.0,0,Single,Has Car,1_child
38,Self Enquiry,2,840.0,Small Business,male,3.0,4.0,Deluxe,3.0,12,0,2,Manager,324405.0,0,Single,No Car,1_child
53,Self Enquiry,2,960.0,Small Business,male,3.0,4.0,Deluxe,3.0,5,0,2,Manager,300000.0,0,Married,No Car,1_child
40,Company Invited,2,840.0,Small Business,female,3.0,4.0,Deluxe,3.0,2,0,1,Manager,300000.0,0,Divorced,No Car,1_child
37,Self Enquiry,2,900.0,Salaried,male,3.0,4.0,Deluxe,3.0,5,0,2,Manager,380850.0,0,Single,Has Car,2_child
43,Company Invited,2,1860.0,Small Business,male,3.0,4.0,Deluxe,3.0,20,0,2,Manager,330000.0,0,Divorced,No Car,1_child
33,Self Enquiry,2,360.0,Small Business,male,3.0,4.0,Standard,3.0,2,0,1,Senior Manager,345195.0,0,Divorced,Has Car,2_child
48,Self Enquiry,2,540.0,Small Business,male,3.0,4.0,Deluxe,3.0,2,0,2,Manager,342105.0,0,Single,No Car,1_child
46,Self Enquiry,2,960.0,Salaried,male,3.0,4.0,Deluxe,4.0,20,0,1,AVP,560000.0,0,Divorced,Has Car,2_child
38,Self Enquiry,2,2040.0,Salaried,male,3.0,4.0,Deluxe,3.0,3,0,2,Manager,300000.0,0,Married,No Car,1_child
30,Company Invited,2,540.0,Small Business,male,3.0,5.0,Deluxe,3.0,20,0,2,AVP,363465.0,0,Married,Has Car,1_child
24,Self Enquiry,2,1440.0,Small Business,male,3.0,4.0,Basic,3.0,2,0,1,Executive,250000.0,0,Divorced,No Car,2_child
56,Self Enquiry,2,1620.0,Small Business,male,3.0,4.0,Deluxe,3.0,7,0,1,Manager,333555.0,0,Single,No Car,1_child
36,Self Enquiry,2,720.0,Salaried,male,3.0,4.0,Deluxe,3.0,12,0,2,Manager,344880.0,0,Married,No Car,1_child
41,Self Enquiry,2,1620.0,Small Business,male,3.0,4.0,Deluxe,3.0,8,0,2,Manager,347670.0,0,Married,No Car,1_child
38,Self Enquiry,2,1620.0,Small Business,male,3.0,4.0,Deluxe,3.0,3,0,2,AVP,400000.0,0,Single,Has Car,1_child
33,Self Enquiry,2,1980.0,Small Business,female,3.0,4.0,Deluxe,3.0,4,0,2,Manager,311985.0,0,Divorced,No Car,1_child
30,Self Enquiry,2,2100.0,Salaried,female,3.0,4.0,Deluxe,3.0,3,0,2,Manager,364350.0,0,Divorced,No Car,1_child
45,Self Enquiry,2,1320.0,Salaried,male,3.0,4.0,Standard,3.0,2,0,2,AVP,399270.0,0,Married,Has Car,2_child
46,Self Enquiry,2,360.0,Salaried,male,3.0,4.0,Standard,4.0,2,0,1,Senior Manager,379395.0,0,Married,No Car,1_child
26,Self Enquiry,3,960.0,Large Business,female,3.0,4.0,Basic,4.0,2,0,2,Executive,268815.0,0,Married,Has Car,1_child
28,Self Enquiry,3,660.0,Salaried,female,3.0,4.0,Deluxe,3.0,3,0,1,Manager,313860.0,0,Married,Has Car,1_child
44,Company Invited,2,420.0,Small Business,male,3.0,4.0,Standard,3.0,1,0,1,Senior Manager,424695.0,0,Single,Has Car,2_child
56,Self Enquiry,2,540.0,Small Business,male,3.0,4.0,Standard,3.0,2,0,2,Senior Manager,441855.0,0,Married,Has Car,2_child
36,Self Enquiry,2,540.0,Large Business,male,3.0,4.0,Deluxe,3.0,7,0,2,Manager,352335.0,0,Married,No Car,2_child
26,Company Invited,2,540.0,Small Business,male,3.0,4.0,Standard,3.0,2,0,2,Manager,400000.0,0,Single,No Car,1_child
40,Self Enquiry,2,480.0,Small Business,male,3.0,5.0,Deluxe,3.0,3,0,1,Manager,315000.0,0,Married,Has Car,1_child
30,Self Enquiry,2,780.0,Small Business,male,3.0,4.0,Basic,3.0,2,0,2,Executive,324495.0,0,Married,No Car,1_child
40,Self Enquiry,2,2100.0,Small Business,female,3.0,4.0,Deluxe,3.0,5,0,2,Manager,354885.0,0,Divorced,No Car,1_child
49,Self Enquiry,2,420.0,Salaried,male,3.0,4.0,Standard,4.0,2,0,1,Senior Manager,400000.0,0,Single,Has Car,1_child
41,Self Enquiry,2,600.0,Small Business,male,3.0,4.0,Standard,4.0,2,0,2,Senior Manager,392040.0,0,Divorced,Has Car,1_child
23,Self Enquiry,2,480.0,Salaried,male,3.0,4.0,Standard,3.0,8,0,1,Senior Manager,363810.0,1,Married,No Car,1_child
51,Self Enquiry,2,1140.0,Small Business,male,3.0,4.0,Standard,4.0,7,0,2,Senior Manager,462090.0,0,Divorced,No Car,1_child
25,Self Enquiry,2,780.0,Large Business,female,3.0,4.0,Basic,4.0,3,0,1,Executive,266085.0,0,Divorced,No Car,1_child
37,Self Enquiry,2,2040.0,Salaried,male,3.0,4.0,Deluxe,3.0,3,0,2,Manager,346155.0,0,Married,No Car,1_child
