TypeofContact,CityTier,Occupation,NumberOfPersonVisiting,PreferredPropertyStar,Passport,PitchSatisfactionScore,ProdTaken,age,duration,gender,follow,product_pitched,trip_per_year,designation,income,info_1,info_2,info_3
Self Enquiry,2,Salaried,3,3,0,3,0,54,420.0,female,5,Basic,2,Executive,366465.0,Divorced,Has Car,1
Self Enquiry,1,Small Business,3,3,0,2,0,52,660.0,male,6,Basic,12,Executive,331170.0,Married,No Car,1
Self Enquiry,1,Large Business,3,3,0,2,0,43,540.0,male,5,Deluxe,1,VP,535845.0,Divorced,No Car,2
Company Invited,1,Small Business,4,3,0,2,0,31,660.0,male,4,Basic,3,Executive,325725.0,Married,No Car,2
Self Enquiry,2,Small Business,4,3,0,2,0,30,840.0,male,5,Deluxe,3,Manager,350850.0,Married,No Car,1
Company Invited,1,Small Business,1,3,0,4,0,22,1440.0,male,3,Basic,8,Executive,253845.0,Single,No Car,0
Company Invited,1,Small Business,2,3,0,4,0,32,900.0,female,2,Basic,2,Executive,337980.0,Divorced,No Car,1
Self Enquiry,1,Small Business,2,3,0,3,0,24,960.0,male,3,Basic,3,Executive,250905.0,Married,Has Car,1
Self Enquiry,1,Salaried,2,3,0,4,0,49,600.0,female,3,Deluxe,4,Manager,322560.0,Single,No Car,1
Self Enquiry,2,Salaried,2,3,1,1,0,30,540.0,female,3,Deluxe,2,Manager,351285.0,Single,Has Car,0
Company Invited,3,Salaried,2,3,1,2,0,29,900.0,female,3,Standard,2,Senior Manager,382335.0,Single,Has Car,0
Company Invited,2,Salaried,2,3,1,1,0,47,720.0,male,4,Standard,5,Senior Manager,450000.0,Divorced,Has Car,1
Self Enquiry,2,Small Business,2,3,1,2,0,52,420.0,female,3,Standard,2,Senior Manager,365205.0,Married,Has Car,0
Self Enquiry,2,Salaried,2,3,1,2,0,37,960.0,male,3,Standard,12,Senior Manager,344745.0,Married,No Car,0
Self Enquiry,2,Small Business,2,3,1,2,0,30,480.0,male,3,Deluxe,4,Manager,252450.0,Married,No Car,0
Self Enquiry,2,Small Business,3,3,0,4,0,37,1800.0,male,2,Deluxe,4,Manager,332895.0,Married,No Car,2
Company Invited,3,Small Business,2,3,0,3,0,20,900.0,female,1,Basic,2,Executive,311325.0,Married,Has Car,1
Company Invited,2,Small Business,2,3,0,4,0,29,480.0,male,2,Deluxe,5,Manager,465345.0,Married,Has Car,1
Self Enquiry,2,Small Business,2,4,0,3,0,20,900.0,female,2,Basic,8,Executive,314790.0,Divorced,Has Car,1
Self Enquiry,1,Large Business,3,3,0,4,0,34,1020.0,male,5,Deluxe,3,Manager,358875.0,Married,No Car,1
Company Invited,2,Small Business,2,3,0,2,1,33,900.0,female,3,Deluxe,2,Executive,274245.0,Divorced,No Car,0
Self Enquiry,1,Salaried,4,3,0,2,0,38,840.0,female,5,Deluxe,12,Manager,378930.0,Single,No Car,2
Company Invited,1,Salaried,2,3,0,2,0,36,1620.0,male,3,Standard,2,Senior Manager,357570.0,Married,Has Car,0
Self Enquiry,1,Small Business,2,3,0,1,0,38,840.0,male,3,Deluxe,6,Manager,271560.0,Married,No Car,0
Company Invited,1,Salaried,2,3,0,1,0,36,540.0,male,3,Deluxe,4,Manager,327075.0,Divorced,No Car,0
Company Invited,1,Salaried,2,3,0,1,0,36,600.0,male,4,Deluxe,3,Manager,300000.0,Married,No Car,1
Self Enquiry,1,Salaried,2,3,0,1,0,35,540.0,female,3,Basic,4,Executive,264315.0,Divorced,No Car,0
Company Invited,1,Small Business,2,3,0,2,0,30,780.0,male,3,Deluxe,1,Manager,291705.0,Married,No Car,1
Self Enquiry,1,Salaried,2,3,0,2,0,35,660.0,male,3,Deluxe,1,Manager,311100.0,Single,No Car,1
Self Enquiry,1,Large Business,2,3,0,2,1,40,600.0,male,3,Basic,2,Executive,259110.0,Married,No Car,0
Company Invited,1,Large Business,2,3,0,2,0,30,660.0,male,3,Standard,4,Senior Manager,392835.0,Single,No Car,1
Self Enquiry,1,Small Business,2,3,0,2,1,23,840.0,female,3,Basic,2,Executive,260000.0,Married,No Car,1
Self Enquiry,1,Salaried,2,3,0,2,1,40,480.0,male,3,Standard,4,Senior Manager,315930.0,Single,No Car,0
Self Enquiry,1,Small Business,2,3,0,1,0,30,1140.0,male,4,Basic,2,Executive,260805.0,Single,Has Car,1
Company Invited,1,Small Business,2,3,0,2,1,38,1080.0,male,3,Basic,1,Executive,255255.0,Divorced,Has Car,0
Company Invited,1,Small Business,2,4,0,2,0,34,1320.0,male,3,Standard,8,Senior Manager,314730.0,Married,Has Car,0
Company Invited,1,Small Business,2,4,0,2,0,38,1440.0,male,3,Deluxe,1,Manager,300000.0,Married,Has Car,0
Company Invited,1,Small Business,2,3,0,1,0,41,480.0,female,3,Deluxe,5,AVP,388155.0,Single,No Car,0
Company Invited,1,Salaried,2,3,0,1,0,54,1380.0,male,3,Deluxe,4,Manager,344985.0,Divorced,Has Car,0
Company Invited,1,Small Business,2,3,0,2,0,42,480.0,male,4,Standard,2,Senior Manager,360435.0,Single,No Car,1
Self Enquiry,1,Large Business,2,3,0,1,0,37,600.0,male,4,Basic,2,Executive,300000.0,Single,No Car,1
Self Enquiry,1,Small Business,2,3,0,1,0,38,480.0,female,3,Basic,1,Executive,271995.0,Divorced,Has Car,1
Self Enquiry,1,Salaried,2,3,0,2,0,51,420.0,male,3,Deluxe,28,Manager,357060.0,Married,No Car,1
Self Enquiry,1,Salaried,2,3,0,1,0,39,1620.0,male,3,Standard,8,Senior Manager,367845.0,Married,No Car,0
Self Enquiry,1,Salaried,3,3,0,4,0,18,840.0,female,5,Deluxe,12,Manager,317010.0,Single,No Car,1
Company Invited,1,Salaried,3,3,1,1,1,37,540.0,male,6,Basic,5,Executive,323625.0,Divorced,No Car,1
Self Enquiry,2,Salaried,2,3,0,4,0,32,1080.0,female,1,Deluxe,2,Manager,261225.0,Divorced,No Car,1
Self Enquiry,2,Salaried,2,3,0,3,0,29,1440.0,male,3,Deluxe,1,Manager,327900.0,Single,Has Car,1
Company Invited,2,Salaried,3,4,0,3,0,42,1020.0,male,1,Deluxe,7,AVP,430000.0,Single,Has Car,2
Self Enquiry,2,Small Business,3,3,0,4,0,30,960.0,male,5,Basic,6,Executive,554670.0,Single,No Car,2
Self Enquiry,1,Small Business,2,3,0,3,0,31,840.0,female,3,Basic,2,Executive,256830.0,Married,Has Car,1
Self Enquiry,1,Small Business,2,3,0,4,0,40,1440.0,male,2,Basic,2,Executive,356280.0,Divorced,No Car,1
Self Enquiry,1,Small Business,2,3,0,4,0,33,420.0,male,3,Basic,4,Executive,262665.0,Married,No Car,1
Company Invited,1,Small Business,2,3,0,4,0,32,600.0,male,3,Deluxe,3,Manager,314490.0,Married,No Car,1
Self Enquiry,1,Large Business,2,3,0,3,0,38,1080.0,male,1,Basic,1,Executive,266190.0,Married,No Car,1
Company Invited,1,Small Business,2,3,0,5,0,34,1020.0,female,3,Basic,4,Executive,264555.0,Divorced,Has Car,1
Company Invited,2,Small Business,2,3,0,1,0,52,900.0,male,3,Deluxe,6,AVP,473055.0,Divorced,Has Car,1
Self Enquiry,2,Salaried,2,3,0,2,0,47,780.0,male,3,Standard,2,Senior Manager,474180.0,Single,Has Car,1
Company Invited,1,Large Business,2,3,1,2,0,34,1800.0,female,3,Deluxe,3,Manager,341220.0,Married,No Car,0
Company Invited,1,Small Business,2,3,1,2,1,34,420.0,male,3,Basic,1,Executive,300000.0,Married,No Car,1
Company Invited,1,Salaried,2,4,1,2,1,45,480.0,male,3,Basic,16,Executive,278370.0,Married,No Car,1
Self Enquiry,1,Large Business,2,3,1,2,1,38,420.0,male,3,Basic,7,Executive,277185.0,Single,Has Car,0
Self Enquiry,1,Salaried,2,4,1,1,0,49,540.0,male,3,King,6,VP,532755.0,Married,Has Car,1
Self Enquiry,1,Small Business,2,3,1,1,0,49,600.0,male,4,Deluxe,3,Manager,323250.0,Married,No Car,1
Self Enquiry,1,Salaried,2,3,1,1,0,48,1260.0,male,3,Deluxe,4,Manager,330315.0,Divorced,No Car,1
Self Enquiry,1,Small Business,2,3,0,2,0,38,600.0,male,3,Basic,2,Executive,273210.0,Divorced,No Car,0
Self Enquiry,1,Salaried,2,3,0,4,0,21,960.0,male,1,Basic,2,Executive,260000.0,Single,No Car,1
Self Enquiry,1,Salaried,2,3,0,3,0,41,540.0,female,2,Deluxe,5,Manager,318705.0,Divorced,Has Car,1
Self Enquiry,1,Salaried,2,3,0,4,0,44,1920.0,male,3,Deluxe,3,Manager,300000.0,Married,No Car,1
Self Enquiry,3,Small Business,2,3,0,2,0,41,900.0,male,4,Deluxe,3,AVP,500000.0,Single,Has Car,1
Self Enquiry,1,Small Business,4,3,0,1,0,46,1920.0,male,5,Deluxe,3,Manager,378015.0,Divorced,No Car,2
Self Enquiry,1,Small Business,4,3,0,2,0,40,720.0,male,5,Deluxe,2,Manager,373755.0,Single,Has Car,1
Self Enquiry,2,Large Business,2,3,0,3,1,51,420.0,male,4,Deluxe,1,AVP,509865.0,Divorced,Has Car,1
Self Enquiry,2,Large Business,3,3,0,3,0,51,480.0,male,5,King,20,VP,513105.0,Married,Has Car,2
Self Enquiry,2,Small Business,3,3,0,4,0,27,1800.0,male,5,Basic,3,Executive,369420.0,Divorced,Has Car,2
Self Enquiry,2,Large Business,3,3,0,3,0,22,960.0,female,5,Basic,3,Executive,308550.0,Married,No Car,2
Self Enquiry,3,Small Business,3,3,0,3,0,30,1500.0,female,4,Basic,2,Executive,323910.0,Divorced,Has Car,1
Company Invited,3,Small Business,3,3,0,3,0,29,900.0,female,4,Basic,3,Executive,422685.0,Married,Has Car,1
Self Enquiry,2,Salaried,3,4,0,3,0,42,480.0,male,4,Basic,7,Executive,315540.0,Married,Has Car,1
Self Enquiry,2,Salaried,3,3,0,3,0,40,420.0,male,4,Basic,2,Executive,259905.0,Divorced,Has Car,1
Company Invited,3,Salaried,4,3,0,1,0,36,420.0,male,4,Standard,2,Senior Manager,331260.0,Married,No Car,1
Self Enquiry,3,Salaried,4,3,0,1,0,39,420.0,female,4,Deluxe,3,Manager,360000.0,Divorced,No Car,2
Self Enquiry,2,Large Business,4,3,0,2,0,35,1920.0,female,4,Deluxe,5,Manager,300000.0,Divorced,Has Car,2
Company Invited,2,Salaried,3,3,0,3,0,21,900.0,female,5,Deluxe,3,Manager,327300.0,Single,Has Car,2
Company Invited,2,Small Business,3,4,1,3,1,31,1020.0,female,4,Basic,12,Executive,270000.0,Divorced,Has Car,0
Self Enquiry,2,Salaried,3,3,0,4,0,56,660.0,male,6,King,3,VP,509250.0,Married,Has Car,1
Self Enquiry,1,Small Business,3,3,0,3,0,58,540.0,female,5,Deluxe,4,Manager,364965.0,Married,No Car,1
Self Enquiry,1,Small Business,3,3,0,3,0,32,360.0,male,4,Basic,3,Executive,426225.0,Married,No Car,0
Self Enquiry,1,Small Business,3,3,0,4,0,57,420.0,male,4,Standard,5,Senior Manager,391305.0,Married,No Car,1
Self Enquiry,1,Small Business,3,3,0,3,0,26,840.0,male,4,Standard,2,Senior Manager,351735.0,Married,No Car,1
Self Enquiry,1,Large Business,3,3,0,3,0,24,480.0,male,4,Basic,2,Executive,326625.0,Married,No Car,1
Company Invited,1,Small Business,3,3,0,4,0,37,480.0,female,5,Basic,3,Executive,370350.0,Single,No Car,1
Self Enquiry,2,Small Business,2,5,0,3,0,54,720.0,male,3,Super Deluxe,4,AVP,461220.0,Married,No Car,0
Self Enquiry,2,Large Business,2,4,0,3,0,33,420.0,female,3,Standard,5,Senior Manager,355905.0,Divorced,No Car,0
Company Invited,2,Small Business,2,4,0,3,0,52,540.0,female,3,Standard,1,Senior Manager,400000.0,Single,No Car,0
Self Enquiry,3,Small Business,2,5,0,3,0,26,960.0,male,3,Basic,2,Executive,270000.0,Married,Has Car,0
Company Invited,2,Large Business,2,4,0,3,0,52,720.0,male,3,Standard,1,Senior Manager,400000.0,Single,Has Car,0
Company Invited,2,Small Business,2,4,0,3,0,29,900.0,male,3,Basic,8,Executive,267660.0,Single,No Car,0
Self Enquiry,3,Small Business,2,4,0,3,0,34,660.0,female,3,Standard,1,Senior Manager,359070.0,Married,No Car,0
Company Invited,2,Small Business,2,4,0,3,0,37,960.0,female,3,Basic,2,Executive,262095.0,Divorced,No Car,0
Company Invited,1,Small Business,2,4,0,4,1,38,600.0,male,3,Basic,1,Executive,265680.0,Married,Has Car,0
Company Invited,3,Small Business,2,4,0,3,1,31,1080.0,male,3,Deluxe,4,Manager,274185.0,Divorced,No Car,0
Self Enquiry,1,Small Business,2,4,0,3,1,40,960.0,male,3,Basic,2,Executive,260925.0,Divorced,Has Car,0
Self Enquiry,2,Small Business,2,5,0,3,1,31,420.0,male,3,Standard,1,Senior Manager,408900.0,Married,Has Car,0
Company Invited,2,Small Business,2,4,0,3,0,28,960.0,female,3,Basic,2,Executive,253215.0,Divorced,No Car,0
Self Enquiry,1,Small Business,2,4,0,4,0,41,900.0,female,3,Basic,2,Executive,268560.0,Divorced,Has Car,0
Company Invited,1,Large Business,2,4,0,3,1,26,420.0,male,3,Standard,1,Senior Manager,350775.0,Single,Has Car,0
Self Enquiry,1,Salaried,3,3,0,3,1,40,480.0,male,4,Basic,3,Executive,350385.0,Divorced,Has Car,1
Company Invited,1,Salaried,3,4,0,4,0,50,720.0,female,4,Standard,8,Senior Manager,400000.0,Married,Has Car,0
Self Enquiry,1,Salaried,3,3,0,4,0,35,540.0,male,4,Basic,7,Executive,352605.0,Divorced,No Car,0
Self Enquiry,1,Salaried,3,3,0,3,0,48,420.0,male,4,Standard,5,Senior Manager,371505.0,Married,Has Car,0
Company Invited,1,Salaried,3,4,0,3,0,47,1080.0,female,4,Standard,2,Senior Manager,389820.0,Single,Has Car,0
Self Enquiry,1,Salaried,3,3,0,3,0,32,1140.0,male,4,Deluxe,3,Manager,338700.0,Divorced,No Car,0
Self Enquiry,1,Salaried,3,3,0,4,1,49,780.0,male,4,Basic,3,Executive,300000.0,Single,No Car,1
Self Enquiry,1,Salaried,2,3,1,1,0,60,660.0,female,3,Deluxe,3,AVP,483255.0,Divorced,No Car,0
Company Invited,1,Salaried,2,3,1,1,0,54,600.0,male,3,King,2,VP,479070.0,Married,Has Car,1
Company Invited,1,Salaried,2,4,0,3,0,46,480.0,male,4,Standard,4,Senior Manager,433890.0,Married,No Car,0
Company Invited,2,Salaried,2,5,0,4,1,30,480.0,male,3,Basic,3,Executive,264705.0,Single,Has Car,0
Company Invited,1,Salaried,2,4,0,4,0,30,960.0,male,3,Standard,1,Senior Manager,362640.0,Single,Has Car,0
Self Enquiry,3,Salaried,2,4,0,3,0,31,420.0,male,3,Standard,2,Senior Manager,357420.0,Married,Has Car,0
Company Invited,1,Salaried,2,4,0,4,0,34,480.0,female,4,Standard,2,Senior Manager,372165.0,Divorced,Has Car,0
Self Enquiry,1,Salaried,2,4,0,3,0,38,900.0,female,3,Basic,4,Executive,265920.0,Single,No Car,0
Self Enquiry,1,Salaried,2,4,0,5,0,52,1020.0,male,3,Deluxe,1,AVP,412140.0,Divorced,Has Car,0
Company Invited,1,Salaried,2,4,0,3,0,48,480.0,female,3,Standard,4,Senior Manager,391035.0,Single,No Car,0
Company Invited,1,Salaried,2,4,0,4,0,60,900.0,male,3,Deluxe,5,AVP,374025.0,Divorced,Has Car,0
Self Enquiry,1,Salaried,4,4,0,4,1,22,600.0,female,5,Basic,8,Executive,323850.0,Divorced,No Car,3
Company Invited,3,Small Business,3,4,0,4,0,46,420.0,female,4,Basic,4,Executive,263265.0,Single,No Car,0
Company Invited,3,Small Business,3,4,0,3,0,33,840.0,female,4,Basic,1,Executive,254295.0,Divorced,No Car,0
Self Enquiry,2,Salaried,2,4,1,3,0,36,480.0,female,3,Standard,5,Senior Manager,379140.0,Single,No Car,0
Company Invited,1,Salaried,2,4,1,4,0,52,780.0,male,3,Deluxe,1,Manager,318720.0,Divorced,No Car,0
Company Invited,3,Salaried,2,4,1,3,1,47,660.0,male,3,Standard,1,Senior Manager,355950.0,Single,Has Car,0
Company Invited,1,Salaried,2,4,1,3,0,55,420.0,male,3,Standard,4,Senior Manager,370000.0,Divorced,Has Car,0
Company Invited,1,Salaried,3,3,1,4,1,43,1620.0,male,4,Basic,5,Executive,311820.0,Divorced,No Car,1
Self Enquiry,1,Small Business,2,4,0,3,0,28,900.0,male,4,Basic,7,Executive,310000.0,Single,No Car,1
Company Invited,1,Small Business,2,4,0,4,0,44,480.0,female,4,Basic,5,Executive,321225.0,Married,Has Car,0
Self Enquiry,2,Salaried,4,4,0,2,0,20,1860.0,male,4,Deluxe,3,Manager,363240.0,Married,No Car,1
Self Enquiry,2,Small Business,4,3,0,2,0,22,660.0,female,5,Basic,2,Executive,495345.0,Single,No Car,1
Self Enquiry,2,Small Business,4,3,0,2,0,28,1080.0,female,5,Deluxe,2,Senior Manager,448110.0,Married,Has Car,1
Self Enquiry,2,Small Business,3,3,0,4,0,32,720.0,male,4,Basic,6,Executive,303285.0,Single,No Car,2
Self Enquiry,2,Small Business,3,3,0,3,0,30,1500.0,male,5,Deluxe,3,Manager,400000.0,Married,No Car,1
Self Enquiry,2,Small Business,3,3,0,3,0,33,1680.0,female,5,Deluxe,12,Manager,371280.0,Single,No Car,1
Self Enquiry,2,Small Business,3,3,0,4,0,40,1860.0,male,4,Standard,2,Senior Manager,324900.0,Divorced,No Car,1
Self Enquiry,1,Large Business,4,3,0,1,0,25,960.0,male,5,Basic,3,Executive,314730.0,Married,Has Car,2
Self Enquiry,3,Salaried,3,3,0,3,0,31,780.0,male,4,Deluxe,3,Manager,370000.0,Divorced,Has Car,1
Company Invited,3,Small Business,3,3,1,3,1,20,960.0,female,4,Basic,3,Executive,326625.0,Single,No Car,1
Company Invited,2,Small Business,1,3,0,4,1,23,1380.0,male,3,Basic,2,Executive,240000.0,Single,Has Car,0
Company Invited,2,Salaried,1,3,0,4,1,32,1860.0,male,1,Basic,8,Executive,253845.0,Married,Has Car,0
Self Enquiry,2,Salaried,1,3,0,3,0,34,1260.0,female,1,Standard,5,Senior Manager,328320.0,Married,Has Car,0
Company Invited,2,Small Business,1,3,1,3,1,27,1080.0,male,1,Basic,2,Executive,257895.0,Married,Has Car,0
Company Invited,2,Salaried,1,5,1,4,0,52,480.0,female,4,Deluxe,2,AVP,557415.0,Married,Has Car,0
Self Enquiry,1,Large Business,4,3,0,2,0,37,480.0,male,4,Basic,7,Executive,321030.0,Married,Has Car,3
Self Enquiry,1,Small Business,3,3,1,3,0,37,480.0,male,4,Basic,3,Executive,338505.0,Married,Has Car,2
Self Enquiry,1,Salaried,3,3,0,5,0,51,540.0,male,3,King,6,VP,572580.0,Married,Has Car,0
Company Invited,2,Small Business,4,3,0,2,0,25,900.0,female,5,Basic,12,Executive,350000.0,Married,Has Car,2
Self Enquiry,1,Salaried,3,3,0,4,0,40,420.0,male,6,Standard,7,Senior Manager,509760.0,Married,No Car,2
Company Invited,1,Salaried,4,3,0,2,0,36,480.0,female,5,Basic,4,Executive,326445.0,Married,No Car,3
Self Enquiry,2,Salaried,1,3,0,4,0,38,960.0,female,3,Deluxe,2,Manager,200000.0,Single,Has Car,0
Self Enquiry,3,Small Business,3,4,0,3,0,50,900.0,female,4,Deluxe,7,Manager,415905.0,Single,No Car,1
Self Enquiry,3,Salaried,2,3,1,1,0,27,960.0,male,3,Deluxe,3,Manager,354330.0,Single,No Car,1
Self Enquiry,3,Salaried,1,4,0,4,0,45,960.0,female,3,Deluxe,4,AVP,521745.0,Single,Has Car,0
Self Enquiry,1,Small Business,3,3,0,3,0,58,480.0,male,4,Deluxe,7,AVP,505860.0,Divorced,Has Car,2
Self Enquiry,2,Small Business,3,3,0,3,0,31,540.0,female,5,Deluxe,4,Manager,261600.0,Divorced,No Car,0
Company Invited,2,Small Business,3,3,0,3,0,29,660.0,male,5,Deluxe,2,Manager,336435.0,Single,No Car,1
Self Enquiry,2,Large Business,3,4,0,4,1,36,660.0,male,5,Basic,6,Executive,300000.0,Married,Has Car,1
Company Invited,3,Small Business,3,3,0,5,0,53,1260.0,male,5,Standard,5,Senior Manager,393225.0,Single,Has Car,1
Self Enquiry,1,Salaried,3,3,1,3,1,52,960.0,male,4,Basic,7,Executive,537795.0,Married,Has Car,2
Self Enquiry,2,Small Business,3,3,1,3,0,36,1980.0,female,4,Deluxe,3,Manager,350000.0,Married,Has Car,1
Self Enquiry,2,Small Business,4,3,0,3,0,46,1920.0,female,4,Deluxe,2,Manager,355110.0,Divorced,Has Car,1
Self Enquiry,2,Salaried,3,3,0,4,0,36,900.0,male,5,Basic,3,Executive,300000.0,Married,No Car,1
Company Invited,3,Salaried,3,4,0,3,0,44,420.0,male,5,Deluxe,12,Manager,325380.0,Divorced,Has Car,1
Company Invited,2,Salaried,3,3,0,4,0,41,480.0,male,5,Deluxe,12,Manager,350640.0,Single,No Car,1
Self Enquiry,2,Salaried,3,3,0,4,1,40,780.0,male,5,Deluxe,3,Manager,307770.0,Divorced,Has Car,1
Self Enquiry,1,Salaried,3,5,0,2,0,41,480.0,female,5,Deluxe,3,AVP,500000.0,Married,No Car,0
Self Enquiry,2,Salaried,3,3,1,3,0,43,660.0,male,5,Deluxe,3,Manager,424605.0,Married,Has Car,1
Company Invited,1,Small Business,3,3,0,3,0,40,540.0,male,5,Deluxe,7,Manager,327090.0,Single,Has Car,1
Company Invited,2,Salaried,4,3,0,2,0,51,660.0,male,5,Deluxe,3,Manager,356595.0,Single,No Car,1
Self Enquiry,1,Salaried,3,3,0,3,0,45,840.0,male,5,Deluxe,3,Manager,300000.0,Married,No Car,1
Company Invited,1,Salaried,3,4,0,4,0,41,360.0,female,5,Standard,1,Senior Manager,443070.0,Divorced,No Car,1
Self Enquiry,2,Small Business,3,3,0,4,0,54,1500.0,female,5,Deluxe,3,Manager,348495.0,Married,No Car,1
Self Enquiry,2,Small Business,3,3,0,3,0,33,660.0,female,5,Deluxe,3,Manager,333825.0,Married,No Car,1
Self Enquiry,1,Salaried,4,3,0,2,0,55,420.0,male,5,Basic,3,Executive,369750.0,Married,Has Car,2
Self Enquiry,1,Salaried,3,3,0,4,0,37,1080.0,male,5,Deluxe,2,Manager,299895.0,Married,No Car,1
Self Enquiry,1,Salaried,3,3,0,4,0,45,420.0,male,5,Deluxe,2,Manager,399450.0,Married,No Car,1
Self Enquiry,1,Salaried,3,3,0,4,0,23,360.0,female,5,Basic,3,Executive,349305.0,Married,Has Car,2
Self Enquiry,2,Small Business,3,3,0,3,0,53,1680.0,female,4,Deluxe,5,Senior Manager,451575.0,Married,Has Car,2
Self Enquiry,1,Small Business,4,3,0,4,0,40,660.0,female,5,Basic,5,Executive,317580.0,Married,Has Car,1
Self Enquiry,2,Salaried,4,3,0,4,0,41,1980.0,male,5,Deluxe,5,Manager,340000.0,Single,No Car,1
Company Invited,1,Salaried,4,3,0,2,0,36,1860.0,male,5,Deluxe,3,Manager,330000.0,Married,No Car,2
Self Enquiry,2,Salaried,1,5,1,1,0,55,900.0,male,4,Deluxe,2,AVP,544125.0,Divorced,Has Car,0
Self Enquiry,3,Salaried,3,3,0,3,0,58,780.0,male,4,King,8,VP,551265.0,Married,No Car,1
Self Enquiry,1,Small Business,3,4,0,4,0,36,720.0,female,5,Basic,7,Executive,300000.0,Married,No Car,0
Self Enquiry,1,Large Business,4,3,0,5,0,54,540.0,female,4,Standard,5,Senior Manager,457125.0,Married,Has Car,1
Self Enquiry,1,Salaried,4,3,0,5,0,58,420.0,female,4,Deluxe,5,Manager,400000.0,Married,Has Car,1
Self Enquiry,1,Small Business,4,3,0,3,0,43,1560.0,female,4,Deluxe,5,AVP,559050.0,Married,No Car,1
Self Enquiry,1,Small Business,4,3,0,4,0,40,600.0,male,5,Deluxe,3,Manager,324360.0,Married,Has Car,2
Self Enquiry,1,Salaried,2,3,0,5,0,57,480.0,male,3,King,16,VP,545985.0,Married,Has Car,1
Self Enquiry,1,Salaried,2,3,0,3,0,46,840.0,male,4,Standard,5,Senior Manager,364665.0,Single,No Car,0
Company Invited,3,Small Business,2,3,0,4,0,27,840.0,female,3,Basic,2,Executive,255750.0,Divorced,Has Car,0
Self Enquiry,2,Small Business,2,3,0,4,0,33,1020.0,male,3,Deluxe,5,Manager,370995.0,Married,Has Car,0
Company Invited,2,Small Business,2,3,0,4,1,25,960.0,male,3,Basic,12,Executive,270405.0,Single,No Car,0
Company Invited,3,Small Business,1,4,0,2,0,43,960.0,female,3,Deluxe,1,AVP,520935.0,Single,Has Car,0
Self Enquiry,2,Small Business,3,3,0,3,0,34,1920.0,female,5,Deluxe,3,Manager,414270.0,Single,Has Car,1
Self Enquiry,2,Salaried,2,3,0,4,0,32,1380.0,male,3,King,1,VP,320115.0,Single,No Car,1
Self Enquiry,2,Small Business,2,3,1,3,0,22,480.0,male,3,Basic,2,Executive,263250.0,Married,Has Car,1
Self Enquiry,2,Small Business,3,3,0,5,0,44,2040.0,male,4,Deluxe,2,Manager,358950.0,Married,No Car,1
Company Invited,2,Small Business,3,3,0,3,0,23,780.0,female,4,Basic,2,Executive,308520.0,Divorced,Has Car,1
Self Enquiry,3,Small Business,3,4,0,4,0,32,780.0,female,4,Deluxe,5,Manager,327000.0,Married,Has Car,1
Self Enquiry,2,Small Business,3,3,0,3,0,38,2040.0,male,4,Deluxe,3,Manager,340000.0,Married,Has Car,1
Self Enquiry,3,Small Business,3,4,0,3,1,29,780.0,female,4,Basic,3,Executive,300000.0,Divorced,No Car,1
Self Enquiry,2,Small Business,3,3,0,4,0,42,1860.0,male,4,Deluxe,2,Manager,353820.0,Single,No Car,1
Company Invited,3,Small Business,3,4,0,3,0,47,1620.0,male,4,Deluxe,2,Manager,404625.0,Single,Has Car,2
Company Invited,3,Small Business,3,3,0,3,0,40,540.0,male,4,Deluxe,2,Manager,311250.0,Married,Has Car,1
Self Enquiry,2,Salaried,2,3,1,5,1,50,540.0,female,3,Deluxe,5,AVP,400000.0,Married,Has Car,0
Company Invited,2,Salaried,3,3,0,4,0,45,780.0,male,4,Deluxe,5,Manager,300765.0,Married,No Car,1
Self Enquiry,2,Salaried,3,4,0,3,0,30,600.0,male,5,Deluxe,3,Manager,338700.0,Married,No Car,1
Self Enquiry,2,Salaried,3,3,0,4,0,30,1560.0,male,4,Deluxe,3,Manager,400000.0,Married,No Car,1
Self Enquiry,2,Salaried,3,3,0,3,0,24,840.0,female,4,Basic,5,Executive,310000.0,Married,No Car,1
Self Enquiry,2,Salaried,3,3,0,4,0,32,1740.0,female,4,Deluxe,5,Manager,312330.0,Married,No Car,1
Self Enquiry,1,Small Business,2,3,0,3,0,35,900.0,male,4,Basic,2,Executive,256650.0,Married,Has Car,0
Company Invited,1,Small Business,2,3,0,4,0,29,960.0,female,3,Basic,1,Executive,255690.0,Married,No Car,0
Company Invited,2,Salaried,2,3,0,3,0,19,720.0,male,3,Standard,2,Senior Manager,371025.0,Single,Has Car,0
Self Enquiry,1,Salaried,2,3,0,3,0,34,960.0,male,4,King,3,Executive,300000.0,Married,No Car,1
Self Enquiry,2,Salaried,3,4,1,4,0,28,540.0,male,4,Deluxe,2,Manager,301365.0,Married,No Car,1
Self Enquiry,2,Small Business,4,3,0,5,0,53,480.0,male,5,Deluxe,3,Manager,384120.0,Divorced,Has Car,1
Self Enquiry,1,Large Business,3,3,0,4,0,34,540.0,male,4,Basic,5,Executive,313740.0,Divorced,Has Car,1
Self Enquiry,1,Small Business,3,3,0,3,0,46,420.0,male,4,Basic,16,Executive,341520.0,Married,Has Car,2
Self Enquiry,1,Small Business,3,3,0,3,0,38,420.0,male,4,Basic,7,Executive,322845.0,Married,No Car,2
Self Enquiry,1,Small Business,3,3,0,3,0,46,420.0,female,4,Standard,3,Senior Manager,393780.0,Married,No Car,1
