,id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,customer_info,AgeInt
1647,5136,,Self Enquiry,1,9分,Small Business,MALE,2.0,3.0,DELUXE,3.0,1,0,2,Manager,267885.0,結婚済み 車未所持 子供1人,
1648,5137,43歳,Company Invited,1,32分,Salaried,Male,3.0,2.0,Standard,3.0,6,0,2,Senior Manager,513825.0,結婚済み、自動車未所有、こども2人,43.0
1649,5138,,Self Enquiry,1,1200秒,Small Business,Ｍａｌｅ,2.0,2.0,Deluxe,3.0,6,0,2,Manager,月収30.0万円,結婚済み 自動車未所有 子供1人,
1650,5139,53歳,Self Enquiry,1,540秒,Salaried,Male,2.0,2.0,Deluxe,3.0,7,0,2,Manager,362280.0,結婚済み	乗用車なし	こども1人,53.0
1651,5140,33歳,Self Enquiry,1,15分,Salaried,Male,2.0,3.0,king,4.0,年に7回,0,2,VP,510990.0,独身/自動車未所有/こども1人,33.0
1652,5141,33歳,Company Invited,1,,Small Business,Female,2.0,,Deluxe,3.0,1,0,2,Manager,296265.0,独身／自動車所有／子供1人,33.0
1653,5142,,Self Enquiry,1,11分,Salaried,Male,2.0,3.0,DELUXE,3.0,1,0,2,Manager,322335.0,結婚済み 自動車未所有 子供1人,
1654,5143,46歳,Self Enquiry,2,11分,Salaried,Male,2.0,5.0,King,5.0,2,1,2,VP,475335.0,結婚済み 自動車所有 子供の数不明,46.0
1655,5144,52歳,Company Invited,2,19分,Small Business,Male,3.0,5.0,Super Deluxe,3.0,5,0,1,AVP,480765.0,独身	車所持	子供なし,52.0
1656,5145,４５歳,Company Invited,2,14分,Small Business,Male,3.0,1.0,Basic,3.0,年に2回,0,4,Executive,月収26.0万円,独身 自動車未所有 子供2人,45.0
1657,5146,二十六歳,Self Enquiry,1,,Small Business,male,2.0,3.0,Basic,3.0,四半期に1回,1,2,Executive,月収26.0万円,"独身
車未所持
子供有り(1人)",26.0
1658,5147,55歳,Self Enquiry,1,33分,Small Business,Male,2.0,3.0,Standard,3.0,5,1,1,Senior Manager,月収31.0万円,結婚済み 自家用車あり 子供1人,55.0
1659,5148,26歳,Company Invited,1,480秒,Small Business,MALE,2.0,1.0,Basic,3.0,1,1,2,Executive,265890.0,結婚済み/車未所持／こども1人,26.0
1660,5149,36歳,Company Invited,1,15分,Salaried,Female,2.0,3.0,Standard,3.0,2,1,2,Senior Manager,月収40.0万円,独身　自動車未所有　こども1人,36.0
1661,5150,28歳,Company Invited,1,11分,Small Business,female,3.0,6.0,Basic,3.0,2,0,2,Executive,256620.0,独身/車未所持/子供有り(2人),28.0
1662,5151,31才,Self Enquiry,1,11分,Small Business,Male,3.0,6.0,Basic,3.0,年に2回,0,2,Executive,305850.0,結婚済み　自動車未所有　子供2人,31.0
1663,5152,48歳,Company Invited,3,960秒,Salaried,female,2.0,5.0,Standard,4.0,年に4回,1,2,Senior Manager,350235.0,未婚、車所持、子供なし,48.0
1664,5153,28歳,Company Invited,2,900秒,Small Business,Male,2.0,4.0,Basic,4.0,年に1回,0,3,Executive,263820.0,独身	自動車所有	非育児家庭,28.0
1665,5154,48歳,Self Enquiry,1,7分,Large Business,female,2.0,4.0,Standard,4.0,2,0,5,Senior Manager,374880.0,結婚済み 車所持 子供無し,48.0
1666,5155,32歳,Self Enquiry,1,900秒,Small Business,FEMALE,2.0,4.0,Standard,4.0,年に3回,0,3,Senior Manager,414420.0,独身、車所持、子供なし,32.0
1667,5156,48歳,Company Invited,1,8分,Small Business,male,3.0,1.0,Basic,3.0,5,0,3,Executive,332040.0,離婚済み、車未所持、子供2人,48.0
1668,5157,49歳,Self Enquiry,1,480秒,Large Business,Male,2.0,4.0,Standard,4.0,5,1,4,Senior Manager,389880.0,"結婚済み,自家用車あり,子供無し",49.0
1669,5158,,Self Enquiry,1,480秒,Small Business,Female,2.0,400.0,Basic,4.0,2,1,4,Executive,274740.0,離婚済み 自動車所有 子供なし,
1670,5159,55歳,Self Enquiry,1,12分,Large Business,Female,2.0,4.0,King,5.0,3,1,5,VP,486510.0,結婚済み、自動車未所有、非育児家庭,55.0
1671,5160,五十三歳,Self Enquiry,2,18分,Small Business,Female,2.0,4.0,Standard,5.0,5,1,3,Senior Manager,357090.0,"結婚済み,自家用車なし,子供なし",53.0
1672,5161,54歳,Self Enquiry,1,8分,Large Business,Male,2.0,4.0,Standard,4.0,5,1,3,Senior Manager,379695.0,結婚済み 車保有なし 非育児家庭,54.0
1673,5162,43歳,Company Invited,1,8分,Salaried,Fe Male,3.0,2.0,Standard,4.0,1,0,3,Senior Manager,月収40.0万円,未婚 車未所持 子供2人,43.0
1674,5163,34歳,Self Enquiry,1,10分,Salaried,Female,2.0,4.0,basic,4.0,3,0,3,Executive,388890.0,離婚済み、自家用車あり、子供無し,34.0
1675,5164,51歳,Company Invited,1,5分,Salaried,Male,2.0,4.0,Standard,4.0,2,0,4,Senior Manager,318090.0,結婚済み、自動車所有、子供無し,51.0
1676,5165,４５歳,Company Invited,2,,Small Business,Male,2.0,6.0,Basic,3.0,4,0,4,Executive,月収40.0万円,"独身,車保有なし,子供1人",45.0
1677,5166,59歳,Self Enquiry,1,9分,Small Business,Male,3.0,5.0,Super Deluxe,3.0,年に6回,0,1,AVP,570450.0,離婚済み／車なし／子育て状況不明,59.0
1678,5167,２５歳,Self Enquiry,2,14分,Large Business,Male,2.0,4.0,basic,3.0,2,0,2,Executive,266385.0,"独身
自家用車なし
こども1人",25.0
1679,5168,38歳,Company Invited,2,1080秒,Small Business,MALE,3.0,5.0,Deluxe,3.0,7,0,2,Μαnagеr,316005.0,独身　車所持　こども1人,38.0
1680,5169,三十七歳,Company Invited,2,33分,Small Business,male,3.0,4.0,Deluxe,3.0,3,0,2,Manager,316755.0,離婚済み、車保有なし、子供1人,37.0
1681,5170,３５歳,Self Enquiry,2,420秒,Salaried,Male,3.0,4.0,standard,3.0,2,0,2,Senior Manager,月収40.0万円,結婚済み、車所持、こども1人,35.0
1682,5171,27才,Self Enquiry,2,17分,Small Business,Male,3.0,4.0,Basic,3.0,3,0,1,Executive,315555.0,"離婚済み,乗用車なし,こども1人",27.0
1683,5172,49才,Self Enquiry,2,7分,Salaried,Ｍａｌｅ,3.0,4.0,Basic,3.0,2,0,2,Executive,330345.0,独身/自動車所有/子供1人,49.0
1684,5173,二十七歳,Company Invited,2,13分,Small Business,Male,3.0,5.0,Deluxe,3.0,3,0,2,Manager,329625.0,独身、乗用車なし、こども1人,27.0
1685,5174,37歳,Company Invited,3,35分,Small Business,Female,3.0,4.0,Deluxe,3.0,3,0,2,Manager,366075.0,離婚済み、車未所持、1児,37.0
1686,5175,25才,Self Enquiry,1,16分,Large Business,male,4.0,4.0,Basic,3.0,5,0,2,Executive,311505.0,独身、車未所持、子供1人,25.0
1687,5176,52歳,Company Invited,1,900秒,Small Business,Male,1.0,3.0,Super Deluxe,4.0,2,0,3,AVP,467445.0,"結婚済み、車所持,子供無し",52.0
1688,5177,二十八歳,Company Invited,2,23分,Small Business,Female,1.0,1.0,Basic,4.0,2,0,3,Executive,月収26.0万円,離婚済み/自家用車あり/子供無し,28.0
1689,5178,27才,Company Invited,3,13分,Large Business,Female,1.0,3.0,Standard,4.0,3,0,4,Senior Manager,355365.0,"結婚済み、自動車所有,子供無し",27.0
1690,5179,35歳,Company Invited,2,26分,Small Business,Male,1.0,1.0,Standard,4.0,2,0,3,Senior Manager,319365.0,"結婚済み,自家用車あり,子供無し",35.0
1691,5180,27歳,Self Enquiry,2,1800秒,Small Business,Male,3.0,4.0,Deluxe,3.0,7,1,2,Manager,368610.0,未婚、車未所持、子供1人,27.0
1692,5181,50歳,Company Invited,2,840秒,Small Business,Male,3.0,4.0,Deluxe,3.0,3,1,2,Manager,393165.0,結婚済み、自家用車なし、子供2人,50.0
1693,5182,30代,Self Enquiry,1,14分,Large Business,Male,3.0,4.0,Deluxe,3.0,7,0,1,Manager,444135.0,未婚/乗用車なし/子供有り 2人,35.0
1694,5183,22歳,Self Enquiry,1,7分,Small Business,Male,3.0,4.0,Basic,3.0,3,0,2,Executive,303645.0,独身／車未所持／子供1人,22.0
1695,5184,32才,Self Enquiry,1,8分,Large Business,male,3.0,4.0,Basic,3.0,5,0,2,Executive,325830.0,結婚済み、車未所持、子供1人,32.0
1696,5185,50代,Company Invited,1,25分,Salaried,Female,3.0,5.0,Deluxe,3.0,5,0,2,Manager,368760.0,"結婚済み、車未所持,1児",55.0
1697,5186,35歳,Self Enquiry,2,31分,Small Business,Fe Male,3.0,5.0,Deluxe,3.0,3,1,1,Manager,330960.0,離婚済み／自家用車なし／1児,35.0
1698,5187,22歳,Self Enquiry,2,14分,Small Business,Male,2.0,5.0,Standard,3.0,2,0,4,Senior Manager,月収41.0万円,独身 乗用車なし 子供1人,22.0
1699,5188,38際,Self Enquiry,2,480秒,Small Business,Female,2.0,5.0,Standard,3.0,年に7回,0,3,Senior Manager,349725.0,結婚済み、車所持、こども1人,38.0
1700,5189,50際,Company Invited,2,14分,Salaried,male,3.0,4.0,SUPER DELUXE,3.0,,0,1,AVP,521850.0,独身/車所持/子供2人,50.0
1701,5190,33歳,Self Enquiry,2,10分,Salaried,Male,3.0,4.0,deluxe,3.0,3,0,1,Senior Manager,359670.0,結婚済み／自家用車なし／こども2人,33.0
1702,5191,48歳,Self Enquiry,2,12分,Salaried,Male,3.0,4.0,Deluxe,3.0,8,0,2,Manager,345510.0,結婚済み	自動車未所有	子供1人,48.0
1703,5192,34歳,Self Enquiry,3,9分,Large Business,Ｆｅｍａｌｅ,3.0,4.0,Basic,4.0,2,0,2,Executive,269295.0,離婚済み、車保有、子供2人,34.0
1704,5193,39歳,Self Enquiry,2,840秒,Small Business,Female,3.0,4.0,Deluxe,3.0,5,0,1,Manager,380280.0,"結婚済み
自家用車なし
子供1人",39.0
1705,5194,20代,Self Enquiry,2,34分,Small Business,fe male,3.0,4.0,Deluxe,3.0,3,0,1,Manager,337455.0,未婚 車未所持 子供1人,25.0
1706,5195,43際,Self Enquiry,2,2100秒,Small Business,Male,3.0,4.0,deluxe,3.0,5,0,2,Manager,352125.0,結婚済み、車未所持、こども1人,43.0
1707,5196,４０才,Company Invited,2,960秒,Salaried,Female,3.0,4.0,Deluxe,4.0,3,0,2,Manager,342330.0,結婚済み 自動車所有 こども1人,40.0
1708,5197,50代,Self Enquiry,3,1920秒,Small Business,Ｆｅｍａｌｅ,3.0,4.0,Super 𝙳eluxe,3.0,3,0,2,AVP,416865.0,"独身,自動車未所有,子供1人",55.0
1709,5198,56歳,Self Enquiry,2,35分,Salaried,Female,3.0,4.0,Deluxe,3.0,3,0,1,Manager,377190.0,離婚済み　自家用車なし　子供1人,56.0
1710,5199,36歳,Self Enquiry,3,15分,Salaried,male,3.0,4.0,Deluxe,3.0,年に2回,0,1,Manager,343020.0,"未婚、車所持,こども1人",36.0
1711,5200,53歳,Self Enquiry,2,31分,Salaried,Male,3.0,4.0,Deluxe,3.0,3,0,1,Manager,356070.0,未婚、自動車未所有、子供1人,53.0
1712,5201,36際,Self Enquiry,2,8分,Small Business,Ｍａｌｅ,3.0,5.0,Basic,3.0,5,0,2,Executive,351015.0,"結婚済み、自動車未所有,子供1人",36.0
1713,5202,39歳,Self Enquiry,3,17分,Small Business,Male,3.0,4.0,Ꭰe|uxe,3.0,3,0,2,Manager,324495.0,結婚済み 車未所持 こども1人,39.0
1714,5203,三十三歳,Self Enquiry,2,540秒,Small Business,male,3.0,4.0,De|uxe,3.0,3,0,1,Manager,369240.0,"離婚済み,車所持,こども1人",33.0
1715,5204,３７歳,Self Enquiry,2,2160秒,Salaried,male,3.0,5.0,deluxe,3.0,5,0,2,Manager,353625.0,離婚済み/車未所持/子供1人,37.0
1716,5205,３１歳,Company Invited,2,15分,Salaried,male,3.0,400.0,Basic,3.0,2,0,1,Executive,303105.0,離婚済み、車所持、子供2人,31.0
1717,5206,35歳,Self Enquiry,3,9分,Large Business,Male,3.0,4.0,standard,3.0,2,0,1,Senior Manager,351225.0,"結婚済み,自動車所有,こども1人",35.0
1718,5207,30代,,2,,Small Business,male,3.0,4.0,Deluxe,3.0,1,0,2,Manager,月収31.0万円,結婚済み／車所持／子供1人,35.0
1719,5208,二十八歳,Company Invited,2,16分,Salaried,Male,3.0,4.0,Basic,4.0,2,0,1,Executive,256665.0,独身 車なし 子供2人,28.0
1720,5209,10代,Self Enquiry,2,17分,Small Business,Male,3.0,5.0,standard,3.0,年に3回,0,2,Executive,360465.0,結婚済み／自動車所有／こども1人,15.0
1721,5210,51歳,Company Invited,2,16分,Salaried,Ｆｅｍａｌｅ,3.0,4.0,Super Deluxe,3.0,,0,1,AVP,月収50.0万円,独身 車所持 子供2人,51.0
1722,5211,23才,Company Invited,3,14分,Salaried,Male,3.0,4.0,Deluxe,4.0,2,0,2,Manager,327450.0,"未婚、車保有なし,子供2人",23.0
1723,5212,四十二歳,Self Enquiry,2,19分,Salaried,MALE,3.0,4.0,Deluxe,3.0,7,0,2,Manager,月収30.0万円,未婚 車未所持 子供有り 2人,42.0
1724,5213,30才,Company Invited,3,26分,Salaried,Male,3.0,5.0,Deluxe,3.0,3,0,2,Manager,327390.0,結婚済み、車未所持、こども1人,30.0
1725,5214,50代,Self Enquiry,2,26分,Salaried,Ｍａｌｅ,3.0,4.0,Deluxe,3.0,6,0,2,Manager,347940.0,結婚済み　自家用車なし 子供1人,55.0
1726,5215,四十九歳,Self Enquiry,1,10分,Salaried,Ｍａｌｅ,3.0,5.0,King,3.0,1,0,2,VP,月収50.0万円,結婚済み 自動車所有 子供1人,49.0
1727,5216,43歳,Self Enquiry,1,13分,Large Business,male,3.0,5.0,Basic,3.0,2,0,1,Exеcutivе,320745.0,離婚済み 自動車未所有 子供1人,43.0
1728,5217,52際,Self Enquiry,1,660秒,Salaried,Male,3.0,5.0,Super Deluxe,3.0,,0,1,AVP,518055.0,"結婚済み,自家用車あり,子供1人",52.0
1729,5218,50代,Company Invited,1,540秒,Large Business,Male,3.0,5.0,Basic,3.0,8,0,2,Executive,312555.0,離婚済み、自家用車あり、子供1人,55.0
1730,5219,37際,Self Enquiry,2,17分,Salaried,male,3.0,4.0,Standard,3.0,年に2回,0,1,Senior Manager,471615.0,結婚済み、車未所持、1児,37.0
1731,5220,42歳,Self Enquiry,3,1020秒,Small Business,Male,3.0,4.0,Standard,3.0,3,0,1,Senior Manager,473925.0,結婚済み 自動車未所有 子供1人,42.0
1732,5221,55才,Self Enquiry,1,13分,Small Business,Male,3.0,5.0,Super Deluxe,3.0,6,1,1,AVP,538575.0,独身 車保有 子供1人,55.0
1733,5222,51歳,Self Enquiry,2,6分,Small Business,Male,4.0,5.0,Basic,3.0,4,0,1,Executive,月収31.0万円,独身、自家用車なし、子供1人,51.0
1734,5223,48歳,Self Enquiry,1,9分,Small Business,Male,2.0,5.0,SUPER DELUXE,4.0,3,0,4,AVP,460035.0,離婚済み、自動車所有、こども1人,48.0
1735,5224,22歳,Self Enquiry,1,600秒,Large Business,Female,2.0,5.0,Basic,3.0,2,0,5,Executive,月収30.0万円,結婚済み、車所持、子供1人,22.0
1736,5225,38歳,Company Invited,2,31分,Salaried,Male,3.0,4.0,Deluxe,3.0,3,1,2,Manager,320745.0,独身 自動車未所有 子供1人,38.0
1737,5226,32歳,Self Enquiry,2,900秒,Small Business,Male,3.0,5.0,Basic,3.0,年に7回,1,2,Executive,323790.0,独身 車未所持 1児,32.0
1738,5227,59歳,Self Enquiry,1,17分,Salaried,Ｍａｌｅ,2.0,5.0,Deluxe,3.0,5,0,3,Manager,335610.0,結婚済み、自動車所有、子供1人,59.0
1739,5228,35歳,Self Enquiry,1,10分,Small Business,Female,2.0,5.0,Deluxe,3.0,年に3回,1,3,Manager,月収40.0万円,未婚　乗用車所持　1児,35.0
1740,5229,39歳,Self Enquiry,3,31分,Small Business,Male,3.0,4.0,super deluxe,3.0,2,0,3,Տenior Manager,424800.0,結婚済み 自動車所有 子供2人,39.0
1741,5230,３０才,Self Enquiry,2,9分,Small Business,female,3.0,5.0,Basic,3.0,4,0,4,Executive,324120.0,独身 車未所持 こども2人,30.0
1742,5231,30代,Self Enquiry,1,22分,Salaried,male,3.0,5.0,Deluxe,3.0,3,0,2,Manager,351915.0,結婚済み、車未所持、子供1人,35.0
1743,5232,５６歳,Company Invited,1,10分,Small Business,FEMALE,3.0,5.0,Basic,3.0,3,0,2,Executive,312405.0,結婚済み　車所持　子供1人,56.0
1744,5233,51歳,Company Invited,1,540秒,Salaried,male,3.0,4.0,SUPER DELUXE,3.0,3,0,1,ΑVP,448695.0,独身/車未所持/子供2人,51.0
1745,5234,27才,Self Enquiry,1,540秒,Large Business,Male,3.0,4.0,B𝖺sic,3.0,2,0,2,Executive,308145.0,独身/自家用車あり/子供有り 2人,27.0
1746,5235,47歳,Self Enquiry,1,9分,Small Business,male,3.0,4.0,Super Ꭰeluxe,3.0,,0,2,AVP,547395.0,"未婚,車所持,子供2人",47.0
1747,5236,37歳,Self Enquiry,1,14分,Salaried,Male,3.0,4.0,Basic,3.0,2,0,2,Executive,月収38.0万円,結婚済み、自動車未所有、子供2人,37.0
1748,5237,四十八歳,Company Invited,1,480秒,Small Business,Male,3.0,4.0,Standard,3.0,年に2回,0,1,Senior Manager,月収45.0万円,結婚済み 自家用車あり 子供1人,48.0
1749,5238,46歳,Self Enquiry,1,13分,Salaried,male,3.0,5.0,Deluxe,3.0,7,0,2,Manager,404610.0,未婚/自動車未所有/子供1人,46.0
1750,5239,４２歳,Self Enquiry,1,14分,Small Business,Female,3.0,5.0,Basic,3.0,年に2回,0,2,Executive,月収28.0万円,結婚済み、自家用車なし、子供1人,42.0
1751,5240,45歳,Self Enquiry,1,1860秒,Small Business,Fe Male,3.0,4.0,DELUXE,3.0,7,0,2,Manager,335385.0,未婚 自動車所有 1児,45.0
1752,5241,31歳,Company Invited,1,5分,Salaried,male,3.0,4.0,standard,4.0,5,0,2,Senior Manager,509865.0,結婚済み／車未所持／子供2人,31.0
1753,5242,30代,Self Enquiry,1,16分,Salaried,Male,3.0,5.0,Basic,3.0,8,0,2,Exеcutive,307110.0,結婚済み/自動車未所有/こども1人,35.0
1754,5243,56歳,Company Invited,1,35分,Small Business,Male,3.0,4.0,Super Deluxe,3.0,6,0,2,AVP,433485.0,"離婚済み,車あり,子供1人",56.0
1755,5244,39歳,Self Enquiry,1,780秒,Small Business,male,3.0,4.0,Basic,3.0,6,0,2,Executive,313710.0,独身、車未所持、子供2人,39.0
1756,5245,40歳,Self Enquiry,1,360秒,Large Business,Male,3.0,4.0,Standard,3.0,2,0,1,Senior Manager,月収39.0万円,未婚	自動車未所有	子供2人,40.0
1757,5246,39歳,Self Enquiry,1,9分,Small Business,male,3.0,5.0,BASIC,3.0,3,0,2,Executive,月収32.0万円,結婚済み 車所持　こども1人,39.0
1758,5247,31歳,Self Enquiry,1,29分,Small Business,Fe Male,3.0,4.0,Deluxe,3.0,5,0,2,Manager,378615.0,"未婚、自動車未所有,子供1人",31.0
1759,5248,29歳,Self Enquiry,1,1020秒,Large Business,Male,3.0,5.0,Basic,3.0,2,0,2,Executive,月収27.0万円,"独身,車保有なし,こども1人",29.0
1760,5249,31才,Self Enquiry,1,15分,Small Business,male,3.0,4.0,Basic,3.0,2,0,2,Executive,269850.0,結婚済み、自家用車なし、子供1人,31.0
1761,5250,50代,Self Enquiry,1,9分,Salaried,Male,3.0,4.0,Standard,4.0,5,0,1,Senior Manager,月収40.0万円,結婚済み 自動車所有 子供1人,55.0
1762,5251,３６才,Self Enquiry,1,8分,Salaried,MALE,3.0,4.0,Deluxe,3.0,2,0,2,Manager,354660.0,結婚済み、車未所持、子供1人,36.0
1763,5252,55歳,Self Enquiry,1,6分,Salaried,Female,3.0,5.0,Standard,3.0,2,0,2,Senior Manager,397140.0,結婚済み/車あり/子供2人,55.0
1764,5253,36歳,Self Enquiry,1,15分,Salaried,Female,3.0,4.0,Deluxe,3.0,2,0,1,Manager,344805.0,離婚済み、自動車未所有、こども1人,36.0
1765,5254,30代,Self Enquiry,1,2040秒,Small Business,female,3.0,4.0,Deluxe,3.0,3,0,2,Manager,392400.0,離婚済み、車未所持、こども1人,35.0
1766,5255,59際,Self Enquiry,1,16分,Large Business,Female,2.0,4.0,Basic,4.0,4,0,4,Executive,401085.0,結婚済み/自家用車なし/子供の数不明,59.0
1767,5256,３６才,Self Enquiry,2,15分,Salaried,Male,3.0,5.0,Basic,3.0,年に2回,0,4,Executive,月収30.0万円,独身 自動車所有　子供2人,36.0
1768,5257,33才,Self Enquiry,2,19分,Salaried,Male,3.0,4.0,Deluxe,3.0,3,0,3,Manager,345120.0,結婚済み	自家用車なし	こども2人,33.0
1769,5258,44歳,Company Invited,2,15分,Small Business,Female,3.0,4.0,Standard,3.0,年に2回,0,2,Senior Manager,364680.0,離婚済み/自動車所有/子供2人,44.0
1770,5259,32歳,Company Invited,2,15分,Small Business,male,3.0,4.0,Standard,3.0,2,0,2,Senior Manager,404970.0,離婚済み/車所持/子供1人,32.0
1771,5260,51歳,Self Enquiry,1,12分,Small Business,male,3.0,4.0,Standard,3.0,5,1,1,Senior Manager,349275.0,独身、車なし、子供2人,51.0
1772,5261,５８歳,Self Enquiry,1,25分,Small Business,female,3.0,4.0,Deluxe,3.0,2,1,1,Manager,363285.0,"未婚,車未所持、子供1人",58.0
1773,5262,40代,Company Invited,1,13分,Small Business,Female,4.0,4.0,Deluxe,3.0,7,0,3,Manager,385095.0,"結婚済み,自動車所有,こども3人",45.0
1774,5263,50代,Self Enquiry,1,15分,Small Business,Ｍａｌｅ,3.0,4.0,Standard,3.0,5,0,3,Senior Manager,380865.0,離婚済み／車保有なし／子供2人,55.0
1775,5264,48歳,Self Enquiry,1,11分,Small Business,Male,3.0,4.0,Basic,3.0,7,0,4,Executive,,結婚済み、車所持、子供有り(2人),48.0
1776,5265,25歳,Self Enquiry,1,14分,Small Business,MALE,3.0,4.0,BASIC,3.0,3,0,4,Executive,308895.0,結婚済み、車所持、子供2人,25.0
1777,5266,33歳,Company Invited,3,16分,Small Business,Male,3.0,4.0,Deluxe,3.0,2,0,1,Manager,461445.0,離婚済み　車保有なし　1児,33.0
1778,5267,20代,Self Enquiry,3,7分,Small Business,Female,2.0,,Basic,3.0,3,0,1,Executive,月収30.0万円,独身、車未所持、子供1人,25.0
1779,5268,33歳,Company Invited,2,,Salaried,Male,1.0,,Basiϲ,3.0,年に3回,0,2,Executive,251670.0,独身 自動車未所有 子供無し,33.0
1780,5269,36歳,Company Invited,2,10分,Salaried,Ｆｅｍａｌｅ,2.0,,De|uxe,3.0,年に3回,0,2,Manager,304260.0,離婚済み/車所持/子供1人,36.0
1781,5270,32歳,Company Invited,3,16分,Small Business,Male,2.0,,DELUXE,3.0,年に3回,0,1,Manager,316260.0,未婚、自動車未所有、子供1人,32.0
1782,5271,24才,Company Invited,2,420秒,Small Business,ＭＡＬＥ,2.0,,Deluxe,3.0,2,0,2,Manager,308340.0,独身 車未所持 子供1人,24.0
1783,5272,39歳,Self Enquiry,1,10分,Small Business,Male,3.0,6.0,BASIC,3.0,4,0,2,Executive,月収32.0万円,離婚済み、自動車所有、子供なし,39.0
1784,5273,36際,Self Enquiry,1,10分,Salaried,Male,3.0,6.0,Basic,3.0,3,0,1,Executive,355320.0,離婚済み 乗用車所持 こども1人,36.0
1785,5274,44歳,Self Enquiry,1,420秒,Salaried,Fe Male,3.0,6.0,Standard,3.0,5,0,2,Senior Manager,月収40.0万円,"未婚,自家用車なし,子供1人",44.0
1786,5275,53歳,Self Enquiry,1,8分,Salaried,FEMALE,3.0,4.0,standard,3.0,5,0,1,Senior Manager,468630.0,結婚済み／車所持／子供1人,53.0
1787,5276,30歳,Company Invited,1,10分,Salaried,Female,2.0,3.0,deluxe,3.0,年に1回,0,2,Manager,月収31.0万円,結婚済み／車保有なし／子供1人,30.0
1788,5277,53歳,Self Enquiry,1,9分,Small Business,female,2.0,1.0,BASIC,3.0,2,0,1,Executive,269010.0,"結婚済み,車所持、子供1人",53.0
1789,5278,５４歳,Self Enquiry,1,600秒,Small Business,Ｆｅｍａｌｅ,2.0,3.0,standard,4.0,4,0,2,Senior Manager,453465.0,"独身,自動車未所有,子供1人",54.0
1790,5279,41歳,Company Invited,1,34分,Small Business,Female,1.0,3.0,Deluxe,3.0,3,0,1,Manager,302145.0,独身 自家用車あり 子供無し,41.0
1791,5280,38歳,Self Enquiry,1,1020秒,Small Business,FEMALE,1.0,3.0,Basic,4.0,2,0,2,Executive,月収30.0万円,結婚済み、車所持、子供無し,38.0
1792,5281,31歳,Self Enquiry,3,17分,Small Business,Female,2.0,3.0,basic,3.0,3,0,1,Executive,315150.0,離婚済み、自家用車あり、子供1人,31.0
1793,5282,39才,Self Enquiry,1,10分,Small Business,Female,3.0,4.0,Super Deluxe,3.0,3,0,5,AVP,月収56.0万円,離婚済み、車所持、子供2人,39.0
1794,5283,20代,Company Invited,1,16分,Salaried,Fe Male,2.0,5.0,Standard,4.0,2,0,4,Senior Manager,376575.0,未婚 自動車未所有 子供無し,25.0
1795,5284,24歳,Self Enquiry,2,15分,Small Business,Female,1.0,3.0,Basic,3.0,2,1,2,Executive,月収30.0万円,独身、自家用車あり、子供なし,24.0
1796,5285,44歳,Self Enquiry,1,13分,Salaried,Male,3.0,4.0,King,3.0,,0,5,VP,493455.0,結婚済み 車未所持 子供2人,44.0
1797,5286,40代,Self Enquiry,2,17分,Salaried,Male,3.0,4.0,King,3.0,2,0,2,VP,547230.0,結婚済み/自動車所有/子供1人,45.0
1798,5287,59際,Self Enquiry,1,8分,Salaried,MALE,2.0,1.0,Super Deluxe,4.0,6,1,1,AVP,441765.0,結婚済み、車所持、子供1人,59.0
1799,5288,26歳,Self Enquiry,2,22分,Small Business,Male,3.0,4.0,Deluxe,3.0,3,0,3,Manager,447900.0,"未婚、車未所持,子供2人",26.0
1800,5289,56歳,Self Enquiry,2,1080秒,Small Business,Male,3.0,400.0,King,3.0,,0,2,VP,567360.0,結婚済み 自家用車なし こども1人,56.0
1801,5290,28才,Self Enquiry,2,15分,Small Business,Female,3.0,5.0,basic,3.0,年に3回,0,2,Executive,月収30.0万円,結婚済み、自動車所有、子供有り(1人),28.0
1802,5291,43歳,Self Enquiry,2,1920秒,Small Business,Fe Male,3.0,5.0,Deluxe,3.0,7,0,2,Manager,331470.0,未婚　自家用車なし　子供1人,43.0
1803,5292,40代,Company Invited,2,480秒,Salaried,Male,3.0,5.0,Deluxe,3.0,8,0,2,Manager,364395.0,結婚済み、車未所持、子供1人,45.0
1804,5293,40代,Company Invited,2,18分,Small Business,Male,3.0,5.0,Deluxe,3.0,年に3回,0,2,Managеr,353565.0,"結婚済み,自動車所有,子供1人",45.0
1805,5294,36歳,Self Enquiry,2,6分,Small Business,Male,2.0,3.0,Standard,3.0,1,0,1,Senior Manager,月収49.0万円,独身／自動車所有／こども1人,36.0
1806,5295,31歳,Self Enquiry,2,24分,Salaried,Female,3.0,5.0,Deluxe,3.0,3,0,2,Managеr,352065.0,離婚済み／自動車未所有／こども1人,31.0
1807,5296,27歳,Self Enquiry,2,36分,Salaried,male,3.0,5.0,Deluxe,3.0,3,0,2,Manager,321345.0,結婚済み、車未所持、子供1人,27.0
1808,5297,29際,Self Enquiry,2,16分,Small Business,Female,3.0,5.0,Basıc,3.0,年に7回,0,2,Executive,月収26.0万円,独身、自家用車なし、子供2人,29.0
1809,5298,33歳,Company Invited,2,17分,Salaried,Male,3.0,5.0,Deluxe,3.0,年に2回,0,1,Manager,353610.0,"結婚済み,自動車所有,こども1人",33.0
